time,playingmode,timeout,timeoutenable,continuity,outputprobability,cut,timestretch,regionmaskenable,regionmasklow,regionmaskhigh
0.000000,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.048662,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.099376,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.149023,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.199081,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.249012,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.298528,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.348620,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.398709,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.448156,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.498526,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.548497,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.599131,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.648284,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.698982,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.748975,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.801227,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.848924,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.899021,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.948516,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
0.998500,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.049130,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.099143,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.149114,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.198991,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.249494,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.298969,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.349574,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.399532,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.449198,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.498504,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.549269,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.598506,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.648445,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.699253,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.748302,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.798673,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.848683,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.899354,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.948198,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
1.998560,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.049403,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.099811,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.147983,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.199653,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.249570,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.298692,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.349065,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.398647,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.449676,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.499113,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.548477,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.599072,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.649454,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.699167,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.748774,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.798589,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.848858,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.901732,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.948888,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
2.998971,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.048431,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.098793,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.148429,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.198910,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.248943,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.298408,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.348387,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.398472,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.449478,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.498731,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.548709,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.598823,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.648209,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.698579,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.749058,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.799032,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.849562,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.899217,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.948903,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
3.999087,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.048634,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.099381,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.148946,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.198532,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.248492,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.299724,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.349521,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.399565,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.448529,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.499214,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.548775,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.600418,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.648123,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.699351,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.748119,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.799174,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.848788,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.898794,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.949130,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
4.998720,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.048830,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.099407,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.149020,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.198163,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.248735,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.298524,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.348655,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.398436,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.449757,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.498476,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.548163,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.599214,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.648125,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.698633,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.753438,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.798640,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.848141,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.898444,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.949438,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
5.999129,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.048578,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.098551,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.149171,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.199088,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.248233,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.299554,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.349446,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.398696,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.448270,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.499853,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.548797,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.598939,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.648506,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.699261,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.748260,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.799023,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.848233,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.898652,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.948868,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
6.999634,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.050884,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.098881,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.147997,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.198304,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.249417,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.298456,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.349486,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.398670,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.450462,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.499160,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.549559,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.599178,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.651917,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.698373,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.749424,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.801569,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.848492,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.899441,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.949005,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
7.999196,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.049323,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.098675,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.149062,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.198908,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.248087,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.299438,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.349458,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.401022,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.448264,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.498449,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.548433,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.601130,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.648777,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.698909,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.749240,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.801733,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.849123,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.898492,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.948122,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
8.998907,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
9.048661,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
9.099318,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
9.149014,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
9.198983,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
9.248533,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
9.299161,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
9.349038,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
9.399651,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
9.448277,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
9.498399,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
9.550092,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
9.599580,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.966495,1.000000
