time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,stopped
1.349489,62,0.385029,0.243748,0.235702,0.463746,0.708928,0.553443,0.451480,0.337703,0.300411,0.347321,0.590546,0.638354,
1.949075,64,0.061025,0.041584,0.166133,0.573364,0.368387,0.110142,0.088813,0.365677,0.065654,0.061051,0.099996,0.117922,
2.499390,67,0.010493,0.008468,0.103387,0.417543,0.085561,0.028022,0.027502,0.607201,0.019561,0.011475,0.026773,0.022446,
3.049695,63,0.003355,0.005843,0.039291,0.837543,0.163026,0.029829,0.011963,0.177847,0.005578,0.007362,0.023952,0.006826,
3.900226,64,0.202871,0.219039,0.249020,0.588191,0.603373,0.528648,0.303732,0.453861,0.307238,0.235244,0.201607,0.249402,
4.398173,53,0.082485,0.048625,0.056563,0.233063,0.596618,0.270591,0.081942,0.201965,0.425884,0.082401,0.053624,0.122697,
4.949507,56,0.142771,0.015255,0.029860,0.175779,0.415241,0.144769,0.076022,0.117855,0.637817,0.084824,0.068460,0.125744,
5.701106,63,0.036393,0.035912,0.095910,0.825468,0.198094,0.070353,0.042961,0.151105,0.130549,0.042221,0.047276,0.058811,
6.198944,63,0.036492,0.045453,0.145732,0.597440,0.355349,0.115384,0.098356,0.421544,0.064861,0.048281,0.059474,0.068348,
6.749262,56,0.047823,0.014912,0.033401,0.170020,0.074924,0.032665,0.030917,0.278468,0.833897,0.135065,0.020236,0.024670,
7.250149,53,0.089344,0.044232,0.028280,0.277703,0.537652,0.187357,0.056436,0.217425,0.505220,0.074405,0.075595,0.143964,
7.750859,67,0.032334,0.020208,0.184828,0.118770,0.370739,0.180755,0.074333,0.617153,0.130724,0.034917,0.028039,0.168965,
8.450507,63,0.194555,0.199424,0.282446,0.629907,0.668721,0.382061,0.359212,0.348158,0.273799,0.375419,0.364409,0.298494,
8.951480,63,0.256213,0.197122,0.417617,0.658199,0.596499,0.355552,0.348227,0.362776,0.498610,0.449284,0.410848,0.321843,
9.649563,62,0.042605,0.046459,0.930329,0.206868,0.085944,0.040839,0.119055,0.043043,0.061944,0.134959,0.049651,0.038558,
10.199115,69,0.320956,0.274427,0.407756,0.356182,0.468295,0.332437,0.373280,0.220720,0.276687,0.545002,0.512140,0.310591,
10.700329,66,0.094947,0.058535,0.087463,0.088304,0.227262,0.429800,0.362631,0.057640,0.172685,0.437403,0.110082,0.071255,
11.199456,66,0.297399,0.322374,0.299405,0.501364,0.437196,0.678820,0.626885,0.356984,0.403570,0.432070,0.373324,0.368287,
11.948658,67,0.082837,0.233496,0.330840,0.086912,0.086860,0.275572,0.139526,0.631522,0.071455,0.062396,0.041881,0.103643,
12.448830,64,0.092311,0.118267,0.171233,0.181354,0.715972,0.452424,0.164287,0.258146,0.150411,0.135674,0.104699,0.137424,
13.148776,51,0.056434,0.069847,0.190772,0.773861,0.226196,0.087548,0.093085,0.202787,0.045615,0.051315,0.261406,0.054046,
13.850295,67,0.258340,0.267462,0.390064,0.521304,0.484288,0.394230,0.289852,0.616021,0.231678,0.237764,0.312581,0.347305,
14.398932,63,0.048086,0.054542,0.084256,0.314346,0.764474,0.101008,0.060183,0.119316,0.079687,0.044912,0.068529,0.093561,
15.100420,64,0.159796,0.171141,0.268272,0.316611,0.642396,0.373547,0.208993,0.510500,0.212427,0.143559,0.133985,0.174240,
19.700460,61,0.023788,0.999998,0.073353,0.001673,0.000069,0.011394,0.000053,0.000152,0.003136,0.000065,0.000038,0.000035,
23.950016,61,0.008715,0.999998,0.172992,0.000067,0.000001,0.000001,0.000000,0.000001,0.000001,0.000001,0.000000,0.000001,
24.600092,62,0.304206,0.440245,0.413547,0.657554,0.649577,0.557348,0.446928,0.386084,0.366792,0.402549,0.540025,0.393183,
25.151085,64,0.085343,0.090711,0.108937,0.597169,0.337953,0.206104,0.147668,0.323856,0.099006,0.087581,0.104366,0.073164,
25.849997,65,0.128228,0.022447,0.021846,0.632975,0.102066,0.432352,0.030456,0.074896,0.012334,0.067927,0.034223,0.013039,
26.549206,63,0.041856,0.150016,0.070370,0.556690,0.061761,0.100637,0.023096,0.061255,0.094572,0.339679,0.073424,0.013757,
27.049099,63,0.019495,0.057855,0.052982,0.868755,0.187236,0.070083,0.019315,0.073790,0.043050,0.090019,0.061160,0.017893,
27.651249,61,0.529721,0.321237,0.075608,0.216451,0.253912,0.056773,0.055674,0.244713,0.128329,0.062633,0.060876,0.144810,
28.549095,55,0.077220,0.105925,0.251880,0.075065,0.096099,0.094415,0.185949,0.868573,0.148559,0.068377,0.022994,0.028363,
29.299911,55,0.007273,0.010510,0.070795,0.009265,0.009486,0.009848,0.095134,0.987752,0.194944,0.007651,0.002254,0.010115,
30.348995,55,0.227974,0.204653,0.313047,0.513460,0.578952,0.520115,0.533201,0.562832,0.336301,0.301357,0.256502,0.293035,
30.899290,71,0.092333,0.125401,0.210508,0.597358,0.182941,0.129981,0.419804,0.245274,0.090783,0.124453,0.136042,0.575309,
31.452366,68,0.033545,0.030605,0.244892,0.310060,0.057230,0.113827,0.134001,0.696826,0.131602,0.043531,0.047867,0.174422,
31.998682,48,0.464406,0.510606,0.096609,0.116677,0.189565,0.328845,0.086034,0.390838,0.396933,0.140453,0.121876,0.072241,
32.550304,51,0.111155,0.131188,0.158068,0.580230,0.130925,0.079970,0.129148,0.361578,0.100513,0.043856,0.143192,0.035927,
35.699020,54,0.234186,0.238384,0.308884,0.532396,0.704072,0.594204,0.547427,0.440281,0.294974,0.416665,0.364942,0.284903,
36.598732,63,0.022807,0.050453,0.068317,0.905139,0.098853,0.099434,0.063676,0.186810,0.026301,0.030568,0.095410,0.046535,
37.149677,65,0.042756,0.044327,0.027232,0.197709,0.205495,0.523627,0.213727,0.140272,0.084985,0.261771,0.039371,0.053688,
37.703403,69,0.082943,0.309970,0.013589,0.035772,0.142607,0.111899,0.039231,0.028561,0.071269,0.579776,0.099408,0.015309,
38.450111,61,0.187775,0.781604,0.060726,0.010786,0.077907,0.041320,0.005658,0.031455,0.039234,0.207260,0.018817,0.004632,
39.048588,65,0.066276,0.143773,0.052408,0.028042,0.112511,0.746478,0.056595,0.006403,0.006991,0.040894,0.003318,0.001490,
