time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,stopped
3.848575,45,0.325012,0.338067,0.323505,0.592775,0.800983,0.645268,0.552150,0.522680,0.603270,0.560488,0.502001,0.446394,
4.449272,54,0.067119,0.113160,0.228335,0.198522,0.405523,0.401618,0.409889,0.095973,0.099268,0.123999,0.086744,0.080821,
4.949045,60,0.238223,0.061073,0.065075,0.048565,0.102638,0.100326,0.146263,0.093736,0.210291,0.253864,0.353120,0.090684,
5.449209,65,0.201962,0.137039,0.244960,0.101871,0.442920,0.190357,0.068644,0.033756,0.076418,0.096334,0.081881,0.069580,
5.999527,70,0.352139,0.217064,0.245632,0.256760,0.311701,0.263931,0.239448,0.163147,0.320587,0.294753,0.323407,0.152498,
8.898457,74,0.000151,0.000424,0.999754,0.120715,0.000069,0.000078,0.009146,0.000189,0.000057,0.047051,0.006248,0.000037,
12.048291,74,0.254564,0.354232,0.386203,0.519546,0.556786,0.518842,0.443095,0.572625,0.583307,0.381208,0.486527,0.249222,
12.699358,54,0.073473,0.202021,0.238663,0.168569,0.338603,0.398829,0.445489,0.122879,0.139530,0.168311,0.099147,0.065819,
13.249119,60,0.293515,0.084002,0.113028,0.122727,0.140934,0.141886,0.181604,0.134776,0.257354,0.210231,0.327715,0.315525,
13.749525,65,0.265312,0.220313,0.194505,0.286486,0.372275,0.142052,0.079219,0.061348,0.117852,0.094609,0.165022,0.385074,
14.299530,70,0.152487,0.115967,0.139775,0.131887,0.302901,0.133774,0.122326,0.092112,0.168491,0.362639,0.357977,0.165952,
19.448288,73,0.620035,0.436487,0.321231,0.526441,0.612736,0.531149,0.372446,0.340205,0.315012,0.356084,0.498318,0.443002,
19.999554,51,0.440311,0.265719,0.499322,0.352966,0.163847,0.114925,0.124795,0.236178,0.118884,0.410986,0.264557,0.136558,
20.499571,56,0.148697,0.132468,0.197324,0.266955,0.210795,0.156233,0.354402,0.376385,0.286709,0.148065,0.153534,0.106731,
21.098896,62,0.428897,0.406584,0.243855,0.161382,0.216930,0.130342,0.143948,0.194013,0.173869,0.139756,0.308383,0.290087,
