File Name,Note Density (notes/second)
impro03-01-audioinfluencer.csv,1.0823041383163958
impro03-02-audioinfluencer.csv,1.9680483150815076
impro03-03-audioinfluencer.csv,1.157030855847625
impro03-04-audioinfluencer.csv,0.5789989855276061
impro03-05-audioinfluencer.csv,1.2076091951665195
impro03-06-audioinfluencer.csv,1.2136988180350086
impro03-07-audioinfluencer.csv,1.4397433676226472
impro03-08-audioinfluencer.csv,1.2993592020947644
impro03-09-audioinfluencer.csv,1.0080656745916017
impro03-10-audioinfluencer.csv,1.041678240869343
impro03-11-audioinfluencer.csv,2.808712178972415
impro03-12-audioinfluencer.csv,2.3645978902010705
impro03-13-audioinfluencer.csv,1.1899200227293032
impro03-14-audioinfluencer.csv,1.7738039051800707
impro03-15-audioinfluencer.csv,0.4159432143231987
impro03-16-audioinfluencer.csv,1.2266371946636696
impro03-17-audioinfluencer.csv,0.9878514834282327
impro03-18-audioinfluencer.csv,1.5004810522510346
