File Name,Pitch Standard Deviation
impro03-01-audioinfluencer.csv,21.213203435596427
impro03-02-audioinfluencer.csv,16.97056274847714
impro03-03-audioinfluencer.csv,28.991378028648448
impro03-04-audioinfluencer.csv,18.384776310850235
impro03-05-audioinfluencer.csv,29.698484809834994
impro03-06-audioinfluencer.csv,30.405591591021544
impro03-07-audioinfluencer.csv,31.11269837220809
impro03-08-audioinfluencer.csv,16.97056274847714
impro03-09-audioinfluencer.csv,21.920310216782973
impro03-10-audioinfluencer.csv,22.627416997969522
impro03-11-audioinfluencer.csv,27.577164466275352
impro03-12-audioinfluencer.csv,14.142135623730951
impro03-13-audioinfluencer.csv,16.97056274847714
impro03-14-audioinfluencer.csv,27.577164466275352
impro03-15-audioinfluencer.csv,21.920310216782973
impro03-16-audioinfluencer.csv,16.97056274847714
impro03-17-audioinfluencer.csv,19.79898987322333
impro03-18-audioinfluencer.csv,15.556349186104045
