Feature,Values
Pitch,72,71,71,71,70,71,71,71,72,71,71,71,71,71,71,60,72,71,71,71,71,72,71,71,67,62,65,56,67,73,56,62,66,57,67,66,63,57,62,67,74,75,67,63,56,55,55,57,59,55,56,56,56,68,68,68,56
Intensity,59,80,63,95,57,89,96,90,11,98,92,99,91,94,88,82,95,90,81,73,94,87,80,75,75,70,76,30,78,95,62,79,31,80,89,86,74,66,67,83,69,99,78,72,50,61,53,56,83,64,70,82,68,71,78,78,77
Duration,3.0770833333333334,0.3729166666666667,1.2375,1.2161458333333333,0.03229166666666666,0.58125,0.4479166666666667,0.05364583333333333,0.03177083333333333,0.6932291666666667,0.06927083333333334,0.07447916666666667,0.0421875,0.1171875,0.04791666666666666,0.8640625,0.042708333333333334,0.058333333333333334,0.0265625,0.03177083333333333,0.8802083333333334,0.0640625,0.075,0.03229166666666666,0.06979166666666667,0.0421875,0.1125,0.04791666666666666,0.07447916666666667,0.9869791666666666,0.15520833333333334,0.12239583333333333,0.0484375,0.6401041666666667,0.058854166666666666,0.053125,0.03177083333333333,0.03697916666666667,0.03177083333333333,0.09114583333333333,0.090625,0.9385416666666666,0.03697916666666667,0.0265625,0.03229166666666666,0.027083333333333334,0.03177083333333333,1.05625,0.5546875,0.6453125,0.4796875,0.20260416666666667,0.1546875,0.15989583333333332,0.06927083333333334,0.22916666666666666,0.17604166666666665
Pitch Entropy,3.423428172700609
Intensity Entropy,5.244999224615144
Duration Entropy,5.335266716329645
