time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,stopped
3.049236,70,0.161157,0.091242,0.149282,0.305500,0.434580,0.600755,0.367468,0.203503,0.240595,0.339951,0.489665,0.274522,
3.799682,69,0.021958,0.027379,0.026955,0.074577,0.087826,0.072600,0.041775,0.234645,0.192069,0.707050,0.186616,0.052321,
4.498855,66,0.007671,0.010717,0.008864,0.013628,0.517566,0.577990,0.363560,0.028417,0.033514,0.101551,0.040850,0.011773,
4.998774,65,0.039258,0.006618,0.003176,0.036399,0.113203,0.899357,0.427603,0.020131,0.009987,0.298778,0.028220,0.069189,
5.698673,66,0.228273,0.149654,0.189226,0.389710,0.443412,0.594714,0.501093,0.158013,0.181121,0.319652,0.265449,0.193870,
6.498936,68,0.188736,0.016669,0.090499,0.337057,0.081305,0.087232,0.087764,0.067868,0.894539,0.134612,0.222609,0.030767,
6.998814,65,0.171211,0.020598,0.332388,0.152717,0.212345,0.503150,0.245638,0.076553,0.280560,0.087154,0.368487,0.054690,
7.598543,67,0.034176,0.022759,0.202258,0.057971,0.043760,0.243829,0.236707,0.675348,0.341068,0.096953,0.081817,0.181751,
8.948895,68,0.366728,0.223853,0.282241,0.482042,0.465648,0.516727,0.514421,0.543841,0.357831,0.368904,0.339509,0.349322,
9.499776,72,0.508573,0.066198,0.642613,0.155356,0.323177,0.099510,0.110386,0.400135,0.208066,0.371639,0.143546,0.158568,
10.149270,67,0.094706,0.021428,0.373623,0.042924,0.081272,0.048881,0.028606,0.803030,0.164995,0.172701,0.177210,0.212844,
10.898933,70,0.138598,0.020018,0.682432,0.064801,0.099716,0.168001,0.077245,0.132132,0.072885,0.067023,0.605633,0.106719,
12.150460,64,0.087895,0.080340,0.107379,0.290045,0.710145,0.479650,0.280358,0.202481,0.235565,0.358011,0.280911,0.140782,
12.950404,74,0.235618,0.021749,0.872253,0.047883,0.073262,0.039794,0.063479,0.068300,0.069015,0.699248,0.039198,0.058230,
13.549511,72,0.426796,0.034509,0.541436,0.131549,0.048586,0.040656,0.046825,0.442394,0.219353,0.281601,0.203744,0.149569,
14.049547,72,0.528304,0.027164,0.880868,0.096552,0.083075,0.016411,0.022053,0.286570,0.053072,0.075599,0.184184,0.057494,
15.000171,64,0.254685,0.231326,0.347116,0.632235,0.739944,0.427604,0.239369,0.194678,0.322643,0.439711,0.375242,0.343236,
15.548920,59,0.064356,0.042256,0.063134,0.113958,0.133383,0.083199,0.060107,0.101667,0.410790,0.476792,0.363150,0.351722,
16.099516,63,0.072544,0.129277,0.393552,0.351758,0.174197,0.246012,0.037022,0.033249,0.085507,0.230886,0.100781,0.096957,
17.049643,67,0.031907,0.055452,0.593857,0.127835,0.078452,0.098653,0.099834,0.715793,0.129559,0.194086,0.102592,0.330518,
17.751143,65,0.126243,0.035019,0.164515,0.427884,0.330543,0.456978,0.182133,0.204169,0.124859,0.319053,0.098861,0.202353,
18.348610,63,0.067814,0.029442,0.350522,0.855234,0.316900,0.143432,0.066203,0.065481,0.031205,0.103589,0.098760,0.063658,
18.850449,68,0.251435,0.035640,0.185488,0.598814,0.102707,0.200035,0.320289,0.123307,0.434847,0.129278,0.252766,0.102357,
19.549425,70,0.257932,0.026390,0.598767,0.236141,0.230693,0.088053,0.200651,0.353798,0.478077,0.140977,0.508827,0.157734,
20.098692,76,0.120955,0.087364,0.289193,0.557749,0.290278,0.043474,0.119698,0.203030,0.369145,0.048331,0.336316,0.391872,
21.548637,70,0.179089,0.209006,0.299654,0.459718,0.580536,0.605114,0.302973,0.268152,0.218350,0.262838,0.500914,0.209397,
22.049932,69,0.108890,0.124135,0.495850,0.711566,0.472981,0.163421,0.158303,0.411758,0.175997,0.632159,0.259028,0.344013,
23.649488,75,0.282886,0.274699,0.411164,0.594386,0.556673,0.529724,0.264533,0.294772,0.370256,0.289348,0.317006,0.268060,
24.199821,64,0.132854,0.068047,0.166784,0.439882,0.697253,0.330296,0.079033,0.103077,0.196438,0.236390,0.167740,0.186646,
25.799011,74,0.294755,0.187929,0.229311,0.269255,0.306056,0.303241,0.283032,0.288402,0.305144,0.357384,0.249192,0.295026,
27.249729,75,0.089847,0.134886,0.140130,0.619390,0.600476,0.428437,0.116546,0.095121,0.108582,0.233025,0.536649,0.121861,
27.948502,64,0.073592,0.160278,0.229158,0.590279,0.548130,0.173715,0.051833,0.074875,0.130698,0.224078,0.168130,0.120206,
29.649591,74,0.256185,0.250251,0.413887,0.531632,0.565279,0.526079,0.300668,0.241842,0.154155,0.348274,0.478051,0.283486,
30.195782,69,0.104042,0.157572,0.413710,0.464888,0.205014,0.133254,0.109091,0.211931,0.050530,0.661851,0.262907,0.249511,
30.849762,64,0.035305,0.069574,0.090213,0.558013,0.558707,0.114610,0.018316,0.077345,0.057024,0.091131,0.297341,0.116074,
31.399729,64,0.013997,0.018381,0.071488,0.451820,0.730501,0.256309,0.149687,0.022770,0.023748,0.046892,0.064044,0.036448,
32.150749,74,0.137179,0.007460,0.618969,0.177461,0.078307,0.053164,0.115520,0.015872,0.012395,0.816474,0.056217,0.011855,
32.849323,77,0.322915,0.036136,0.110269,0.775347,0.198799,0.251427,0.065173,0.098474,0.021285,0.367486,0.034414,0.061384,
34.149879,64,0.149121,0.194781,0.297755,0.594624,0.873871,0.607191,0.363894,0.259490,0.241007,0.216618,0.209239,0.193715,
35.549637,77,0.479451,0.137095,0.051953,0.822070,0.109903,0.182378,0.169404,0.060456,0.018620,0.212989,0.241395,0.029511,
38.649040,78,0.249292,0.167901,0.103300,0.493805,0.581096,0.645957,0.547396,0.245989,0.219300,0.353436,0.285225,0.117462,
39.149368,82,0.113005,0.050895,0.238717,0.204405,0.131863,0.170699,0.141659,0.151641,0.137357,0.092673,0.713249,0.133823,
39.699974,78,0.097391,0.266962,0.076836,0.392857,0.160544,0.034113,0.404732,0.033098,0.184864,0.032926,0.656007,0.039808,
40.299370,73,0.112305,0.316628,0.037695,0.807078,0.055397,0.091895,0.132466,0.151353,0.362079,0.054127,0.366147,0.337922,
40.999744,70,0.268251,0.087655,0.794963,0.128277,0.060976,0.092801,0.057364,0.120663,0.128782,0.042294,0.419306,0.097693,
41.698593,69,0.035950,0.111107,0.157981,0.094474,0.141442,0.023808,0.012947,0.037283,0.044828,0.874493,0.092340,0.051277,
42.400501,68,0.135573,0.021060,0.076819,0.293208,0.032443,0.022533,0.040527,0.040943,0.894046,0.191817,0.076037,0.009043,
43.050377,66,0.061917,0.052879,0.090943,0.081066,0.193422,0.211548,0.522098,0.275802,0.196121,0.046806,0.038271,0.070838,
43.599327,63,0.022926,0.011008,0.016496,0.488780,0.474318,0.328914,0.186613,0.068577,0.037261,0.026538,0.024034,0.027019,
44.498852,65,0.058346,0.007932,0.010406,0.119242,0.207160,0.740889,0.246357,0.020079,0.013518,0.227737,0.073319,0.057786,
48.998688,59,0.217089,0.230943,0.185096,0.400184,0.536455,0.495846,0.562485,0.413429,0.259438,0.286037,0.367322,0.253298,
53.399021,61,0.109321,0.065690,0.045998,0.311637,0.621020,0.551025,0.329720,0.402759,0.318611,0.266257,0.174152,0.097532,
53.399021,61,0.109321,0.065690,0.045998,0.311637,0.621020,0.551025,0.329720,0.402759,0.318611,0.266257,0.174152,0.097532,
