time,playingmode,timeout,timeoutenable,continuity,outputprobability,cut,timestretch,regionmaskenable,regionmasklow,regionmaskhigh
0.000000,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.052837,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.097857,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.148386,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.198666,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.248156,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.297615,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.348639,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.398170,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.450123,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.497768,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.547910,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.597884,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.647826,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.697879,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.748865,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.798306,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.847837,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.897613,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.948655,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.998402,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.047819,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.097844,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.147913,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.201058,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.248251,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.298720,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.348103,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.398483,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.447607,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.498805,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.547843,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.597713,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.647836,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.697546,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.748172,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.798055,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.848432,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.898265,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.948479,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.998748,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.048628,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.098485,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.149077,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.198539,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.248873,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.296583,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.351927,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.397783,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.448172,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.497539,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.547949,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.598154,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.647493,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.698381,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.752160,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.800091,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.848333,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.900157,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.948278,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
2.998543,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
3.048105,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
3.100061,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
3.148720,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
3.198025,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
3.248479,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
3.298019,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
3.347956,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
3.398012,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
3.448849,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
3.500675,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
3.548499,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
3.598134,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
3.648519,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
3.698113,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
