File Name,Lowest MIDI,Lowest Note,Highest MIDI,Highest Note,Note Difference,Average MIDI Pitch,Average Note Pitch,Pitch Std Dev,Lowest Velocity,Highest Velocity,Velocity Range,Average Velocity,Velocity Std Dev,Pitch Entropy,Intensity Entropy,Duration Entropy,Note Density,Average Note Distance,Note Time Std Dev,Average Duration,Duration Std Dev
impro01-01-audioinfluencer.mid,53,F3,77,F5,24,61.833333333333336,D4,7.286167394050019,23,67,44,46.833333333333336,11.226282188004445,2.816340113853408,3.6835423624332306,4.169925001442312,0.3478248031973447,3.044128882352941,4.026211461935442,2.875010611111111,4.026211461935442
impro01-02-audioinfluencer.mid,56,G#3,71,B4,15,58.58571428571429,B3,1.8779448626948738,16,81,65,67.98928571428571,9.75377288588742,1.7956309563848885,4.413780533471857,3.2967016043012864,3.9801374651348844,0.25214813261648744,1.4134847185980797,0.25124760357142856,1.4134847185980797
impro01-03-audioinfluencer.mid,63,D#4,67,G4,4,64.66190476190476,F4,0.6525446623341977,4,88,84,77.87619047619047,8.628089475765927,1.4203150448792217,4.244284417228873,2.571973039606861,2.8767413326249427,0.3492787751196172,1.3621336822484622,0.34761554285714286,1.3621336822484622
impro01-04-audioinfluencer.mid,55,G3,71,B4,16,58.303030303030305,A#3,3.762353389874884,3,74,71,61.36363636363637,20.35285327327931,1.2804113111260778,3.30167366468188,3.053326475133802,0.36323670319763873,2.8390578125,2.690942978487187,2.7530257575757577,2.690942978487187
impro01-05-audioinfluencer.mid,49,C#3,72,C5,23,64.51428571428572,F4,5.906868655090327,2,85,83,63.31428571428572,18.145581054384625,2.5970771378020308,4.692092175028857,3.616367700440125,1.0928810912274058,0.9282736811594204,1.328876567840786,0.9150126285714287,1.328876567840786
impro01-06-audioinfluencer.mid,45,A2,74,D5,29,60.74603174603175,C#4,7.715891661174626,4,90,86,62.82539682539682,20.48065599147815,4.431785159814103,5.534393269450983,5.524306411936703,2.2028326329724184,0.45759264,0.3775031671621874,0.4539609523809524,0.3775031671621874
impro01-07-audioinfluencer.mid,55,G3,74,D5,19,59.628571428571426,C4,6.6998055910588326,2,84,82,67.37142857142857,26.041918374133694,1.6288868007567598,3.522459275301323,2.6804447065057335,0.6628734020323963,1.552953794117647,2.400746815065162,1.5085836857142858,2.400746815065162
impro01-08-audioinfluencer.mid,45,A2,73,C#5,28,59.08181818181818,B3,8.384270789036252,1,98,97,69.9090909090909,26.173572165448043,3.563373512262061,5.4652855683382215,5.422269205466774,2.35300761433264,0.4288869724770642,0.6032235868101348,0.424988,0.6032235868101348
impro01-09-audioinfluencer.mid,44,G#2,60,C4,16,53.5,F#3,3.1295555031120355,1,44,43,23.72222222222222,17.505648014806553,2.5226203095310216,3.5724312513221195,3.794653473544342,0.2535256902229873,4.176395411764707,5.644091517982156,3.9443734444444454,5.644091517982156
impro01-10-audioinfluencer.mid,47,B2,80,G#5,33,66.62264150943396,G4,7.077120272383556,1,64,63,37.320754716981135,15.209781246727207,3.10713775400675,4.793773756368352,5.473019039387217,0.8818662166020833,1.15576575,1.0742339472671902,1.1339588490566037,1.0742339472671902
impro01-11-audioinfluencer.mid,54,F#3,61,C#4,7,60.03488372093023,C4,0.7738015313047146,2,66,64,54.616279069767444,7.660699714088728,0.729625910478243,3.942765918845799,4.541934888589858,1.597042485304145,0.6335239764705882,0.9100557270474972,0.6261574186046512,0.9100557270474972
impro01-12-audioinfluencer.mid,62,D4,71,B4,9,65.79166666666667,F#4,2.6536138880151094,3,73,70,54.041666666666664,18.56944467027269,2.252705481927944,4.220175521464346,4.303508854797679,0.412725574517869,2.5282616956521737,1.0707159857572757,2.4229174583333335,1.0707159857572757
impro01-13-audioinfluencer.mid,55,G3,114,F#8,59,84.56382978723404,C#6,19.689830632494214,12,116,104,87.15957446808511,23.114164158870466,4.730670843289957,5.384234931801629,5.937151617450954,1.5524333368609902,0.6510763870967743,0.38609968106033254,0.6441500425531915,0.38609968106033254
impro01-14-audioinfluencer.mid,55,G3,75,D#5,20,65.84210526315789,F#4,6.377386034385792,11,99,88,75.59649122807018,17.569108084852886,3.423428172700609,5.244999224615144,5.335266716329645,1.0115540232937466,1.006231125,0.5059514122594263,0.988577947368421,0.5059514122594263
impro01-15-audioinfluencer.mid,49,C#3,74,D5,25,63.388888888888886,D#4,9.610893873399688,16,94,78,60.5,24.73685033923847,3.239097917988786,3.94770277922009,4.169925001442312,0.5598712122029778,1.8911912352941178,1.197004890942558,1.786125055555556,1.197004890942558
impro01-16-audioinfluencer.mid,57,A3,70,A#4,13,62.0,D4,6.045283661289563,1,59,58,14.75,16.5920298500652,1.896240625180289,3.0849625007211556,3.584962500721156,0.20016499934504345,5.450049181818181,4.7226452272459385,4.995878416666666,4.7226452272459385
impro01-17-audioinfluencer.mid,55,G3,58,A#3,3,56.25,G#3,1.2583057392117916,9,48,39,26.75,18.803811670332514,1.5,2.0,2.0,0.12882301209264835,10.350117666666668,2.3905557578555614,7.76258825,2.3905557578555614
impro01-18-audioinfluencer.mid,53,F3,68,G#4,15,64.0,E4,4.136557881996952,53,88,35,67.5,11.481869766433224,2.6464393446710153,3.321928094887362,3.321928094887362,0.1481495879426621,7.49992711111111,3.2509948698563003,6.749934399999999,3.2509948698563003
