Duration (s),Frequency
0.1416666666666666,2
0.07187499999999991,2
0.11458333333333348,2
2.1864583333333334,2
0.05885416666666643,2
0.09062500000000018,2
0.045312499999999645,4
0.013541666666666785,4
0.09583333333333321,2
0.06666666666666643,1
1.5255208333333332,1
0.12239583333333393,2
0.10416666666666607,2
0.04270833333333357,2
0.14114583333333286,2
1.6052083333333336,2
0.040104166666667496,2
0.17343750000000036,2
0.029166666666666785,2
0.12031250000000071,2
0.021354166666666785,2
0.015625,4
0.056250000000000355,2
0.053124999999999645,2
0.029687499999999645,1
1.6369791666666664,1
0.07760416666666714,2
0.18906250000000036,2
0.09375,5
0.020833333333333925,2
0.12552083333333286,7
0.21614583333333393,2
0.29843750000000036,2
0.05104166666666643,5
0.3916666666666675,2
0.061458333333332504,2
0.19739583333333321,2
0.07447916666666643,2
0.1359375000000007,2
0.07499999999999929,2
0.5359374999999993,2
0.01875000000000071,6
0.10104166666666714,4
0.20260416666666714,4
0.08281249999999929,1
0.05052083333333357,1
0.02656250000000071,4
0.14687499999999964,2
0.055729166666667496,2
0.06406250000000036,2
0.25624999999999964,2
0.138541666666665,2
0.1281250000000007,1
0.13333333333333286,4
0.02135416666666501,1
0.02395833333333286,28
0.010416666666667851,4
1.1281250000000007,2
0.18906249999999858,2
0.07239583333333499,2
1.453125,2
0.06145833333333428,8
0.18645833333333428,4
0.05364583333333428,2
0.17031250000000142,3
0.08541666666666714,4
0.04791666666666572,4
2.3895833333333343,1
0.10677083333333215,1
0.013020833333332149,3
0.05624999999999858,8
0.04531250000000142,11
0.02708333333333357,2
0.3838541666666657,1
1.357291666666665,2
0.2078124999999993,2
0.06406249999999858,2
0.1999999999999993,2
0.03437500000000071,2
0.09895833333333215,1
0.11197916666666785,1
0.45572916666666785,1
0.16302083333333428,1
0.1171875,4
0.18385416666666643,2
0.30416666666666714,2
0.04010416666666572,9
0.44010416666666785,2
0.17864583333333428,2
0.6187499999999986,1
0.09843749999999929,1
1.7838541666666679,1
0.47239583333333357,2
0.146354166666665,2
0.3093749999999993,2
0.298958333333335,2
0.7437499999999986,2
0.25364583333333,2
0.07447916666666998,6
0.25572916666666856,2
0.8963541666666686,2
0.2958333333333343,2
0.2666666666666657,2
0.08802083333333144,6
0.9171874999999972,2
0.45885416666666856,3
0.06666666666666998,4
0.13854166666666856,4
0.0989583333333357,4
0.05312500000000142,3
0.1145833333333357,6
3.7359374999999986,2
0.2588541666666657,2
0.1041666666666643,2
0.02135416666666856,20
0.07239583333333144,2
0.24791666666666856,1
0.10625000000000284,2
0.03750000000000142,11
0.013541666666668561,6
0.21822916666666714,1
0.026562499999997158,3
0.03437499999999716,11
0.01614583333333286,14
0.04270833333333002,13
0.1015625,2
0.04218749999999716,2
0.027083333333330017,5
0.03697916666666856,3
0.08020833333333144,3
0.013020833333335702,10
0.02916666666666856,8
0.1067708333333357,1
1.2369791666666643,1
0.03229166666666572,1
0.010416666666664298,4
0.05885416666666998,5
0.1119791666666643,2
0.03177083333333286,4
0.03489583333333002,8
0.13593749999999716,3
0.15468750000000142,2
0.2135416666666643,2
0.0963541666666643,4
0.14427083333333002,5
0.24531249999999716,1
0.14895833333333286,1
0.2906249999999986,2
0.20781250000000284,2
0.2984374999999986,1
0.07968749999999858,2
0.109375,2
0.17083333333333428,2
0.018749999999997158,12
0.10364583333333144,1
0.06093750000000142,1
0.12812499999999716,1
0.12291666666666856,1
0.018229166666664298,1
0.09062500000000284,3
0.2083333333333357,1
0.14374999999999716,1
0.09322916666666714,1
0.07500000000000284,1
0.05833333333333002,2
0.07187499999999858,2
0.05052083333333002,5
0.26927083333333,1
0.09583333333333144,2
0.07708333333333428,2
0.20520833333333144,1
0.2828124999999986,1
0.18385416666666998,2
0.7755208333333314,1
0.06927083333333428,2
0.16822916666666998,1
0.3463541666666643,1
0.22968749999999716,1
0.16562499999999858,2
0.005208333333335702,1
0.31718750000000284,1
5.427083333333336,2
