Time (s),Frequency
2.900520833333333,1
3.2151041666666664,2
5.183333333333334,2
5.225520833333333,2
5.396354166666667,2
19.51354166666667,1
46.740625,1
46.84739583333334,1
50.548437500000006,1
57.5671875,2
59.88697916666667,2
59.95104166666667,2
71.86041666666667,2
71.940625,1
73.17760416666667,1
75.06041666666667,1
