Second,Note Count
4,1
6,2
7,2
8,1
9,2
10,1
11,1
12,2
13,2
14,1
15,2
16,1
38,1
40,1
42,1
43,1
46,1
51,1
52,1
56,2
57,1
59,2
60,2
61,2
62,2
63,1
66,2
75,1
