time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
4.948009,87,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.946906,73,0.062506,1.625163,0.250025,0.250025,0.000000,0.062506,1.625163,1.625163,1.750175,0.000000,0.062506,0.062506
6.649393,72,1.622217,0.381297,0.063549,1.622217,0.062393,0.000000,0.381297,0.630869,0.444846,0.000000,0.249572,0.000000
9.449052,83,0.000000,0.051473,0.000000,0.000000,0.051473,0.000000,0.411782,0.000000,0.000000,0.308837,0.000000,0.514728
10.046777,59,0.000000,1.743256,0.000000,0.062259,1.618738,0.062259,1.743256,0.000000,0.311296,0.052335,0.062259,1.618738
10.697602,47,0.000000,0.493405,0.000000,0.062661,0.422919,0.000000,0.603075,0.000000,0.070486,0.000000,0.000000,1.644827
14.996936,84,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15.697417,71,0.062393,0.000000,0.000000,0.311965,1.622217,0.000000,0.249572,0.000000,1.622217,0.000000,0.000000,1.622217
16.252800,85,1.634393,1.634393,0.000000,0.338547,0.836926,0.062861,0.087103,0.251445,2.108519,1.634393,0.000000,0.522620
16.947422,48,1.968685,0.341829,0.000000,1.683827,0.191278,0.000000,0.000000,0.369828,0.470538,0.341829,0.250285,0.071735
25.197672,48,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25.348900,48,1.547068,0.000000,0.000000,1.547068,0.064583,0.000000,0.000000,0.322917,0.000000,0.000000,0.258333,0.000000
25.649406,54,0.920454,1.801212,1.672554,2.522203,0.000000,0.064329,1.672554,0.205937,0.257316,0.257316,0.463253,0.000000
25.798128,48,1.861027,1.435936,1.333369,3.051241,0.071578,0.051283,1.333369,0.409173,0.205134,0.205134,0.542729,0.000000
25.947081,46,2.549368,0.942118,0.946583,2.168257,0.125652,0.287037,0.807530,0.502609,0.134588,0.134588,1.865741,0.000000
26.148571,46,1.612225,0.447059,0.538119,1.240598,0.516667,0.245123,0.476838,0.245123,0.079473,2.448302,1.593298,0.000000
26.447136,51,0.874824,0.152047,1.672554,2.037858,0.283216,0.134588,0.152047,0.198917,0.000000,1.486887,1.064845,0.000000
26.651783,51,0.476838,0.218622,1.683321,1.834446,0.515361,0.258333,0.062259,0.141732,0.000000,2.450538,1.666938,0.000000
26.796795,46,1.547068,0.120211,1.187668,1.282019,0.439233,0.194250,0.000000,0.258333,0.000000,2.241971,1.348218,0.000000
26.946836,46,1.593298,0.059982,1.614160,0.841133,0.424503,0.239867,0.060735,0.245123,0.000000,2.293884,1.555617,0.000000
27.348564,49,0.831774,1.593298,1.747197,0.430901,0.188731,0.178514,0.062586,1.593298,1.715859,1.047983,0.762016,0.061281
27.447407,49,0.569766,1.634393,2.037868,0.340566,0.287037,0.062861,0.062474,2.871521,1.482248,1.865741,0.512778,0.134621
27.655231,43,1.547068,1.187668,1.927922,0.201101,0.258833,0.000000,1.547068,2.324170,0.909495,1.262625,0.367374,0.061281
27.847078,82,1.269593,0.967767,1.324781,0.604448,0.114703,0.266461,2.780946,1.511602,3.226994,0.745567,1.910791,0.000000
28.149717,81,0.563969,0.565736,0.601777,0.376065,0.569494,0.127447,1.328441,0.683258,2.027931,3.030989,0.883533,0.000000
28.448023,75,1.912520,0.159688,0.225134,1.672554,0.260537,0.060958,0.604910,0.648445,0.986576,1.525258,0.500345,0.000000
30.947512,79,0.000000,0.000000,0.096855,0.000000,0.096855,0.000000,0.096855,0.581131,0.000000,0.581131,0.000000,0.581131
31.148548,67,1.547068,0.000000,0.258333,0.000000,0.064583,0.000000,0.057192,1.547068,0.000000,0.343152,0.000000,0.407735
31.497940,88,0.826732,1.672554,0.127447,0.000000,1.672554,0.064329,0.000000,0.826732,0.321645,0.098477,0.000000,0.355793
31.497940,88,0.826732,1.672554,0.127447,0.000000,1.672554,0.064329,0.000000,0.826732,0.321645,0.098477,0.000000,0.355793
31.750872,69,0.622260,0.913359,0.060958,0.000000,0.846744,1.672554,0.000000,0.364944,0.130268,1.731996,0.000000,0.000000
32.046703,81,0.324094,1.989436,0.000000,1.555641,0.489042,0.972026,0.000000,0.234505,0.302122,2.163411,0.239815,0.000000
32.348045,74,0.295465,1.179648,1.555641,0.940826,0.384800,1.559141,0.059954,0.055597,0.144743,1.901056,1.580476,0.000000
32.498417,62,1.605075,0.716406,2.120526,0.638196,0.187082,1.216633,1.611651,0.258333,1.547068,1.318122,1.219292,0.000000
32.751652,38,1.041457,1.957982,2.824202,0.625678,0.099423,0.863293,1.020398,0.157342,2.619163,0.966965,2.196902,0.000000
33.097366,79,0.466774,1.147742,1.459340,0.514456,0.245123,0.371619,1.863330,1.593298,2.550037,1.708000,1.005466,0.061281
33.297794,86,2.607754,0.637477,2.213372,0.299714,0.309836,0.219438,1.398388,1.342352,1.739298,1.500418,0.557532,0.000000
33.497810,63,1.925217,0.346124,2.840582,1.547068,1.547068,1.547068,0.734256,0.814927,0.973696,0.814927,0.557625,0.258333
33.748402,72,1.809476,0.151354,1.661628,1.020656,1.352685,1.287117,0.390214,0.489054,0.474953,1.824905,1.816735,0.157342
33.996826,72,1.145864,0.055597,1.090194,1.550997,0.844478,2.004298,0.223190,0.325080,0.278787,1.198646,1.189372,0.103232
34.247372,77,0.730347,0.066615,0.437209,1.050658,1.998040,2.549333,0.064051,0.139936,0.130666,2.098526,1.730260,0.266461
34.446804,80,0.584683,0.339144,0.530227,0.976374,1.529320,1.891950,1.865741,1.865741,1.865741,1.603685,1.354144,0.280185
34.747185,82,0.208544,0.251445,0.251599,0.765171,0.588361,1.009414,1.634393,0.918591,2.590498,0.623062,1.914358,0.089721
35.150230,38,0.245123,0.119881,1.648159,0.237123,0.208557,2.041484,0.779229,0.328450,1.248195,0.453680,2.494341,0.000000
36.047466,76,0.062479,0.000000,1.872439,0.249915,1.624450,0.247989,0.127256,0.000000,1.686929,0.249915,0.311339,0.249915
36.347404,76,0.062501,0.000000,1.704107,1.685739,1.625032,0.079075,0.062501,0.059954,1.687533,0.250005,0.318890,0.250005
36.747433,85,0.000000,1.593298,0.777239,0.823024,0.777239,0.061281,1.593298,0.000000,1.022362,0.119575,0.178522,0.119575
37.147797,85,0.061281,1.625825,1.593298,0.517653,0.277955,0.062532,1.687105,0.000000,1.843424,0.245123,0.062532,0.000000
37.396774,49,0.000000,2.514863,2.527668,0.246098,0.000000,0.059954,0.959222,0.000000,1.119599,0.389357,0.000000,0.000000
37.747871,48,1.672554,1.227895,1.232982,1.736927,0.064329,0.000000,0.381151,0.321645,0.449764,0.194641,0.257316,0.000000
38.396816,54,0.429154,1.754496,1.629175,2.058329,0.000000,0.062661,1.629175,0.134186,0.250642,0.250642,0.384829,0.000000
38.846539,84,1.710668,0.676825,2.314962,0.679893,0.061958,1.610910,0.642093,1.858742,0.096689,0.406480,0.096689,0.061958
39.297447,81,0.732372,0.265594,1.827036,0.202281,1.899387,1.624756,0.264771,0.804016,0.063313,1.646135,0.000000,0.253252
39.748127,88,0.246381,0.062514,0.829021,0.000000,1.875423,0.581189,0.000000,1.610910,0.062514,1.625367,0.000000,0.312014
40.099136,85,1.672554,2.701818,0.382531,1.672554,1.060881,0.378841,0.000000,1.117580,0.514632,0.863678,0.257316,0.132874
40.447205,90,0.762069,2.215801,0.128769,0.762069,1.822088,0.134368,1.593298,0.459071,0.367527,0.343186,0.178522,0.302320
40.796883,84,1.672554,1.131149,1.672554,0.302812,1.786579,0.000000,0.856104,0.355414,0.183396,0.355803,0.050469,0.249810
41.199795,85,1.623763,1.671508,1.623763,1.593298,0.839422,0.061281,0.266558,0.249810,0.245123,0.249810,0.245123,0.119534
41.499031,86,0.864030,1.626855,2.204264,0.874824,1.672554,0.062571,0.161952,0.132928,0.250285,0.390244,0.134588,0.257316
41.902973,81,0.308993,1.771287,0.993337,0.312853,1.743981,0.061281,0.000000,0.051499,0.364758,1.593298,0.052142,0.249810
42.246899,82,0.088674,1.686215,0.465857,1.672554,1.046701,0.257316,0.000000,0.064329,0.249810,1.623763,1.672554,0.132815
42.597157,83,0.000000,0.777627,0.213634,0.823350,0.462671,0.495408,0.245123,0.000000,0.119635,0.777627,2.607346,1.593298
42.997833,77,0.253252,0.438648,0.000000,0.272530,0.088599,1.646135,1.755151,0.000000,0.000000,0.341407,1.135043,0.708607
43.297626,81,0.196037,0.284712,0.000000,0.257316,0.257316,0.856104,0.908246,0.000000,1.672554,1.672554,0.414303,0.312853
43.696728,84,1.593298,0.113479,0.245123,0.121129,0.311090,0.306159,0.306159,1.838420,0.787341,1.623763,0.160510,0.142085
44.047665,74,0.856104,0.000000,2.701818,0.052142,0.132815,0.087861,0.216519,0.987812,0.312853,0.863299,0.000000,0.000000
44.397152,80,0.401457,0.000000,2.095821,0.245123,1.593298,0.000000,0.062571,0.396873,1.683080,0.478976,0.000000,0.245123
44.746861,85,0.160076,1.672554,1.065904,0.249810,0.856104,0.064329,0.000000,1.672554,1.756174,0.231371,0.000000,0.196037
45.150990,74,0.000000,0.787341,1.671508,0.119534,0.306159,0.000000,1.654578,1.623763,0.838332,0.245123,0.061281,0.113479
45.498676,74,0.064329,1.672554,1.623763,0.257316,0.087861,0.064329,1.686215,0.863299,1.801212,0.249810,0.062452,0.000000
45.850311,78,0.000000,1.759025,0.863299,1.678484,0.000000,0.062571,2.203791,0.407365,1.057815,0.132815,0.321644,0.000000
46.197071,78,1.672554,1.047851,0.343036,1.626855,0.064329,0.000000,2.656118,0.355760,0.480543,0.057173,0.377186,0.000000
46.597706,74,0.788057,0.575440,1.593298,0.962932,0.000000,0.000000,1.799409,0.121129,1.593298,0.245123,0.182087,0.000000
46.946625,76,0.375306,1.672554,1.623763,0.558803,1.672554,0.064329,0.962342,0.052142,1.820503,0.249810,0.051499,0.257316
47.297474,74,0.089782,0.874824,0.863299,0.221490,0.874824,0.000000,1.672554,0.000000,0.931480,0.132815,0.064329,0.134588
47.648499,80,0.128658,0.482029,1.672554,0.514632,0.347615,0.000000,1.691184,0.000000,2.701818,0.257316,0.062571,0.057936
48.047737,85,0.062452,1.683080,0.787341,1.841675,0.089782,0.061281,0.777627,0.061281,1.986240,0.121129,0.245123,0.000000
48.347645,74,0.000000,0.874824,1.672554,0.998393,0.000000,0.000000,1.736883,0.000000,1.048026,0.257316,0.198917,0.000000
48.747719,74,0.061281,1.593298,1.623763,0.453692,0.000000,0.061281,0.849794,0.000000,1.838420,0.249810,0.052142,0.000000
49.147797,78,0.062532,0.907350,0.737773,0.330931,0.000000,0.000000,1.833847,1.646135,1.734841,0.107671,0.063313,0.063313
49.200283,72,1.527778,0.752869,1.600827,0.290375,0.075000,0.000000,1.601866,1.638294,1.550309,0.300000,0.055762,0.055762
49.447403,74,1.593298,0.400106,2.696635,0.119534,0.061281,0.000000,0.682240,0.956347,0.776970,0.509145,0.000000,0.000000
49.796562,72,1.623763,0.131830,1.884358,0.051455,1.735006,0.257316,0.266558,0.555969,0.373061,0.385982,1.672554,0.257316
50.097065,75,0.864030,0.000000,1.117275,1.672554,0.846744,0.249572,0.097623,1.741152,0.098444,0.198058,1.754747,0.194597
50.547070,74,0.278094,0.253252,1.831531,0.708607,0.272530,0.107535,1.709448,1.625825,0.000000,0.253252,0.754226,0.062532
50.897991,75,0.141088,0.250127,1.705632,1.593298,0.078210,0.000000,1.688356,0.838250,1.593298,0.250127,0.522864,0.000000
51.253807,78,0.062452,0.364659,0.776970,2.604254,0.000000,0.000000,2.071449,0.432465,1.623763,0.119534,0.635919,0.000000
51.596462,79,0.000000,1.675605,0.566048,1.390132,0.000000,0.064329,1.061929,1.761153,1.054208,0.051455,0.264524,0.064329
51.997589,80,0.061281,0.790205,0.329549,0.757961,0.000000,0.000000,1.593298,1.623763,1.799119,0.000000,0.112307,0.062452
52.348774,82,0.123733,0.458379,0.180916,0.671393,0.000000,0.245123,1.623763,0.777627,2.604254,0.000000,1.593298,0.000000
52.698109,85,0.062452,1.762336,0.051499,1.926521,0.000000,0.196037,0.863299,0.270325,2.053447,0.000000,0.856104,0.000000
52.747543,74,0.062479,1.718858,2.166667,1.877005,0.000000,0.169997,0.782606,0.230169,1.967905,0.333333,0.693444,0.000000
53.097794,74,0.000000,0.708607,1.646135,0.761679,0.000000,0.000000,1.735867,0.071826,0.738102,0.253252,0.248024,0.000000
53.446983,80,0.128658,0.281568,1.625825,0.702344,0.000000,0.000000,0.937355,0.000000,3.216449,0.250127,0.079075,0.000000
53.797741,82,0.125143,0.080804,0.928115,0.581375,0.000000,0.257316,0.347615,1.672554,3.128568,0.132890,1.672554,0.064329
54.197689,74,0.000000,0.000000,2.573788,0.239270,0.000000,0.121129,0.212343,1.623763,1.495436,0.490245,0.787341,0.062452
54.498215,74,0.000000,1.672554,2.165208,0.114442,1.672554,0.064329,0.062571,0.864030,0.829526,0.384874,0.347615,0.257316
54.796925,78,0.000000,1.754747,1.120427,0.000000,0.846744,0.062393,1.672554,1.669538,0.523258,0.197132,0.230592,0.194481
55.147823,78,1.672554,1.046840,0.473915,0.000000,0.400786,0.000000,2.656119,1.064188,0.132759,0.057148,0.126900,0.056076
55.247978,74,1.481521,0.860072,1.608582,0.000000,0.302259,0.000000,2.454571,0.816136,0.096781,0.300000,0.118237,0.000000
55.546673,74,0.718428,0.435288,1.646135,0.257316,0.078210,0.000000,1.689138,0.390355,1.672554,0.253252,0.062532,0.000000
55.597134,76,0.593133,0.400037,1.634393,0.253252,2.230017,0.000000,1.688228,0.316188,1.729468,0.251445,0.062514,0.333333
55.948235,76,0.290602,0.172203,1.625367,1.794023,1.646135,0.000000,0.762181,0.129727,1.689138,0.250056,0.257316,0.253252
56.348671,85,0.058906,1.593298,0.777310,0.846378,0.781725,0.061281,1.593298,0.000000,1.022530,0.119586,0.182410,0.120265
56.696720,85,0.064329,1.623763,1.672554,0.570169,0.310622,0.062452,1.688092,0.000000,1.922363,0.257316,0.114595,0.051770
57.047771,80,0.064329,1.892563,1.626855,0.481686,0.089142,0.064329,0.925871,0.000000,2.215064,0.250285,0.000000,0.000000
57.446602,85,0.000000,2.077815,0.777627,0.173272,0.000000,0.061281,1.593298,0.000000,1.180468,0.119635,0.061281,0.000000
