Feature,Values
Pitch,63,66,67,66,66,66,66,66,66,66,66,66,65,66,66,66,66,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,64,64,64,64,65,65,65,63,63,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,64,63
Intensity,4,73,69,70,67,76,79,79,79,76,77,76,72,74,73,76,81,72,77,77,78,77,79,80,79,79,80,80,81,81,83,82,83,82,83,83,83,84,85,85,85,85,86,88,88,88,88,88,88,88,87,87,87,87,87,86,86,86,85,85,85,84,84,85,84,83,83,83,83,82,82,81,81,80,81,80,79,80,79,80,79,78,78,76,76,76,75,74,66,75,74,74,73,74,75,80,80,81,82,82,82,80,81,81,24,50,68,70,72,72,73,74,74,75,78,77,78,79,79,79,80,80,80,80,79,80,82,82,81,82,82,82,83,83,83,83,84,83,84,83,83,83,83,84,83,83,82,83,82,82,83,82,82,82,82,82,81,82,81,82,81,82,78,77,78,77,77,76,76,76,76,76,75,75,75,75,75,75,74,74,74,75,73,74,73,74,74,74,74,74,74,73,73,73,73,73,73,73,73,73,72,72,72,72,70,70,69,68,58,48
Duration,1.0333333333333332,6.413020833333333,13.416145833333333,0.0109375,0.0109375,0.0109375,0.0109375,0.010416666666666666,0.013020833333333334,0.013541666666666667,0.013541666666666667,0.06927083333333334,0.0375,0.0109375,0.013541666666666667,0.010416666666666666,0.010416666666666666,6.517708333333333,0.14166666666666666,0.0109375,0.0109375,0.0109375,0.0109375,0.0109375,0.0109375,0.0109375,0.0109375,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.0109375,0.0109375,0.0109375,0.0109375,0.010416666666666666,0.0109375,0.0109375,0.0109375,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.0109375,0.0109375,0.010416666666666666,0.0109375,0.010416666666666666,0.010416666666666666,0.0109375,0.0109375,0.010416666666666666,0.010416666666666666,0.0109375,0.0109375,0.0109375,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.0109375,0.058333333333333334,0.0375,0.10677083333333333,0.058854166666666666,0.0109375,0.08020833333333333,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.0109375,0.0109375,0.0109375,0.0109375,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.03177083333333333,0.7890625,0.010416666666666666,0.010416666666666666,0.06927083333333334,0.0109375,0.0109375,0.010416666666666666,0.010416666666666666,0.050520833333333334,0.0109375,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.0109375,0.04791666666666666,10.602604166666666,4.548958333333333,0.50625,0.06927083333333334,0.090625,0.06927083333333334,0.010416666666666666,0.06927083333333334,0.0109375,0.0109375,0.13333333333333333,0.010416666666666666,0.010416666666666666,0.0109375,0.0109375,0.0109375,0.0109375,0.0109375,0.0109375,0.0109375,0.0109375,0.0109375,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.03177083333333333,0.053125,0.010416666666666666,0.0109375,0.0109375,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.0109375,0.0109375,0.0109375,0.0109375,0.0109375,0.0109375,0.0109375,0.0109375,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.0109375,0.010416666666666666,0.010416666666666666,0.0109375,0.0109375,0.0109375,0.11197916666666667,0.010416666666666666,0.010416666666666666,0.0109375,0.0109375,0.0109375,0.090625,0.010416666666666666,0.11197916666666667,0.0109375,0.090625,0.010416666666666666,0.090625,0.0109375,0.11197916666666667,0.11197916666666667,0.0109375,0.0296875,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.0109375,0.090625,0.010416666666666666,0.090625,0.0109375,0.090625,0.010416666666666666,0.050520833333333334,0.0109375,0.0109375,0.090625,0.090625,0.09114583333333333,0.090625,0.06927083333333334,0.5708333333333333,0.30416666666666664
Pitch Entropy,1.4203150448792217
Intensity Entropy,4.244284417228873
Duration Entropy,2.571973039606861
