Feature,Values
Pitch,72,61,67,67,67,67,67,67,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,67,74,72,72,57
Intensity,38,6,5,75,75,75,79,79,79,79,79,79,80,80,80,80,81,81,82,81,82,82,82,82,83,83,84,83,83,83,54,13,45,24,2
Duration,8.958854166666667,10.383854166666666,0.8588541666666667,0.015625,0.021354166666666667,0.021354166666666667,0.01614583333333333,0.0265625,0.010416666666666666,0.021354166666666667,0.021354166666666667,0.021354166666666667,0.021354166666666667,0.021354166666666667,0.021354166666666667,0.021354166666666667,0.01614583333333333,0.021354166666666667,0.021354166666666667,0.01614583333333333,0.021354166666666667,0.021354166666666667,0.021354166666666667,0.01614583333333333,0.01614583333333333,0.010416666666666666,0.01614583333333333,0.01614583333333333,0.010416666666666666,0.010416666666666666,0.0265625,1.78125,4.058333333333334,0.0265625,3.7015625
Pitch Entropy,1.6288868007567598
Intensity Entropy,3.522459275301323
Duration Entropy,2.6804447065057335
