time,playingmode,timeout,timeoutenable,continuity,outputprobability,cut,timestretch,regionmaskenable,regionmasklow,regionmaskhigh
0.000003,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.049470,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.099260,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.149573,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.199053,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.249586,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.299269,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.348873,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.399327,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.449518,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.498695,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.549500,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.598904,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.648593,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.699481,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.749660,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.798993,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.848676,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.898951,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.948845,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
0.999679,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.049604,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.098480,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.149191,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.198551,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.248564,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.300751,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.348552,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.398579,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.448746,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
1.499583,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.000000,1.000000
