time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,stopped
2.698927,53,0.103856,0.059544,0.043710,0.515555,0.444011,0.368062,0.263771,0.110173,0.169554,0.248112,0.190939,0.149795,
5.148757,100,0.108125,0.190129,0.053507,0.113183,0.219564,0.372379,0.492158,0.603459,0.919925,0.361676,0.077834,0.050888,
5.648751,98,0.022733,0.040024,0.014703,0.382400,0.449784,0.267288,0.325625,0.126878,0.193413,0.076042,0.017309,0.011289,
6.799821,95,0.321226,0.370279,0.416893,0.666779,0.509545,0.258814,0.226866,0.386200,0.485223,0.390008,0.399413,0.525041,
7.399268,99,0.311511,0.414828,0.544165,0.784029,0.369637,0.191100,0.120474,0.193362,0.410198,0.511436,0.367271,0.314195,
7.898937,97,0.170697,0.693083,0.420444,0.249353,0.143344,0.113470,0.206208,0.090322,0.108730,0.134647,0.101551,0.187617,
8.749070,94,0.086685,0.201334,0.241230,0.093488,0.324266,0.093110,0.223282,0.158354,0.100683,0.267265,0.284925,0.300256,
9.999369,90,0.174435,0.100777,0.214300,0.370488,0.388562,0.123472,0.131926,0.242965,0.197955,0.063545,0.087333,0.193106,
10.599352,101,0.171846,0.205321,0.324072,0.464173,0.448790,0.411347,0.133335,0.203178,0.299018,0.377233,0.230458,0.248966,
11.099454,92,0.237932,0.212500,0.488708,0.402103,0.279953,0.224277,0.139986,0.297189,0.436632,0.175495,0.161569,0.155981,
11.649673,97,0.190604,0.354240,0.283913,0.282860,0.106699,0.238732,0.046393,0.092812,0.143153,0.371228,0.230741,0.199426,
12.649602,107,0.449948,0.287204,0.445170,0.439180,0.554548,0.313764,0.351346,0.323889,0.408146,0.439767,0.557511,0.449027,
13.699844,102,0.242510,0.211989,0.405441,0.473393,0.565895,0.594558,0.429113,0.191841,0.224867,0.174410,0.206571,0.251782,
14.498379,59,0.148260,0.174166,0.218924,0.239415,0.268204,0.558353,0.575652,0.260289,0.275796,0.192593,0.206390,0.193761,
15.049859,72,0.391792,0.059941,0.060839,0.108243,0.087674,0.124731,0.154512,0.138187,0.234908,0.232955,0.309699,0.343087,
15.949725,68,0.343205,0.183260,0.216118,0.425273,0.696088,0.413673,0.265893,0.272116,0.583947,0.367472,0.420519,0.432324,
16.499687,59,0.185358,0.279543,0.390959,0.377970,0.416983,0.262266,0.331079,0.224443,0.261950,0.168906,0.209158,0.403898,
17.098400,94,0.199066,0.345627,0.505108,0.303126,0.145358,0.128541,0.215000,0.239725,0.193331,0.065954,0.323971,0.267180,
17.999655,102,0.044629,0.048255,0.061244,0.079572,0.455896,0.301515,0.438686,0.337081,0.331416,0.145745,0.122878,0.075783,
18.698730,100,0.228124,0.276249,0.199371,0.115810,0.587792,0.265840,0.151744,0.202427,0.166297,0.181696,0.142005,0.277296,
19.748762,114,0.012665,0.013650,0.008499,0.006221,0.021992,0.039556,0.955665,0.286507,0.012338,0.013512,0.009007,0.013581,
22.148432,114,0.000006,0.000007,0.000004,0.000003,0.000011,0.001247,0.999758,0.006369,0.000006,0.000006,0.000004,0.000006,
22.699039,85,0.000001,0.000001,0.000001,0.000001,0.033393,0.770973,0.247747,0.001197,0.000001,0.000001,0.000001,0.000001,
24.948996,100,0.000000,0.000000,0.000000,0.065047,0.998416,0.003771,0.000193,0.000001,0.000000,0.000000,0.000000,0.000000,
26.198782,111,0.116984,0.098547,0.092941,0.223583,0.779013,0.030459,0.150062,0.231547,0.258312,0.170013,0.183560,0.143975,
27.199488,99,0.400536,0.290528,0.275094,0.283032,0.493489,0.518725,0.278853,0.364398,0.577542,0.566012,0.726771,0.659948,
28.098835,56,0.326323,0.267422,0.490659,0.535914,0.532316,0.481896,0.286573,0.296308,0.513367,0.366459,0.452907,0.658595,
28.898945,98,0.135350,0.207710,0.342024,0.348584,0.677831,0.580084,0.190339,0.206562,0.398112,0.317763,0.276273,0.330785,
29.399506,59,0.132819,0.244380,0.347187,0.208410,0.447069,0.175444,0.144177,0.108533,0.155756,0.125337,0.149437,0.424639,
29.948660,55,0.144201,0.278018,0.359523,0.121651,0.232857,0.138315,0.268470,0.494048,0.196073,0.265926,0.236356,0.250990,
30.749752,56,0.154608,0.162140,0.539959,0.477774,0.115500,0.097020,0.086741,0.316726,0.333656,0.182953,0.185259,0.156688,
31.448704,56,0.289957,0.246977,0.277901,0.571664,0.358788,0.234366,0.404229,0.387460,0.558113,0.177775,0.225120,0.286036,
32.148869,98,0.243662,0.403298,0.626141,0.197988,0.129121,0.123775,0.170604,0.241371,0.191147,0.221605,0.357765,0.367427,
32.699474,102,0.169812,0.353107,0.191668,0.194828,0.312773,0.362880,0.374933,0.062252,0.046683,0.067676,0.134247,0.120530,
33.548927,97,0.324615,0.431760,0.238878,0.165411,0.328249,0.415804,0.119771,0.157733,0.211770,0.085150,0.100970,0.175051,
34.199368,64,0.321332,0.326890,0.145918,0.391248,0.327817,0.219502,0.197615,0.203639,0.334330,0.108364,0.109157,0.271448,
34.699795,72,0.373956,0.183403,0.333700,0.366434,0.276933,0.125717,0.205441,0.719493,0.398098,0.171133,0.262671,0.227661,
36.599052,62,0.211344,0.155200,0.162307,0.320245,0.451336,0.566430,0.295285,0.281451,0.309444,0.482001,0.573849,0.459805,
37.198574,102,0.056061,0.041836,0.042067,0.076830,0.138602,0.335610,0.802259,0.263025,0.157276,0.184011,0.165537,0.118870,
37.749039,104,0.084511,0.024480,0.024940,0.066566,0.074429,0.239020,0.382555,0.168592,0.502871,0.145248,0.079532,0.068182,
38.299126,105,0.029028,0.009778,0.008263,0.015248,0.026771,0.205801,0.556166,0.109444,0.529805,0.244548,0.032462,0.025760,
39.099312,105,0.006252,0.003326,0.002749,0.014773,0.111921,0.215471,0.381659,0.093366,0.552589,0.356952,0.018886,0.006849,
39.598804,102,0.001516,0.000844,0.112339,0.128417,0.252390,0.104425,0.415478,0.096660,0.392120,0.112600,0.005034,0.001664,
40.099461,101,0.002708,0.174994,0.158692,0.132569,0.334001,0.284589,0.355863,0.034485,0.207378,0.026815,0.001585,0.000844,
40.648869,57,0.319329,0.307602,0.307359,0.425483,0.456903,0.297275,0.231055,0.096270,0.192885,0.267692,0.164787,0.229360,
41.249523,93,0.267675,0.120952,0.215510,0.317996,0.249880,0.281960,0.098944,0.063450,0.044703,0.133631,0.241604,0.251399,
42.048996,101,0.274287,0.133579,0.130565,0.253378,0.276795,0.366775,0.258576,0.019716,0.007310,0.062241,0.104496,0.127077,
42.698803,107,0.160494,0.171126,0.197606,0.188547,0.294096,0.341071,0.228453,0.043543,0.018420,0.075317,0.282431,0.423991,
43.299145,101,0.131749,0.360604,0.445496,0.217986,0.360980,0.518314,0.132757,0.066052,0.088558,0.094262,0.122208,0.126090,
