time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,stopped
5.700119,71,0.269740,0.255449,0.285525,0.387840,0.435803,0.405308,0.271905,0.427326,0.386533,0.255276,0.254966,0.257452,
8.498360,49,0.249913,0.198237,0.259817,0.371710,0.358499,0.657771,0.568430,0.457501,0.442089,0.333753,0.360150,0.325917,
9.151939,71,0.197032,0.188214,0.202696,0.192980,0.142870,0.229867,0.279094,0.435437,0.191233,0.143474,0.168840,0.651236,
9.798175,49,0.227377,0.570217,0.277523,0.166612,0.116962,0.215050,0.187168,0.140982,0.548265,0.147308,0.203774,0.474619,
10.449207,49,0.234366,0.472736,0.164903,0.148089,0.478009,0.569644,0.105581,0.083469,0.231397,0.092676,0.107363,0.233529,
10.949350,71,0.206010,0.362792,0.181357,0.121173,0.151373,0.215142,0.240057,0.075509,0.123511,0.068508,0.245417,0.659815,
11.448174,49,0.200760,0.333793,0.635133,0.264459,0.140325,0.174950,0.216285,0.312025,0.163296,0.087771,0.118805,0.243298,
11.998243,65,0.177243,0.351092,0.271746,0.130923,0.618198,0.330217,0.106893,0.090596,0.141550,0.082324,0.075477,0.284228,
12.549150,49,0.139263,0.161983,0.213538,0.767569,0.210696,0.174141,0.067754,0.074618,0.084554,0.093219,0.209479,0.094641,
13.300787,72,0.786556,0.265293,0.082425,0.094408,0.101022,0.050286,0.042047,0.307676,0.063858,0.027542,0.060709,0.042342,
13.798143,71,0.309892,0.059597,0.020449,0.026726,0.022022,0.012611,0.038350,0.133290,0.015294,0.007336,0.039022,0.710187,
14.298891,74,0.785393,0.066910,0.020594,0.022195,0.059178,0.017078,0.073212,0.291546,0.026609,0.008389,0.030871,0.337429,
14.848593,71,0.219105,0.305818,0.237817,0.071634,0.021728,0.064007,0.117811,0.104547,0.334039,0.044717,0.150676,0.324373,
15.598399,65,0.225621,0.189506,0.216880,0.217459,0.410130,0.559545,0.417513,0.477379,0.643348,0.285497,0.274782,0.298777,
16.149082,71,0.126353,0.140157,0.110784,0.169593,0.338539,0.236841,0.234331,0.138209,0.454487,0.140411,0.112213,0.500665,
16.650803,60,0.133093,0.582808,0.097442,0.099297,0.238617,0.289327,0.106858,0.067186,0.262051,0.093161,0.118687,0.240250,
17.498745,71,0.291632,0.419580,0.447387,0.577957,0.507314,0.363862,0.270770,0.343348,0.339981,0.138915,0.213913,0.304608,
18.298353,72,0.911117,0.132456,0.069371,0.097930,0.285031,0.050666,0.054387,0.657286,0.050238,0.032420,0.049314,0.090624,
19.549398,72,0.997075,0.009863,0.001207,0.004634,0.033645,0.000880,0.002825,0.117554,0.001163,0.000737,0.002972,0.017479,
20.799141,61,0.274965,0.309917,0.361032,0.295040,0.360184,0.573833,0.373626,0.338585,0.341698,0.242871,0.330856,0.494676,
21.348801,61,0.199542,0.563214,0.157371,0.109872,0.360062,0.401680,0.132937,0.108113,0.223463,0.070931,0.090952,0.206151,
21.848354,65,0.208589,0.368405,0.087829,0.110613,0.403483,0.345029,0.162561,0.091453,0.076477,0.147439,0.144206,0.490993,
23.249359,65,0.309516,0.236138,0.341147,0.357196,0.609736,0.752724,0.461645,0.278172,0.424347,0.241273,0.182442,0.240538,
24.499035,71,0.191847,0.150795,0.118882,0.282895,0.259781,0.513957,0.488963,0.298346,0.226249,0.159207,0.224980,0.314872,
25.098392,68,0.358231,0.364639,0.140408,0.184313,0.269605,0.214009,0.192049,0.285699,0.632980,0.076874,0.128034,0.104427,
25.648664,68,0.249220,0.089171,0.055128,0.167552,0.070466,0.218573,0.419100,0.277721,0.498555,0.075633,0.186906,0.499574,
26.198088,59,0.108428,0.021935,0.117031,0.196923,0.015812,0.144193,0.222030,0.099592,0.662091,0.045150,0.233697,0.355966,
26.748747,66,0.129372,0.041410,0.059269,0.218688,0.042011,0.073345,0.394492,0.157573,0.159070,0.060605,0.155583,0.833242,
27.798220,55,0.247631,0.240892,0.227814,0.329969,0.467222,0.744356,0.462887,0.402817,0.408876,0.239391,0.258776,0.197862,
28.950048,61,0.248548,0.488264,0.453714,0.404057,0.697532,0.453138,0.268123,0.250667,0.344743,0.379416,0.346410,0.435419,
29.450277,59,0.383465,0.478257,0.295057,0.143468,0.267599,0.293550,0.183244,0.163284,0.207680,0.149310,0.446135,0.490767,
30.048244,49,0.218828,0.206269,0.210825,0.109124,0.111381,0.140985,0.293384,0.549693,0.436606,0.172451,0.470632,0.356018,
30.649237,49,0.187124,0.386454,0.237891,0.132759,0.072445,0.103577,0.133716,0.146641,0.169114,0.080031,0.338245,0.619021,
31.199030,57,0.145299,0.188771,0.182626,0.083074,0.209076,0.350231,0.273730,0.548514,0.131644,0.073858,0.116524,0.193582,
31.799349,49,0.205881,0.581351,0.142702,0.115395,0.131059,0.170781,0.138569,0.197976,0.279314,0.312371,0.072456,0.089146,
32.848835,59,0.279700,0.330336,0.131029,0.185301,0.065000,0.063778,0.218450,0.153507,0.091203,0.118555,0.318897,0.892922,
33.348984,61,0.143852,0.825816,0.187200,0.081700,0.040728,0.092514,0.072695,0.061317,0.099896,0.050180,0.098535,0.314763,
33.898125,64,0.151847,0.315902,0.135039,0.166002,0.228077,0.113361,0.123365,0.078735,0.522419,0.093621,0.123040,0.354787,
34.548946,73,0.090008,0.708469,0.031299,0.037486,0.190496,0.221569,0.026272,0.041062,0.248395,0.041406,0.045327,0.104411,
35.048481,49,0.157043,0.372395,0.048354,0.117191,0.568126,0.263382,0.025760,0.024908,0.119385,0.023072,0.074798,0.201478,
35.749237,72,0.294629,0.316815,0.171816,0.103321,0.151183,0.142086,0.155310,0.093611,0.094684,0.016139,0.262382,0.513443,
36.898712,49,0.265636,0.192301,0.257428,0.301652,0.537417,0.749701,0.456103,0.308341,0.424189,0.264464,0.337468,0.294421,
37.398472,49,0.281008,0.384770,0.133056,0.146267,0.533263,0.526821,0.134078,0.134972,0.177397,0.106818,0.113600,0.206874,
52.448799,61,0.181660,0.120338,0.118581,0.375469,0.716676,0.712236,0.438024,0.356118,0.464494,0.338064,0.349454,0.259694,
