File Name,Average Note Distance (seconds)
impro10-01-audioinfluencer.csv,1.63401028
impro10-02-audioinfluencer.csv,0.48167792957746486
impro10-03-audioinfluencer.csv,1.928591821428571
impro10-04-audioinfluencer.csv,0.6124861500000001
impro10-05-audioinfluencer.csv,1.3699993142857143
impro10-06-audioinfluencer.csv,0.64399464
impro10-07-audioinfluencer.csv,1.6421471052631578
impro10-08-audioinfluencer.csv,0.3355426953125
impro10-09-audioinfluencer.csv,1.7742534242424242
impro10-10-audioinfluencer.csv,1.001286789473684
impro10-11-audioinfluencer.csv,0.752407126984127
impro10-12-audioinfluencer.csv,0.666395234375
impro10-13-audioinfluencer.csv,2.211571230769231
impro10-14-audioinfluencer.csv,0.8569175862068965
impro10-15-audioinfluencer.csv,0.4929313647058824
impro10-16-audioinfluencer.csv,0.23517582608695653
impro10-17-audioinfluencer.csv,0.8616092753623189
impro10-18-audioinfluencer.csv,1.5483826774193548
