Second,Note Count
6,1
7,0
8,1
9,2
10,1
11,0
12,0
13,2
14,1
15,0
16,1
17,0
18,1
19,1
20,0
21,2
22,1
23,3
24,2
25,2
26,3
27,0
28,1
29,0
30,1
31,1
32,2
33,1
34,2
35,1
36,2
37,1
38,0
39,3
40,0
41,0
42,1
43,0
44,0
45,2
46,0
47,0
48,1
49,1
50,1
51,0
52,2
53,4
54,3
55,2
56,0
57,0
58,1
59,0
60,0
61,1
