File Name,Note Distribution (per second)
impro09-01-audioinfluencer.csv,"{3: 1, 4: 0, 5: 1, 6: 2, 7: 2, 8: 2, 9: 0, 10: 2, 11: 1, 12: 0, 13: 0, 14: 1, 15: 0, 16: 1, 17: 0, 18: 2, 19: 1, 20: 1, 21: 3, 22: 1, 23: 2, 24: 3, 25: 1, 26: 0, 27: 0, 28: 0, 29: 1, 30: 2, 31: 2, 32: 0, 33: 1, 34: 0, 35: 0, 36: 1, 37: 2, 38: 0, 39: 0, 40: 2, 41: 2, 42: 4, 43: 2, 44: 2, 45: 2, 46: 1, 47: 2, 48: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 54: 3, 55: 3, 56: 2, 57: 4, 58: 4, 59: 3, 60: 5, 61: 5}"
impro09-02-audioinfluencer.csv,"{30: 1, 31: 0, 32: 0, 33: 0, 34: 0, 35: 0, 36: 1, 37: 0, 38: 0, 39: 0, 40: 0, 41: 1, 42: 1, 43: 0, 44: 1, 45: 0, 46: 0, 47: 0, 48: 0, 49: 0, 50: 0, 51: 0, 52: 0, 53: 0, 54: 1, 55: 0, 56: 0, 57: 1, 58: 1, 59: 0, 60: 1, 61: 1, 62: 1, 63: 0, 64: 1, 65: 1, 66: 1}"
impro09-03-audioinfluencer.csv,"{6: 1, 7: 2, 8: 1, 9: 2, 10: 2, 11: 1, 12: 2, 13: 2, 14: 1, 15: 2, 16: 1, 17: 2, 18: 2, 19: 1, 20: 2, 21: 2, 22: 1, 23: 2, 24: 2, 25: 2, 26: 1, 27: 2, 28: 2, 29: 1, 30: 2, 31: 1, 32: 2, 33: 2, 34: 1, 35: 1, 36: 2, 37: 2, 38: 1, 39: 1, 40: 2, 41: 2, 42: 2, 43: 1, 44: 2, 45: 1, 46: 2, 47: 1, 48: 2, 49: 1, 50: 2, 51: 1, 52: 1, 53: 2, 54: 1, 55: 2, 56: 2, 57: 2, 58: 1, 59: 2, 60: 0, 61: 1}"
impro09-04-audioinfluencer.csv,"{6: 1, 7: 0, 8: 1, 9: 0, 10: 1, 11: 1, 12: 0, 13: 1, 14: 1, 15: 1, 16: 2, 17: 1, 18: 2, 19: 2, 20: 1, 21: 1, 22: 1, 23: 0, 24: 0, 25: 0, 26: 1, 27: 0, 28: 0, 29: 0, 30: 1, 31: 0, 32: 0, 33: 1, 34: 1, 35: 0, 36: 1, 37: 0, 38: 0, 39: 0, 40: 0, 41: 0, 42: 1, 43: 0, 44: 1, 45: 0, 46: 1, 47: 0, 48: 0, 49: 0, 50: 0, 51: 0, 52: 1, 53: 0, 54: 1, 55: 0, 56: 0, 57: 0, 58: 0, 59: 0, 60: 0, 61: 1}"
impro09-05-audioinfluencer.csv,"{8: 1, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 2, 16: 1, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0, 24: 0, 25: 0, 26: 1, 27: 2, 28: 0, 29: 0, 30: 0, 31: 0, 32: 0, 33: 0, 34: 0, 35: 0, 36: 0, 37: 0, 38: 0, 39: 0, 40: 1, 41: 2, 42: 1, 43: 3, 44: 2, 45: 1, 46: 0, 47: 0, 48: 2, 49: 0, 50: 0, 51: 2, 52: 3, 53: 2, 54: 2, 55: 4, 56: 2, 57: 0, 58: 3, 59: 3, 60: 1, 61: 2, 62: 1}"
impro09-06-audioinfluencer.csv,"{6: 1, 7: 0, 8: 1, 9: 2, 10: 1, 11: 0, 12: 0, 13: 2, 14: 1, 15: 0, 16: 1, 17: 0, 18: 1, 19: 1, 20: 0, 21: 2, 22: 1, 23: 3, 24: 2, 25: 2, 26: 3, 27: 0, 28: 1, 29: 0, 30: 1, 31: 1, 32: 2, 33: 1, 34: 2, 35: 1, 36: 2, 37: 1, 38: 0, 39: 3, 40: 0, 41: 0, 42: 1, 43: 0, 44: 0, 45: 2, 46: 0, 47: 0, 48: 1, 49: 1, 50: 1, 51: 0, 52: 2, 53: 4, 54: 3, 55: 2, 56: 0, 57: 0, 58: 1, 59: 0, 60: 0, 61: 1}"
impro09-07-audioinfluencer.csv,"{7: 1, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0, 24: 1, 25: 0, 26: 0, 27: 0, 28: 0, 29: 1, 30: 0, 31: 0, 32: 0, 33: 0, 34: 1, 35: 0, 36: 0, 37: 0, 38: 0, 39: 0, 40: 0, 41: 1, 42: 0, 43: 0, 44: 1, 45: 0, 46: 0, 47: 1, 48: 0, 49: 0, 50: 0, 51: 0, 52: 1, 53: 0, 54: 1, 55: 1, 56: 2, 57: 2, 58: 2, 59: 1, 60: 0, 61: 2, 62: 0, 63: 0, 64: 1}"
impro09-08-audioinfluencer.csv,"{6: 1, 7: 0, 8: 1, 9: 0, 10: 0, 11: 1, 12: 1, 13: 1, 14: 1, 15: 0, 16: 0, 17: 1, 18: 1, 19: 1, 20: 0, 21: 2, 22: 1, 23: 1, 24: 1, 25: 1, 26: 2, 27: 1, 28: 2, 29: 1, 30: 1, 31: 2, 32: 0, 33: 1, 34: 1, 35: 1, 36: 1, 37: 1, 38: 1, 39: 0, 40: 1, 41: 0, 42: 1, 43: 0, 44: 1, 45: 0, 46: 0, 47: 1, 48: 0, 49: 0, 50: 1, 51: 0, 52: 0, 53: 1, 54: 0, 55: 0, 56: 1, 57: 1, 58: 0, 59: 0, 60: 0, 61: 0, 62: 0, 63: 0, 64: 0, 65: 0, 66: 0, 67: 0, 68: 0, 69: 0, 70: 1, 71: 1, 72: 0, 73: 0, 74: 0, 75: 1}"
impro09-09-audioinfluencer.csv,"{5: 2, 6: 0, 7: 1, 8: 0, 9: 0, 10: 1, 11: 0, 12: 1, 13: 0, 14: 1, 15: 1, 16: 0, 17: 1, 18: 0, 19: 0, 20: 1, 21: 1, 22: 0, 23: 1, 24: 1, 25: 1, 26: 2, 27: 0, 28: 1, 29: 2, 30: 1, 31: 1, 32: 2, 33: 1, 34: 1, 35: 0, 36: 1, 37: 1, 38: 0, 39: 0, 40: 1, 41: 1, 42: 0, 43: 0, 44: 2, 45: 1, 46: 1, 47: 0, 48: 0, 49: 1, 50: 0, 51: 1, 52: 1, 53: 1, 54: 1, 55: 1, 56: 1, 57: 1, 58: 0, 59: 2, 60: 0, 61: 0, 62: 1, 63: 1, 64: 1, 65: 0, 66: 0, 67: 1}"
impro09-10-audioinfluencer.csv,"{6: 2, 7: 1, 8: 3, 9: 1, 10: 0, 11: 1, 12: 0, 13: 2, 14: 1, 15: 3, 16: 0, 17: 2, 18: 1, 19: 0, 20: 2, 21: 1, 22: 2, 23: 0, 24: 0, 25: 0, 26: 1, 27: 0, 28: 2, 29: 0, 30: 0, 31: 2, 32: 1, 33: 3, 34: 4, 35: 4, 36: 4, 37: 3, 38: 1, 39: 1, 40: 1, 41: 1, 42: 1, 43: 3, 44: 2, 45: 2, 46: 1, 47: 1, 48: 1, 49: 2, 50: 1, 51: 2, 52: 1, 53: 2, 54: 1, 55: 0, 56: 0, 57: 0, 58: 0, 59: 1, 60: 0, 61: 0, 62: 0, 63: 1}"
