Feature,Values
Pitch,49,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,65,65,66,66,66,65,65,66,66,65,66,66,66,66,66,66,63,63,49,71,49,65,50,49,71,72,72,72,72,72,72,72,55,55,64,71,71,50,64,63,56,55,70,63,64,63
Intensity,12,59,66,65,63,62,62,62,68,76,74,75,74,75,73,74,75,73,72,74,75,72,71,73,70,70,70,71,71,69,68,71,72,69,69,72,73,70,70,68,36,31,54,69,51,65,15,71,78,67,66,66,65,65,64,64,81,2,79,74,24,6,85,77,70,81,73,33,43,29
Duration,1.6916666666666667,4.8078125,0.0109375,0.010416666666666666,0.0109375,0.0109375,0.0109375,0.010416666666666666,0.0109375,0.010416666666666666,0.010416666666666666,0.0109375,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.013020833333333334,0.0109375,0.010416666666666666,0.010416666666666666,0.0109375,0.010416666666666666,0.0109375,0.010416666666666666,0.0109375,0.021354166666666667,0.0109375,0.0109375,0.013541666666666667,0.0109375,0.04010416666666666,0.010416666666666666,0.010416666666666666,0.013541666666666667,0.010416666666666666,0.013541666666666667,0.0109375,0.010416666666666666,0.0109375,0.010416666666666666,0.0109375,0.709375,8.914583333333333,4.152083333333334,0.16510416666666666,0.871875,0.253125,0.03177083333333333,0.5067708333333333,0.15208333333333332,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.0109375,0.0109375,0.0109375,1.0078125,0.09322916666666667,0.13072916666666667,0.08020833333333333,0.0453125,0.7041666666666666,0.06145833333333333,0.10364583333333333,0.04010416666666666,0.021354166666666667,0.5682291666666667,0.8291666666666666,2.693229166666667,0.27708333333333335
Pitch Entropy,2.5970771378020308
Intensity Entropy,4.692092175028857
Duration Entropy,3.616367700440125
