Time (s),Frequency
2.0203125,1
2.1192708333333337,2
2.1484375000000004,2
3.2500000000000004,1
3.2739583333333337,1
6.66875,1
7.983333333333333,1
8.0578125,2
8.124479166666667,2
8.380729166666667,2
10.153645833333334,1
10.172395833333335,1
10.404687500000001,1
10.415104166666667,1
10.628645833333334,2
12.844270833333333,1
14.292708333333334,1
14.3296875,2
14.364583333333334,2
14.681770833333333,2
14.809895833333334,2
16.4125,1
16.436458333333334,1
16.63385416666667,1
16.657812500000002,1
16.815104166666668,1
16.85260416666667,1
18.519270833333337,2
24.895312500000003,1
26.775000000000002,1
26.998958333333334,1
27.0125,1
27.297916666666666,1
27.343229166666667,1
27.391145833333333,2
27.932291666666668,1
27.96979166666667,1
28.855208333333337,2
28.868750000000002,2
29.084375,1
29.097916666666666,1
29.279166666666665,1
29.31927083333333,1
29.583333333333332,1
29.65,1
29.940624999999997,1
29.951041666666665,1
30.1109375,1
30.138020833333332,1
30.3671875,2
30.575,1
30.615104166666665,1
32.03125,2
32.04739583333333,2
32.071354166666666,1
33.2578125,1
33.4390625,2
33.626041666666666,2
34.020312499999996,1
34.076562499999994,1
34.27135416666666,2
34.289583333333326,1
34.340624999999996,1
34.55625,2
34.70052083333333,1
34.721875,1
34.903124999999996,2
35.0953125,2
36.79895833333333,2
36.95364583333333,2
37.0578125,1
37.084374999999994,1
37.10052083333333,2
37.24166666666666,2
37.348437499999996,2
37.422916666666666,2
37.52708333333333,2
37.7109375,2
37.72447916666667,2
37.7859375,1
37.79635416666667,1
38.0125,2
38.23385416666667,1
38.24427083333333,1
39.65260416666666,1
40.72447916666666,1
40.79114583333333,2
40.86875,2
41.4390625,2
41.46875,1
41.59375,1
41.865625,1
41.98072916666667,1
42.43385416666667,2
42.465625,2
42.495312500000004,1
42.50572916666667,1
43.153645833333336,1
43.26041666666667,1
44.084375,1
44.24166666666667,1
44.29270833333334,2
44.37760416666667,2
45.20989583333334,1
45.23645833333334,1
46.26041666666667,2
46.27135416666667,1
46.45,1
46.495312500000004,2
46.663020833333334,1
46.79635416666667,1
46.852604166666666,1
46.903124999999996,1
46.945833333333326,1
47.002083333333324,1
47.07135416666666,1
47.11666666666666,1
47.18072916666666,1
47.23906249999999,1
47.265624999999986,1
47.314062499999984,1
47.39895833333332,1
47.43645833333332,1
47.48697916666665,1
47.50312499999998,1
48.148437499999986,1
48.17239583333332,1
48.265624999999986,1
48.292708333333316,1
48.774999999999984,1
48.804687499999986,1
49.91666666666665,1
51.55364583333332,1
51.665624999999984,2
51.78333333333332,1
51.80729166666665,1
51.919270833333314,2
52.04739583333331,1
52.06302083333331,1
52.19895833333331,1
52.23385416666664,1
52.4473958333333,2
52.51406249999997,1
52.52708333333331,1
52.684374999999974,1
52.70312499999997,1
52.72447916666664,1
52.839062499999976,1
52.948437499999976,1
52.97499999999997,1
53.11093749999997,1
53.13229166666664,1
53.231249999999974,1
53.26041666666664,1
53.39114583333331,1
53.415104166666644,1
53.55624999999998,2
53.75937499999998,1
53.785937499999974,1
54.03385416666664,2
54.26041666666664,1
54.37499999999998,1
54.60989583333331,2
54.62291666666665,1
54.67656249999998,1
54.847395833333316,2
54.94843749999998,1
54.96979166666665,1
55.15364583333332,2
55.29270833333332,2
55.391145833333326,1
55.40989583333332,1
55.52447916666666,1
55.543229166666656,1
55.66874999999999,1
55.681770833333324,1
55.79635416666666,2
55.92968749999999,2
56.10312499999999,2
56.15104166666666,2
56.56197916666666,2
56.75937499999999,1
56.783333333333324,1
57.14583333333332,1
57.19374999999999,1
57.215104166666656,2
57.22604166666665,2
57.31927083333332,1
57.34062499999999,1
57.900520833333324,2
58.017708333333324,2
58.56718749999999,2
58.63124999999999,2
58.73541666666665,2
59.42031249999999,2
59.52968749999999,2
59.57239583333332,2
59.60989583333332,2
59.72708333333332,2
61.24427083333332,1
61.26041666666665,1
61.708333333333314,1
