Duration (s),Frequency
0.03229166666666661,3
0.07447916666666687,1
0.4322916666666665,1
0.15989583333333313,1
0.3307291666666665,1
0.04791666666666705,1
0.03177083333333375,2
0.04270833333333357,15
0.06927083333333339,1
0.07447916666666643,7
0.016145833333333748,3
0.09062500000000018,4
0.1171875,10
0.29322916666666643,2
0.19218750000000018,1
0.26145833333333357,3
0.18125000000000036,1
0.04791666666666661,1
0.06406250000000036,10
0.13906249999999964,1
0.17604166666666643,3
0.026562499999999822,2
0.19739583333333321,1
0.09583333333333321,2
0.021354166666666785,5
0.053124999999999645,7
0.05885416666666643,9
0.12291666666666679,3
0.05833333333333357,12
0.08541666666666625,1
0.05364583333333339,2
0.15416666666666679,1
0.3093750000000002,1
0.08020833333333321,5
0.13854166666666679,2
0.032291666666667496,2
0.1281250000000007,6
0.037499999999999645,3
0.07968750000000036,3
0.02656250000000071,18
0.14427083333333357,2
0.234375,1
0.08541666666666714,8
0.11197916666666607,3
0.048437500000000355,4
0.203125,2
0.0052083333333339255,1
0.12239583333333393,1
0.053645833333332504,2
0.10677083333333393,3
0.1708333333333325,1
0.1864583333333325,2
0.015625,13
0.036979166666666785,2
0.02708333333333357,4
0.01614583333333286,18
0.2078124999999993,1
0.0692708333333325,1
0.1015625,2
0.15468749999999964,2
0.09062499999999929,7
0.21354166666666607,2
0.21875,1
0.7197916666666657,1
0.047916666666667496,2
0.06979166666666714,2
0.10104166666666714,3
0.1921874999999993,2
0.03177083333333286,9
0.14947916666666572,1
0.06406249999999858,16
0.138541666666665,3
0.08020833333333499,4
0.04791666666666572,8
0.11197916666666785,3
0.48020833333333357,1
0.03750000000000142,5
0.05312500000000142,8
0.08489583333333428,2
0.02135416666666501,8
0.35208333333333286,1
0.17083333333333428,2
0.15989583333333357,1
0.06927083333333428,6
0.05364583333333428,5
0.10677083333333215,3
0.13333333333333286,6
0.22916666666666785,1
0.03229166666666572,12
0.14895833333333286,1
0.16562499999999858,2
0.21354166666666785,1
0.34635416666666785,1
0.1437500000000007,1
0.07499999999999929,2
0.18645833333333428,1
0.2296875000000007,1
0.03697916666666501,1
0.42135416666666714,1
0.4640625000000007,1
0.3734375000000014,1
0.32552083333333215,1
0.4796875000000007,1
0.36302083333333357,1
0.3036458333333343,1
0.20833333333333215,1
0.5385416666666671,1
0.27708333333333357,1
0.16510416666666572,1
0.09583333333333499,1
0.43697916666666714,1
0.04843749999999858,2
0.416145833333335,1
0.671875,2
0.1119791666666643,3
0.3463541666666643,2
1.8026041666666686,2
0.13854166666666856,3
0.19739583333333144,1
0.09062500000000284,4
0.026562499999997158,5
0.03697916666666856,1
0.1067708333333357,3
0.04270833333333002,5
0.6078125000000014,1
0.02135416666666856,2
1.0989583333333357,1
0.020833333333335702,1
0.4906250000000014,1
0.05833333333333002,1
0.2666666666666657,1
0.17604166666666998,1
0.2291666666666643,1
0.41614583333333144,1
0.35729166666666856,1
0.4854166666666657,2
0.08020833333333144,3
0.09583333333333144,1
0.05885416666666998,1
0.1276041666666643,1
0.4052083333333343,1
0.12291666666666856,1
0.10625000000000284,1
0.027083333333330017,4
0.6187499999999986,1
0.15989583333333002,2
0.07447916666666998,1
0.010937499999997158,1
0.1223958333333357,1
0.30416666666666714,1
0.04218749999999716,1
1.6583333333333314,1
