File Name,Pitch Standard Deviation
impro09-01-audioinfluencer.csv,14.142135623730951
impro09-02-audioinfluencer.csv,12.727922061357855
impro09-03-audioinfluencer.csv,11.313708498984761
impro09-04-audioinfluencer.csv,13.435028842544403
impro09-05-audioinfluencer.csv,19.091883092036785
impro09-06-audioinfluencer.csv,18.384776310850235
impro09-07-audioinfluencer.csv,16.263455967290593
impro09-08-audioinfluencer.csv,28.991378028648448
impro09-09-audioinfluencer.csv,24.748737341529164
impro09-10-audioinfluencer.csv,12.020815280171307
impro09-11-audioinfluencer.csv,11.313708498984761
impro09-12-audioinfluencer.csv,33.94112549695428
impro09-13-audioinfluencer.csv,20.506096654409877
impro09-14-audioinfluencer.csv,25.45584412271571
impro09-15-audioinfluencer.csv,19.79898987322333
impro09-16-audioinfluencer.csv,24.041630560342615
impro09-17-audioinfluencer.csv,21.213203435596427
impro09-18-audioinfluencer.csv,26.16295090390226
