time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
5.299021,49,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.499315,101,0.258333,0.000000,0.000000,0.000000,0.000000,1.547068,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.149910,74,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21.048716,86,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25.348982,97,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26.500511,63,0.000000,0.000000,0.000000,1.625072,0.000000,0.000000,0.000000,0.062503,0.000000,0.000000,0.250011,0.000000
26.699543,63,0.000000,0.000000,0.000000,1.066131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.164020,0.000000
27.399258,63,0.000000,0.000000,0.000000,0.421830,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070305,0.000000
27.599413,63,0.000000,0.000000,0.000000,1.579500,0.000000,0.000000,0.000000,0.060750,0.000000,0.000000,0.243000,0.000000
27.799450,63,0.000000,0.000000,0.000000,1.283502,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.197462,0.000000
27.999384,63,0.000000,0.000000,0.000000,1.215534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.187005,0.000000
28.249039,63,0.000000,0.000000,0.000000,1.120737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.172421,0.000000
28.450615,63,0.000000,0.000000,0.000000,1.286727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.197958,0.000000
28.653736,63,0.000000,0.000000,0.000000,1.214123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.186788,0.000000
28.899836,63,0.000000,0.000000,0.000000,1.298986,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.199844,0.000000
29.148973,63,0.000000,0.000000,0.000000,1.087885,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.167367,0.000000
29.298752,63,0.000000,0.000000,0.000000,1.445663,0.000000,0.000000,0.000000,0.055602,0.000000,0.000000,0.222410,0.000000
29.598858,86,0.000000,0.000000,1.672554,0.691456,0.000000,0.000000,0.064329,0.000000,0.000000,0.257316,0.106378,0.000000
30.799026,88,0.000000,0.000000,0.078210,0.000000,1.625032,0.000000,0.000000,0.000000,0.062501,0.000000,0.000000,0.250005
35.949024,88,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38.149544,98,0.164025,1.066162,1.066162,0.000000,0.000000,1.066162,0.000000,0.000000,0.164025,0.164025,0.000000,0.000000
38.548492,61,0.063547,1.974577,0.381280,0.000000,0.000000,0.381280,0.000000,0.000000,0.308669,0.063547,0.000000,0.000000
40.152668,102,0.000000,1.875000,0.000000,0.000000,0.000000,0.062500,1.624998,0.000000,0.250000,0.000000,0.000000,0.000000
42.049660,70,0.000000,0.000000,0.312500,0.000000,0.000000,0.250000,0.000000,1.625000,0.000000,0.000000,1.625000,0.062500
46.399574,97,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
48.349972,74,0.000000,0.000000,1.625000,0.000000,0.000000,0.000000,0.062500,0.000000,0.000000,0.250000,0.000000,0.000000
51.949951,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53.949154,83,0.000000,0.000000,0.062500,0.062500,0.000000,0.250000,0.250000,0.000000,0.000000,0.000000,1.625000,1.625000
54.250805,91,0.000000,0.000000,0.301766,0.000000,0.000000,0.247805,0.119574,1.555641,0.000000,0.000000,1.610734,0.837186
56.150536,91,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,1.625000,0.000000,0.000000,0.000000,0.062500
57.949379,75,0.000000,0.000000,0.000000,1.625000,0.000000,0.000000,0.000000,0.062500,0.000000,0.000000,0.250000,0.000000
