time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,stopped
2.999570,53,0.308937,0.375849,0.358759,0.643126,0.822142,0.705785,0.584472,0.553965,0.472212,0.335122,0.415131,0.334772,
4.749416,59,0.024179,0.033297,0.008514,0.094328,0.048616,0.043232,0.439586,0.031891,0.040988,0.052358,0.167027,0.984922,
7.249500,62,0.020052,0.039583,0.999524,0.061022,0.004742,0.002590,0.010525,0.001819,0.002251,0.087446,0.002654,0.007275,
12.798748,63,0.488362,0.440645,0.348324,0.604478,0.804303,0.632190,0.695448,0.751768,0.567870,0.345415,0.582978,0.459020,
13.349627,56,0.112324,0.101682,0.090082,0.209320,0.180349,0.152534,0.162551,0.495590,0.918971,0.098874,0.119858,0.114658,
13.999556,56,0.022782,0.029216,0.080277,0.156997,0.114192,0.093218,0.029150,0.765245,0.959258,0.036414,0.028857,0.035804,
14.498761,55,0.013547,0.008129,0.032229,0.064238,0.050050,0.031893,0.013214,0.792604,0.941131,0.018837,0.014918,0.030872,
15.050080,58,0.060270,0.003169,0.011507,0.020817,0.225001,0.760003,0.096731,0.229046,0.201086,0.024441,0.008694,0.012277,
17.199064,58,0.017258,0.002211,0.024164,0.004926,0.011811,0.270586,0.021571,0.018121,0.042389,0.106599,0.998312,0.104773,
18.249102,59,0.127666,0.020096,0.010926,0.036114,0.027454,0.035512,0.178897,0.019537,0.023784,0.020472,0.266441,0.963379,
20.899790,63,0.000062,0.000115,0.017490,0.999772,0.004669,0.000083,0.000177,0.004842,0.000045,0.000381,0.069156,0.000307,
24.249128,61,0.273433,0.405949,0.351216,0.591673,0.776580,0.487074,0.409877,0.644006,0.544440,0.408581,0.224365,0.266331,
24.850254,59,0.101996,0.085000,0.062934,0.254552,0.145329,0.123717,0.291331,0.125500,0.104368,0.116756,0.088464,0.884428,
25.499498,56,0.030136,0.013526,0.011705,0.097537,0.026280,0.023857,0.083071,0.063883,0.833742,0.153757,0.026623,0.174234,
27.849546,62,0.104356,0.008644,0.997826,0.015273,0.008676,0.000620,0.065442,0.011432,0.018579,0.311508,0.002000,0.007470,
29.999767,60,0.998741,0.046786,0.003274,0.001796,0.001542,0.001154,0.002479,0.043099,0.000259,0.000615,0.000356,0.102144,
31.598572,57,0.007093,0.000763,0.000172,0.000302,0.001881,0.000283,0.000297,0.000617,0.128241,0.993192,0.048718,0.000853,
33.099483,56,0.000060,0.000006,0.000025,0.003365,0.000028,0.000002,0.000019,0.123984,0.989568,0.091073,0.000605,0.000007,
36.649174,63,0.467317,0.490817,0.373700,0.642333,0.845454,0.681880,0.586833,0.505661,0.550697,0.482577,0.625239,0.398086,
37.198944,64,0.093730,0.088442,0.073308,0.138461,0.969637,0.163270,0.112330,0.106201,0.130942,0.113343,0.130021,0.086816,
37.699585,58,0.021640,0.018271,0.037512,0.043569,0.286045,0.281532,0.034976,0.029837,0.060785,0.056801,0.753523,0.088633,
38.649261,56,0.008413,0.001359,0.003208,0.079797,0.022037,0.032764,0.038053,0.093354,0.927048,0.079621,0.074714,0.008257,
39.199581,55,0.001837,0.000254,0.019001,0.021163,0.005168,0.007643,0.051765,0.777139,0.373917,0.021752,0.013683,0.001842,
41.949196,62,0.000148,0.037813,0.999791,0.010454,0.000181,0.000224,0.001830,0.000370,0.000277,0.022428,0.000168,0.000037,
43.449287,62,0.425787,0.502566,0.483675,0.671415,0.896017,0.682266,0.641546,0.518063,0.715774,0.627755,0.754881,0.622390,
45.399647,63,0.003997,0.006756,0.035194,0.999223,0.003728,0.005257,0.005400,0.055856,0.004161,0.003282,0.110835,0.001558,
47.149231,63,0.000760,0.002269,0.022258,0.996262,0.003069,0.000213,0.000910,0.018197,0.004567,0.001959,0.094898,0.000085,
50.649437,67,0.403778,0.443707,0.489983,0.711308,0.667466,0.625656,0.740361,0.719663,0.525286,0.631039,0.473324,0.449290,
51.649540,60,0.973916,0.078450,0.025025,0.035263,0.036748,0.032052,0.039291,0.201591,0.027618,0.031281,0.025248,0.058363,
53.799404,58,0.001528,0.000198,0.000513,0.000324,0.006385,0.243249,0.001758,0.000572,0.000247,0.153714,0.998614,0.019656,
56.449226,58,0.184681,0.240194,0.225642,0.266109,0.363175,0.316267,0.389836,0.690823,0.442757,0.369047,0.479744,0.213944,
57.098969,67,0.033539,0.033617,0.071849,0.034584,0.046965,0.041569,0.089188,0.960908,0.059070,0.061552,0.068161,0.079649,
60.399681,58,0.352536,0.379688,0.553450,0.626548,0.707883,0.491109,0.549922,0.465814,0.569014,0.455063,0.594015,0.382242,
