time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,stopped
1.599849,63,0.422005,0.493798,0.464610,0.787529,0.687557,0.562019,0.477534,0.317099,0.434743,0.314081,0.366810,0.381031,
6.748938,48,0.523001,0.466762,0.524345,0.456574,0.645723,0.626642,0.498545,0.350382,0.424685,0.392790,0.423551,0.459555,
9.149288,51,0.024041,0.032273,0.071281,0.992451,0.009665,0.068774,0.015536,0.127645,0.052415,0.039687,0.492426,0.045248,
11.651146,51,0.237011,0.272524,0.322135,0.691000,0.855661,0.384953,0.253736,0.240287,0.245374,0.308713,0.533390,0.244383,
14.999388,48,0.427014,0.441590,0.528110,0.723348,0.680873,0.365049,0.382608,0.651721,0.500799,0.394085,0.694598,0.458158,
17.998669,51,0.016205,0.022708,0.064214,0.999978,0.014062,0.042832,0.009158,0.082870,0.030757,0.031712,0.425791,0.029116,
18.699533,63,0.006187,0.006509,0.108661,0.999998,0.007510,0.010530,0.004832,0.024480,0.008042,0.016371,0.191732,0.006925,
19.599466,63,0.001805,0.000646,0.033318,1.000000,0.022017,0.000730,0.001022,0.005387,0.002009,0.004135,0.038878,0.002568,
21.199102,63,0.000240,0.001454,0.034709,1.000000,0.022611,0.000434,0.000484,0.002038,0.000217,0.001047,0.020990,0.000791,
21.798979,63,0.001396,0.001682,0.049542,1.000000,0.028263,0.001609,0.001587,0.002266,0.004247,0.004192,0.028393,0.002389,
23.299271,63,0.522922,0.546426,0.436658,0.639360,0.683260,0.513868,0.561736,0.649453,0.542611,0.534638,0.726801,0.524343,
24.248898,48,0.446632,0.117245,0.066228,0.238848,0.937868,0.091637,0.100750,0.830581,0.099813,0.075949,0.096208,0.181075,
24.849642,51,0.126416,0.113793,0.073499,0.865675,0.181026,0.091514,0.030308,0.246862,0.085331,0.073756,0.468798,0.131196,
25.348459,51,0.061623,0.060805,0.131494,0.970367,0.060452,0.052090,0.032710,0.115774,0.071424,0.066473,0.530678,0.098125,
26.499672,51,0.382163,0.481365,0.543916,0.771468,0.622055,0.436453,0.441877,0.375303,0.420787,0.510134,0.719723,0.605050,
28.598242,48,0.723287,0.626186,0.502608,0.461116,0.658985,0.419483,0.465967,0.505545,0.410626,0.370387,0.514571,0.430204,
31.049273,51,0.551142,0.628294,0.382728,0.537799,0.616077,0.427413,0.318984,0.411671,0.346369,0.302589,0.438463,0.365812,
31.699064,54,0.158144,0.484334,0.157120,0.129796,0.247462,0.171943,0.907510,0.105897,0.188283,0.055853,0.270882,0.159962,
34.249695,51,0.409724,0.347902,0.451998,0.724530,0.822941,0.534148,0.551366,0.550630,0.457637,0.318439,0.454146,0.345351,
39.650253,52,0.199985,0.342472,0.294326,0.314497,0.724526,0.829723,0.587337,0.437206,0.400461,0.362894,0.206198,0.208955,
44.799175,53,0.405892,0.464322,0.403628,0.469436,0.595435,0.477924,0.454921,0.289995,0.644840,0.813877,0.360061,0.425426,
45.500034,55,0.098057,0.083497,0.147969,0.099336,0.096852,0.118257,0.188469,0.912797,0.134312,0.201481,0.056769,0.179920,
50.699528,51,0.280755,0.205226,0.255401,0.496318,0.785832,0.584900,0.465132,0.327795,0.271690,0.163848,0.223730,0.334496,
51.899265,52,0.007596,0.005306,0.008733,0.126539,0.995355,0.242203,0.013020,0.009089,0.008100,0.004923,0.006658,0.031237,
52.699078,51,0.000917,0.001803,0.176368,0.928932,0.262157,0.023235,0.001311,0.000906,0.000760,0.000472,0.013720,0.003471,
55.350628,51,0.425098,0.577146,0.716015,0.571337,0.733545,0.653673,0.714892,0.401728,0.575444,0.468329,0.601431,0.431685,
57.799320,52,0.009520,0.011360,0.181652,0.892702,0.321263,0.036836,0.012818,0.004997,0.004599,0.006679,0.014891,0.016610,
58.748661,51,0.497790,0.506419,0.587001,0.766605,0.767643,0.530277,0.599226,0.496255,0.385041,0.379352,0.472022,0.472301,
60.498837,55,0.002162,0.002233,0.004531,0.003308,0.003464,0.002523,0.072993,0.997793,0.162827,0.001675,0.001974,0.002307,
61.149475,53,0.043268,0.001334,0.001544,0.005798,0.093487,0.808010,0.147542,0.200779,0.036409,0.002952,0.000370,0.000631,
62.348824,51,0.199524,0.660099,0.199478,0.364437,0.107454,0.067899,0.036407,0.025127,0.065851,0.019961,0.056306,0.021784,
62.998676,53,0.096918,0.139056,0.046366,0.067514,0.194414,0.830589,0.078381,0.008119,0.015677,0.020950,0.013525,0.009932,
63.599319,55,0.019899,0.021305,0.030010,0.010907,0.046969,0.206263,0.133402,0.782877,0.065603,0.005872,0.002483,0.012057,
