File Name,Pitch Standard Deviation
impro10-01-audioinfluencer.csv,14.849242404917497
impro10-02-audioinfluencer.csv,26.16295090390226
impro10-03-audioinfluencer.csv,24.041630560342615
impro10-04-audioinfluencer.csv,28.284271247461902
impro10-05-audioinfluencer.csv,36.062445840513924
impro10-06-audioinfluencer.csv,24.041630560342615
impro10-07-audioinfluencer.csv,21.920310216782973
impro10-08-audioinfluencer.csv,24.748737341529164
impro10-09-audioinfluencer.csv,24.041630560342615
impro10-10-audioinfluencer.csv,18.384776310850235
impro10-11-audioinfluencer.csv,24.041630560342615
impro10-12-audioinfluencer.csv,24.748737341529164
impro10-13-audioinfluencer.csv,15.556349186104045
impro10-14-audioinfluencer.csv,16.97056274847714
impro10-15-audioinfluencer.csv,37.476659402887016
impro10-16-audioinfluencer.csv,23.33452377915607
impro10-17-audioinfluencer.csv,29.698484809834994
impro10-18-audioinfluencer.csv,21.920310216782973
