time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,stopped
2.599494,31,0.338693,0.211952,0.257786,0.413300,0.602159,0.764893,0.433173,0.294796,0.366235,0.303083,0.447739,0.387591,
3.199552,33,0.468361,0.335283,0.480416,0.456318,0.623320,0.827322,0.517274,0.288633,0.410951,0.284789,0.507714,0.458065,
3.749459,33,0.432317,0.448204,0.434728,0.419897,0.698131,0.799807,0.406617,0.279545,0.330102,0.291181,0.415673,0.334671,
4.300191,34,0.407281,0.437821,0.378336,0.331043,0.598865,0.597539,0.396696,0.316119,0.390294,0.532131,0.635445,0.575606,
6.098721,45,0.395968,0.503013,0.424930,0.426914,0.730082,0.668250,0.419170,0.529151,0.315433,0.506454,0.648210,0.626018,
6.348580,34,0.465264,0.344351,0.463795,0.336534,0.567017,0.772701,0.403842,0.399679,0.441980,0.422481,0.818623,0.493193,
6.899122,33,0.547076,0.576027,0.447922,0.369852,0.652593,0.725792,0.476644,0.381388,0.472370,0.475723,0.602734,0.615767,
12.399323,34,0.382061,0.405070,0.425178,0.556756,0.586291,0.518588,0.507329,0.377611,0.510337,0.383385,0.564855,0.664274,
15.399424,70,0.446967,0.434054,0.373933,0.480664,0.470589,0.374279,0.397447,0.448044,0.384291,0.427811,0.375274,0.417243,
16.049475,61,0.068367,0.928442,0.096343,0.062708,0.060256,0.050885,0.050333,0.056819,0.148273,0.056860,0.047572,0.052834,
16.299238,60,0.523653,0.617404,0.094962,0.063831,0.034065,0.027637,0.033061,0.060810,0.095331,0.032564,0.037279,0.071445,
16.899773,60,0.882488,0.174846,0.129532,0.039629,0.014792,0.007555,0.011886,0.162724,0.022230,0.026666,0.044534,0.130524,
17.349270,57,0.262931,0.063744,0.064331,0.040177,0.088500,0.037660,0.019619,0.066927,0.115071,0.708251,0.165177,0.128656,
17.598675,59,0.140154,0.031978,0.031051,0.021513,0.041123,0.020040,0.051172,0.032078,0.051944,0.317931,0.132461,0.611119,
17.848930,58,0.086946,0.036174,0.066129,0.052003,0.069385,0.048655,0.048800,0.027508,0.043056,0.229932,0.560563,0.441640,
18.248964,58,0.065911,0.037367,0.045110,0.037403,0.043240,0.050492,0.033804,0.050194,0.090644,0.237721,0.850187,0.206604,
18.548294,56,0.054638,0.027394,0.030967,0.042027,0.024821,0.028991,0.031867,0.121304,0.614802,0.250093,0.393706,0.189922,
18.848919,58,0.052330,0.016551,0.015419,0.018262,0.010656,0.048787,0.026364,0.049757,0.240269,0.121941,0.577075,0.356395,
19.099384,57,0.180419,0.102902,0.049213,0.025794,0.018670,0.026766,0.016600,0.038714,0.159069,0.474819,0.364769,0.190766,
21.199524,60,0.607522,0.264901,0.178655,0.206536,0.326946,0.195807,0.160905,0.241743,0.256165,0.290574,0.437414,0.472347,
21.449614,58,0.303977,0.143761,0.092874,0.100608,0.157672,0.190805,0.084455,0.121860,0.185832,0.290753,0.671348,0.333376,
21.648430,57,0.277989,0.098799,0.054922,0.062089,0.093658,0.103478,0.049213,0.081751,0.189312,0.537847,0.479122,0.235045,
21.849373,60,0.594920,0.091610,0.031923,0.035493,0.052216,0.058030,0.030924,0.086786,0.144880,0.313783,0.269749,0.156708,
21.999363,56,0.363088,0.057611,0.022100,0.030488,0.034041,0.038208,0.022443,0.096342,0.485745,0.302147,0.180691,0.097887,
22.599070,59,0.182792,0.391936,0.388623,0.326960,0.454684,0.126576,0.291776,0.142541,0.148299,0.164178,0.289743,0.284937,
23.548384,52,0.243547,0.295916,0.258966,0.496669,0.500948,0.335885,0.251930,0.480869,0.338606,0.443137,0.643169,0.412545,
24.299269,53,0.302863,0.252223,0.221370,0.189955,0.206799,0.286788,0.245100,0.433779,0.478431,0.454094,0.401641,0.406299,
24.599697,59,0.193378,0.131181,0.114348,0.094556,0.089646,0.162320,0.174943,0.279212,0.309392,0.241425,0.357893,0.588762,
24.750111,56,0.121594,0.085508,0.086319,0.122420,0.076163,0.103330,0.112989,0.234123,0.549309,0.208409,0.225661,0.368145,
24.948458,63,0.070142,0.048963,0.059607,0.521298,0.139547,0.058889,0.063918,0.132636,0.309956,0.150214,0.145728,0.199170,
25.149029,57,0.042928,0.030608,0.035461,0.286590,0.126904,0.043027,0.037524,0.078626,0.215951,0.492627,0.241181,0.125528,
25.998417,61,0.236258,0.382194,0.192153,0.227068,0.203825,0.140731,0.394172,0.537046,0.348567,0.328758,0.211052,0.218489,
26.299448,59,0.349880,0.209550,0.110225,0.103667,0.094512,0.066082,0.212822,0.274335,0.168150,0.156070,0.170402,0.546117,
26.549635,57,0.169799,0.102132,0.058418,0.068791,0.144833,0.061966,0.105984,0.144181,0.190764,0.495653,0.314720,0.299407,
26.749235,58,0.097314,0.062066,0.045720,0.042790,0.080666,0.103475,0.062939,0.079392,0.104626,0.287832,0.627737,0.225940,
27.000082,61,0.092194,0.536499,0.176650,0.101629,0.060913,0.065275,0.046126,0.083211,0.131149,0.172152,0.297822,0.113475,
27.248423,57,0.104752,0.289249,0.141736,0.174453,0.228263,0.110026,0.083903,0.117260,0.307594,0.467177,0.324445,0.152415,
27.950426,51,0.290712,0.224235,0.200541,0.689398,0.614565,0.364409,0.250975,0.440909,0.293571,0.295596,0.258675,0.347304,
28.950089,57,0.012986,0.013152,0.008756,0.028672,0.158865,0.027488,0.011317,0.018520,0.032478,0.952936,0.190153,0.019861,
29.148581,58,0.014689,0.013490,0.011646,0.025813,0.128995,0.050185,0.016246,0.028336,0.064239,0.749333,0.512204,0.061062,
29.348995,58,0.057294,0.041134,0.073917,0.080821,0.189942,0.314632,0.058639,0.070690,0.170186,0.569258,0.592071,0.087064,
29.849236,49,0.080596,0.444278,0.241909,0.150939,0.214558,0.197830,0.062436,0.085373,0.549844,0.336083,0.197000,0.086973,
30.199894,48,0.587673,0.254142,0.106719,0.127303,0.182820,0.107953,0.126208,0.337079,0.256520,0.161390,0.208351,0.389294,
30.598690,52,0.196428,0.088168,0.047487,0.132970,0.550391,0.133786,0.048393,0.109370,0.102722,0.143563,0.349374,0.419266,
30.749428,58,0.141550,0.065755,0.046172,0.099798,0.384900,0.197427,0.056176,0.191589,0.229985,0.260988,0.509763,0.378229,
32.549034,55,0.452121,0.302463,0.355691,0.395100,0.502884,0.617816,0.385057,0.279933,0.356650,0.232226,0.231259,0.436592,
35.048611,51,0.158320,0.197727,0.258888,0.600221,0.596049,0.380829,0.315903,0.402070,0.335049,0.348043,0.278330,0.230291,
35.699142,63,0.020637,0.029885,0.109981,0.942187,0.168758,0.050773,0.042732,0.060537,0.042993,0.045252,0.161397,0.034310,
36.148365,62,0.013021,0.054795,0.785700,0.279862,0.045357,0.013320,0.018989,0.014732,0.012902,0.173267,0.040960,0.009517,
36.498787,56,0.077756,0.037264,0.285211,0.273961,0.028386,0.017053,0.045786,0.078250,0.524978,0.119447,0.058311,0.169528,
36.699814,59,0.063546,0.026688,0.154199,0.165069,0.020672,0.028783,0.171759,0.049322,0.280937,0.075521,0.116864,0.563903,
36.900097,54,0.137068,0.215717,0.093859,0.095787,0.026553,0.077455,0.494631,0.087321,0.158702,0.049668,0.107178,0.429327,
37.299469,60,0.497158,0.174531,0.159327,0.219930,0.236361,0.187197,0.270130,0.358085,0.247858,0.322254,0.276930,0.417170,
37.649124,62,0.205670,0.139186,0.501423,0.394917,0.127386,0.085210,0.188622,0.290856,0.190133,0.208886,0.148657,0.148216,
38.400112,60,0.368863,0.327253,0.215078,0.238585,0.152419,0.144401,0.170034,0.309032,0.267308,0.260316,0.497188,0.409412,
38.649380,62,0.393968,0.456065,0.355426,0.188229,0.169980,0.083309,0.087964,0.187598,0.203409,0.276789,0.338311,0.256626,
39.699371,59,0.256246,0.463614,0.203736,0.298060,0.731100,0.274493,0.269357,0.322545,0.389113,0.677639,0.317404,0.525518,
39.948971,45,0.179168,0.442571,0.122878,0.246427,0.780862,0.180114,0.176073,0.254376,0.351000,0.841711,0.259731,0.291952,
40.198368,45,0.410290,0.372067,0.087424,0.308118,0.784310,0.122444,0.238728,0.183463,0.475049,0.883335,0.197576,0.199576,
40.451065,45,0.237492,0.380673,0.071035,0.255552,0.757222,0.111359,0.160193,0.187875,0.402399,0.934556,0.204561,0.133950,
40.649246,45,0.283253,0.345295,0.063120,0.325202,0.767049,0.087830,0.138586,0.160817,0.461976,0.941960,0.176049,0.105976,
40.898720,45,0.172952,0.356600,0.044019,0.200882,0.849501,0.092253,0.097000,0.130273,0.300783,0.936770,0.167176,0.081500,
41.099060,45,0.123606,0.380344,0.033691,0.158640,0.858475,0.086740,0.076168,0.130372,0.239117,0.929814,0.148246,0.064176,
41.299095,45,0.138734,0.424836,0.026683,0.163088,0.913919,0.067142,0.080982,0.122675,0.235038,0.920305,0.128794,0.059445,
41.499146,45,0.113274,0.330661,0.036550,0.135762,0.847130,0.114640,0.089648,0.102836,0.251057,0.949821,0.226666,0.104360,
41.698994,45,0.132104,0.326641,0.037114,0.161340,0.845428,0.104775,0.111412,0.100288,0.262921,0.958574,0.215546,0.089312,
41.949039,45,0.094640,0.256677,0.032146,0.122854,0.824868,0.103990,0.081573,0.077421,0.241168,0.961201,0.197904,0.069348,
42.199036,45,0.084300,0.252504,0.029488,0.103915,0.817292,0.115704,0.064781,0.064247,0.211901,0.972418,0.215021,0.089441,
42.398773,45,0.068377,0.229596,0.030125,0.087817,0.852177,0.113600,0.048115,0.061158,0.185158,0.974688,0.199028,0.078520,
43.000217,45,0.145214,0.220410,0.114692,0.191351,0.795066,0.175289,0.103148,0.146934,0.334835,0.935007,0.351712,0.204403,
43.198406,45,0.101424,0.225294,0.089479,0.123381,0.764657,0.192967,0.069947,0.117100,0.254285,0.965871,0.328854,0.168246,
43.498753,45,0.075390,0.242912,0.057249,0.086410,0.779620,0.200665,0.053875,0.097135,0.185739,0.986791,0.294882,0.140302,
43.699066,45,0.079816,0.223685,0.048041,0.079669,0.772983,0.220074,0.066876,0.092928,0.171475,0.990868,0.333259,0.149437,
44.349609,45,0.147962,0.253638,0.107692,0.185797,0.769285,0.217466,0.137339,0.167535,0.291413,0.951495,0.364127,0.188395,
44.649151,45,0.110055,0.284030,0.069149,0.136429,0.818213,0.207722,0.112523,0.132399,0.228148,0.977538,0.308848,0.158539,
44.798954,45,0.105029,0.266569,0.067768,0.120917,0.780544,0.205743,0.103593,0.114606,0.217453,0.986026,0.347683,0.171346,
44.999405,45,0.103353,0.264968,0.050820,0.114298,0.809164,0.187713,0.080383,0.094080,0.206585,0.988881,0.310510,0.126615,
46.149261,45,0.153696,0.341838,0.082493,0.149499,0.775433,0.221505,0.133562,0.150832,0.268087,0.965894,0.344405,0.152896,
46.349331,45,0.167842,0.387198,0.069934,0.137657,0.811458,0.247709,0.123441,0.147726,0.231940,0.907347,0.366844,0.159403,
47.998627,46,0.154220,0.318338,0.077696,0.145454,0.719334,0.215026,0.150510,0.169764,0.300195,0.948144,0.360452,0.218373,
48.298820,45,0.110849,0.323552,0.064875,0.103226,0.760983,0.283551,0.113686,0.173428,0.200695,0.976797,0.386960,0.212150,
48.499660,45,0.101066,0.310101,0.054536,0.087305,0.732330,0.279759,0.098663,0.143594,0.181295,0.987816,0.375711,0.182394,
48.699680,45,0.081317,0.299062,0.041771,0.075193,0.754482,0.243390,0.074264,0.117432,0.157631,0.991497,0.329982,0.157684,
50.696167,45,0.295776,0.167091,0.236948,0.398594,0.654549,0.580760,0.330634,0.389302,0.580081,0.721305,0.308735,0.292821,
50.899265,45,0.183364,0.177705,0.148346,0.240764,0.603127,0.382227,0.208802,0.249322,0.385669,0.783773,0.366818,0.206293,
54.900154,46,0.269932,0.356678,0.351627,0.291913,0.509754,0.505184,0.322797,0.229774,0.377960,0.480098,0.552823,0.327533,
56.749691,61,0.071976,0.690881,0.349598,0.206625,0.104651,0.132355,0.179815,0.145834,0.180097,0.138466,0.091021,0.072071,
58.949615,56,0.358545,0.333899,0.356448,0.363451,0.386713,0.325605,0.341629,0.400492,0.518536,0.495436,0.377025,0.333104,
59.198700,61,0.203364,0.589650,0.382086,0.242535,0.205356,0.162412,0.172630,0.199293,0.351378,0.290649,0.183536,0.169404,
59.449165,56,0.269790,0.404911,0.279483,0.210935,0.114393,0.080674,0.088831,0.212405,0.555691,0.185617,0.091034,0.093193,
60.249775,34,0.303362,0.218063,0.271750,0.295277,0.266684,0.292190,0.258839,0.252195,0.377423,0.603900,0.720693,0.388634,
61.049831,57,0.055192,0.116174,0.156690,0.088932,0.091625,0.038303,0.028943,0.029960,0.081023,0.670137,0.385332,0.067477,
62.048840,62,0.230601,0.126875,0.694210,0.222107,0.049248,0.066808,0.172286,0.158759,0.353594,0.173585,0.097961,0.062955,
63.948456,56,0.334792,0.316258,0.249283,0.435765,0.515214,0.637419,0.514180,0.481816,0.509800,0.402047,0.450781,0.387123,
64.149368,62,0.209764,0.297159,0.596966,0.297709,0.279160,0.345860,0.284521,0.255903,0.286321,0.279882,0.251611,0.217167,
