time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,stopped
7.999831,49,0.233742,0.165398,0.207908,0.349509,0.664217,0.677341,0.481155,0.322912,0.292255,0.268860,0.300539,0.250821,
10.898879,57,0.000065,0.001162,0.000175,0.000695,0.070333,0.000410,0.000226,0.000478,0.085764,0.999930,0.046835,0.000569,
12.048891,56,0.014577,0.000139,0.000128,0.178293,0.007427,0.000043,0.000416,0.027390,0.973696,0.143156,0.002628,0.000504,
14.048762,58,0.170363,0.105914,0.076885,0.145186,0.321726,0.222091,0.166149,0.368557,0.350541,0.734042,0.348676,0.190747,
15.149836,57,0.005843,0.011002,0.002573,0.004651,0.171940,0.015596,0.005217,0.011968,0.030292,0.991847,0.161776,0.007447,
16.498772,57,0.014937,0.018669,0.007552,0.005582,0.200538,0.008279,0.003614,0.009945,0.045344,0.999890,0.149031,0.014228,
18.399372,56,0.044290,0.025123,0.066310,0.079668,0.066576,0.081925,0.096802,0.225767,0.892909,0.292716,0.092094,0.133456,
20.549236,59,0.077358,0.000333,0.000139,0.000161,0.000073,0.000093,0.009481,0.000374,0.000958,0.000444,0.030068,0.999080,
21.498753,62,0.253275,0.189432,0.351563,0.267904,0.309205,0.185947,0.234507,0.256147,0.330376,0.739309,0.408198,0.365326,
22.298834,57,0.020869,0.039702,0.028354,0.023942,0.332349,0.020829,0.018866,0.023768,0.060685,0.979494,0.094414,0.031275,
23.699795,59,0.105987,0.068491,0.101452,0.192586,0.261324,0.146038,0.146251,0.141132,0.402171,0.687995,0.477700,0.470184,
24.299362,59,0.283055,0.101683,0.248590,0.302134,0.266622,0.235218,0.242466,0.317611,0.406185,0.556472,0.512500,0.659891,
25.049444,59,0.147944,0.235984,0.184929,0.270628,0.362576,0.280886,0.344157,0.188697,0.341460,0.354068,0.305755,0.433121,
25.599527,72,0.217487,0.222413,0.196979,0.203063,0.364112,0.338325,0.358332,0.347982,0.402204,0.536170,0.482092,0.315333,
26.149391,57,0.071401,0.070150,0.047772,0.065922,0.252641,0.144653,0.092694,0.087569,0.159347,0.902860,0.355714,0.185644,
26.899498,72,0.418470,0.318481,0.265116,0.334178,0.290251,0.277149,0.413462,0.376979,0.556298,0.509635,0.412471,0.367026,
27.748905,59,0.161584,0.131418,0.138644,0.158379,0.210426,0.147672,0.328183,0.294063,0.400097,0.484583,0.330751,0.525997,
28.298670,57,0.079556,0.076571,0.041210,0.131441,0.328993,0.048254,0.126274,0.119323,0.335718,0.638818,0.110515,0.289786,
29.099457,71,0.213009,0.225838,0.304392,0.304041,0.288560,0.244485,0.356251,0.363497,0.449106,0.473043,0.606466,0.557212,
29.949280,59,0.177237,0.202563,0.272324,0.296155,0.436481,0.286676,0.298296,0.223089,0.262095,0.394903,0.393907,0.635306,
32.299709,54,0.133833,0.173559,0.202155,0.293368,0.531604,0.703908,0.558926,0.387648,0.333717,0.349503,0.160073,0.126164,
33.599400,66,0.323663,0.540872,0.373093,0.439242,0.339691,0.388959,0.758560,0.365324,0.302788,0.325950,0.335545,0.287409,
35.499187,54,0.181086,0.319559,0.226081,0.404847,0.407681,0.439253,0.619130,0.509485,0.572615,0.328565,0.152508,0.154977,
36.098972,42,0.270082,0.384953,0.143421,0.151292,0.276915,0.388420,0.594542,0.406018,0.403949,0.156320,0.181247,0.135691,
37.849464,78,0.397094,0.267043,0.372405,0.403510,0.438390,0.567024,0.335670,0.277595,0.385630,0.286213,0.246538,0.292987,
39.449486,56,0.006334,0.001680,0.003905,0.134519,0.004912,0.003628,0.002758,0.062381,0.996199,0.079668,0.002445,0.002448,
40.098919,56,0.025006,0.005607,0.021225,0.243416,0.017904,0.007956,0.009889,0.131304,0.999532,0.097842,0.012196,0.008593,
40.599545,56,0.062482,0.009394,0.031803,0.332514,0.042083,0.012378,0.027554,0.122048,0.999902,0.117148,0.014941,0.011169,
41.399437,56,0.333000,0.294580,0.437922,0.469722,0.382642,0.266201,0.343603,0.386923,0.674237,0.467543,0.415445,0.540488,
43.049671,59,0.307466,0.214355,0.272725,0.372830,0.524614,0.619990,0.412348,0.448526,0.522655,0.411971,0.351458,0.547562,
43.549244,78,0.064294,0.044173,0.055864,0.076423,0.394272,0.734004,0.268473,0.093595,0.107001,0.084309,0.071929,0.112237,
44.049156,78,0.013363,0.009194,0.011360,0.015532,0.087997,0.656584,0.576374,0.028856,0.021747,0.017135,0.014619,0.022813,
44.599102,78,0.002371,0.001632,0.002016,0.002757,0.046200,0.822446,0.545221,0.023941,0.003860,0.003041,0.002594,0.004048,
45.198990,77,0.000343,0.000236,0.000292,0.000399,0.017908,0.970921,0.179693,0.003467,0.000559,0.000440,0.000376,0.000586,
45.849339,75,0.000043,0.000030,0.005086,0.827108,0.139284,0.141807,0.022722,0.000438,0.000071,0.000056,0.000047,0.000074,
46.400036,71,0.371675,0.039945,0.015572,0.248970,0.129570,0.388681,0.105351,0.000611,0.000114,0.000148,0.003600,0.162539,
47.249123,75,0.049557,0.023468,0.023009,0.907882,0.073100,0.026697,0.007236,0.000042,0.000008,0.000010,0.000966,0.034261,
47.749126,76,0.010091,0.004770,0.011251,0.723225,0.607712,0.024147,0.001471,0.000009,0.000002,0.000002,0.000197,0.007270,
48.249649,74,0.026265,0.465856,0.371923,0.357363,0.167294,0.005708,0.000314,0.000002,0.000035,0.000433,0.001877,0.004810,
48.799522,73,0.183451,0.295003,0.178979,0.220384,0.055565,0.003227,0.000805,0.002424,0.108684,0.469307,0.115911,0.142863,
49.699490,71,0.242059,0.025290,0.010453,0.012914,0.003252,0.000188,0.001782,0.001456,0.006347,0.027400,0.054201,0.925535,
50.649323,57,0.152627,0.279603,0.352482,0.346155,0.364878,0.257180,0.306227,0.383007,0.548495,0.385315,0.386046,0.314681,
