time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,stopped
6.399067,46,0.177405,0.124688,0.095334,0.227533,0.465506,0.688414,0.424543,0.328008,0.469099,0.248137,0.213298,0.183484,
6.999161,53,0.105529,0.058364,0.099120,0.101401,0.391287,0.952914,0.251410,0.095278,0.100969,0.058133,0.082738,0.081120,
7.498584,53,0.099745,0.034494,0.049908,0.057454,0.325147,0.990430,0.259687,0.046705,0.039805,0.029358,0.047622,0.045709,
8.448744,53,0.128415,0.153100,0.079922,0.090290,0.331668,0.762582,0.556521,0.165069,0.157562,0.075101,0.074448,0.075142,
8.699158,53,0.148985,0.076705,0.042153,0.050350,0.262360,0.891137,0.327572,0.082980,0.079855,0.037616,0.037087,0.048699,
8.948659,53,0.144636,0.041558,0.025893,0.037174,0.252867,0.951747,0.224000,0.043280,0.039113,0.019324,0.024077,0.042648,
9.249284,53,0.161287,0.020124,0.014488,0.024115,0.215641,0.981325,0.147627,0.022025,0.020293,0.010089,0.014431,0.033744,
11.199436,53,0.138377,0.096569,0.131122,0.168236,0.399443,0.858336,0.207044,0.095093,0.116560,0.130658,0.178267,0.115394,
13.049576,53,0.335046,0.361718,0.505948,0.554984,0.369107,0.335910,0.213792,0.296203,0.247585,0.155044,0.169594,0.158576,
13.298698,53,0.260241,0.174859,0.254778,0.266836,0.306728,0.695497,0.139929,0.144758,0.130597,0.078416,0.088013,0.095835,
14.899445,53,0.181728,0.138018,0.136423,0.204156,0.506284,0.815536,0.348567,0.154748,0.158715,0.129864,0.179236,0.255428,
15.499442,53,0.287933,0.052250,0.049732,0.080022,0.375498,0.972368,0.186438,0.059213,0.070253,0.044802,0.063118,0.123601,
15.699549,53,0.347897,0.039729,0.032706,0.051406,0.292397,0.985490,0.151994,0.038350,0.053208,0.042160,0.045310,0.100230,
15.848861,53,0.296274,0.030553,0.023225,0.038289,0.288724,0.990973,0.123588,0.028409,0.041090,0.033223,0.033069,0.097221,
17.549751,52,0.198135,0.186523,0.249029,0.259030,0.295790,0.450740,0.301612,0.428564,0.481680,0.358175,0.428788,0.324925,
17.899477,53,0.178491,0.082415,0.115559,0.247788,0.555883,0.595263,0.223833,0.186834,0.311869,0.178156,0.186509,0.239159,
18.799046,56,0.153005,0.062736,0.116039,0.215249,0.489769,0.846150,0.230019,0.145067,0.212855,0.087387,0.150174,0.166345,
20.048512,56,0.201092,0.120030,0.262302,0.456785,0.558397,0.537608,0.467472,0.431663,0.396432,0.203118,0.190497,0.168855,
20.449665,53,0.348717,0.143559,0.259510,0.202388,0.254214,0.629065,0.382673,0.444712,0.240708,0.125442,0.082328,0.127312,
21.499422,56,0.166842,0.197644,0.373399,0.461267,0.373723,0.309128,0.287382,0.526562,0.483251,0.236005,0.260710,0.278313,
22.399082,58,0.213892,0.126500,0.212841,0.233167,0.426340,0.706756,0.313415,0.205922,0.216058,0.152267,0.194027,0.279150,
22.599197,53,0.185808,0.095048,0.179977,0.199982,0.424730,0.827980,0.324741,0.228701,0.155849,0.118798,0.133824,0.232486,
