time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,stopped
8.148076,71,0.390088,0.376661,0.220271,0.456347,0.530028,0.349829,0.472326,0.282015,0.477718,0.436251,0.306713,0.245108,
15.448973,44,0.704120,0.435909,0.270862,0.327775,0.503752,0.787986,0.408856,0.364706,0.386425,0.374263,0.324214,0.349688,
15.748136,45,0.374707,0.271368,0.158166,0.260164,0.565225,0.424573,0.284063,0.243224,0.380257,0.635957,0.494913,0.310633,
16.299946,46,0.228618,0.218807,0.263649,0.234563,0.434057,0.389018,0.275977,0.225645,0.435696,0.511954,0.694095,0.534337,
26.599274,46,0.305110,0.319977,0.253615,0.269520,0.462061,0.417247,0.381188,0.369652,0.363696,0.466106,0.487042,0.320675,
27.398661,49,0.275205,0.208728,0.302086,0.252401,0.336269,0.358381,0.222072,0.248389,0.240182,0.606733,0.506130,0.312406,
27.598717,57,0.173601,0.136667,0.167236,0.141928,0.191740,0.194784,0.128286,0.146624,0.197803,0.782689,0.473292,0.240280,
40.849564,56,0.211234,0.206485,0.126431,0.277747,0.645389,0.445705,0.269783,0.357712,0.535806,0.747595,0.468147,0.259034,
41.498653,45,0.267622,0.341175,0.133144,0.226553,0.482962,0.259617,0.183378,0.334645,0.529839,0.864304,0.382599,0.271920,
41.998718,45,0.254874,0.247121,0.176417,0.259775,0.494895,0.382685,0.225049,0.322363,0.489082,0.921341,0.445398,0.303923,
42.548065,45,0.241851,0.209309,0.095162,0.209567,0.486659,0.298895,0.133013,0.205245,0.402697,0.769333,0.418457,0.256657,
43.098824,45,0.270014,0.171124,0.066080,0.244850,0.498037,0.285449,0.144348,0.182836,0.332583,0.699425,0.390181,0.284653,
43.549019,45,0.290241,0.258856,0.107204,0.331161,0.486901,0.306305,0.176248,0.319433,0.421312,0.771699,0.373619,0.268938,
43.948105,45,0.255814,0.279094,0.104178,0.309765,0.538096,0.383052,0.209651,0.326196,0.470049,0.867860,0.443486,0.262774,
44.449203,45,0.251082,0.334449,0.114418,0.204471,0.457169,0.253473,0.196935,0.263283,0.425203,0.847147,0.469721,0.276391,
44.899921,45,0.369631,0.399945,0.183861,0.247743,0.490435,0.468532,0.234527,0.336994,0.426238,0.728861,0.402798,0.306242,
45.448952,45,0.223376,0.288093,0.100541,0.250282,0.532307,0.232700,0.228867,0.235029,0.409608,0.827936,0.428198,0.255565,
48.199177,45,0.421633,0.548075,0.298090,0.258833,0.393314,0.729179,0.343258,0.299506,0.602240,0.283896,0.297885,0.323343,
48.799107,45,0.532663,0.495214,0.231568,0.220732,0.565532,0.670478,0.385576,0.377605,0.515453,0.334379,0.410362,0.358520,
51.499050,45,0.288401,0.282233,0.416874,0.613506,0.714677,0.455175,0.358364,0.508437,0.558937,0.443079,0.342484,0.354401,
51.798721,57,0.174071,0.138065,0.176437,0.249375,0.362231,0.192746,0.152879,0.234348,0.316760,0.700674,0.470432,0.305317,
52.149586,57,0.115774,0.182514,0.278892,0.271138,0.227999,0.090668,0.083497,0.129276,0.214242,0.666855,0.407583,0.236863,
52.598866,57,0.126625,0.175796,0.270396,0.293713,0.267917,0.088204,0.097691,0.168983,0.319008,0.617561,0.393866,0.250032,
52.998516,57,0.204142,0.328170,0.268577,0.118757,0.133020,0.054291,0.081408,0.132840,0.216939,0.563713,0.388699,0.344967,
53.399635,57,0.223792,0.315513,0.335081,0.154764,0.130562,0.045398,0.069995,0.126797,0.206125,0.564247,0.360953,0.320538,
53.898876,57,0.428844,0.202855,0.159420,0.118776,0.159196,0.110217,0.155847,0.359726,0.240786,0.537978,0.435460,0.388445,
54.348030,57,0.486421,0.322646,0.240095,0.166030,0.189255,0.134100,0.139729,0.383941,0.358122,0.680510,0.491058,0.449808,
54.899029,57,0.501001,0.131024,0.081728,0.107382,0.269476,0.134256,0.116012,0.384670,0.314386,0.666601,0.488488,0.423460,
55.248951,57,0.595755,0.069005,0.039188,0.058536,0.124243,0.065059,0.068649,0.314728,0.177116,0.456443,0.352062,0.402281,
55.449718,57,0.332745,0.049795,0.026322,0.044493,0.102778,0.051317,0.051582,0.196393,0.232989,0.680414,0.421587,0.252933,
55.748272,57,0.266238,0.142608,0.191151,0.142996,0.157965,0.055149,0.065346,0.140057,0.227243,0.709540,0.391861,0.228489,
55.998123,57,0.163652,0.138572,0.189647,0.171186,0.147337,0.059835,0.052694,0.085125,0.150900,0.735630,0.416908,0.283980,
56.399151,57,0.312770,0.346025,0.266711,0.259740,0.147931,0.058257,0.070961,0.142975,0.225535,0.619089,0.379092,0.315351,
56.699051,57,0.142002,0.165493,0.156860,0.152473,0.104648,0.053572,0.056628,0.116507,0.280698,0.751990,0.390860,0.216054,
58.248970,57,0.474963,0.456298,0.257261,0.280482,0.791443,0.551942,0.233651,0.329694,0.430301,0.233359,0.312815,0.305493,
58.499146,52,0.468484,0.558157,0.239131,0.314146,0.785583,0.537762,0.206961,0.353012,0.494812,0.205148,0.319202,0.271714,
58.897991,57,0.240701,0.253994,0.187585,0.248020,0.415367,0.280621,0.219220,0.278907,0.434937,0.615647,0.548711,0.279058,
59.198910,57,0.139825,0.161912,0.177100,0.162274,0.223675,0.161911,0.150687,0.201416,0.341469,0.728529,0.514374,0.234452,
59.498737,57,0.268099,0.095811,0.130995,0.160056,0.184778,0.106525,0.142282,0.246923,0.291256,0.729036,0.532759,0.294973,
59.998592,57,0.204990,0.172621,0.189437,0.165155,0.148651,0.095458,0.164969,0.327036,0.591085,0.667790,0.319586,0.221152,
60.248619,57,0.170102,0.128130,0.129598,0.120771,0.120865,0.080577,0.121251,0.200971,0.388261,0.756869,0.467268,0.246476,
61.349297,57,0.276438,0.549363,0.329254,0.304388,0.536839,0.501135,0.194299,0.265496,0.515512,0.370884,0.238360,0.281619,
61.698296,52,0.286522,0.579435,0.254596,0.248670,0.611770,0.527279,0.161008,0.209809,0.569486,0.217395,0.197020,0.356815,
62.499348,52,0.174624,0.213339,0.227198,0.197908,0.375129,0.363934,0.334731,0.603190,0.416764,0.243044,0.378157,0.328211,
