time,playingmode,timeout,timeoutenable,continuity,outputprobability,cut,timestretch,regionmaskenable,regionmasklow,regionmaskhigh
0.000000,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.050774,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.099794,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.149134,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.199935,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.248221,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.299010,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.348642,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.398956,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.451642,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.498955,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.550417,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.598614,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.650963,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.699074,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.748793,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.798275,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.849333,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.898355,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
0.950739,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.000363,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.048593,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.098571,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.148471,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.199011,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.249110,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.298799,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.348767,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.399191,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.449136,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.498708,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.549612,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.601380,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.648759,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.699009,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.748332,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.798809,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.849300,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.898973,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
1.948751,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.002043,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.048958,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.098316,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.150855,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.199247,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.249304,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.300761,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.349731,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.399162,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.448401,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.498851,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.550860,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.599033,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.649292,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.698858,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.749678,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.799921,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.849691,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.898947,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.952675,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
2.998827,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.048885,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.099142,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.148798,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.198838,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.249238,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.298874,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.349115,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.399735,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.448846,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.499309,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.548365,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.599240,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.648967,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.699040,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.748493,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.798665,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.848328,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.899043,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.950723,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
3.998663,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.047444,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.099297,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.149051,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.199162,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.248202,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.298991,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.349558,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.398347,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.449350,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.498376,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.549226,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.599330,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.648413,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.700257,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.749323,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.800446,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.848410,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.899297,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.949239,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
4.999009,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
5.048630,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
5.098547,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
5.148451,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
5.201334,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
5.248637,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
5.299481,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
5.351195,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
5.399789,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
5.448636,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.387602,0.923840
