time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
4.049692,67,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.899031,35,1.811887,0.249915,1.624450,0.312394,1.624450,1.624450,1.749408,0.249915,1.624450,0.312394,0.062479,1.624450
6.948546,72,1.462500,0.056250,0.000000,0.000000,1.631250,0.000000,0.000000,0.225000,0.056250,1.462500,0.000000,0.225000
8.798762,82,0.062500,0.000000,1.687500,3.125000,0.000000,0.250000,0.062500,0.125000,1.625000,0.250000,1.875000,0.000000
10.149543,108,1.500013,1.625014,0.314613,0.379224,1.625014,1.687515,0.000000,1.875017,1.564624,0.062501,0.064611,0.312503
10.549706,80,0.717448,0.777236,0.364697,0.364697,0.777236,0.777236,1.593298,2.367546,2.188184,1.593298,0.061281,0.180855
14.254262,95,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.249065,95,0.250000,0.312500,0.250000,0.062500,0.250000,1.625000,1.750000,1.625000,0.000000,1.625000,0.062500,1.625000
18.099552,77,0.250000,0.062500,1.625000,0.000000,0.250000,1.625000,0.062500,1.625000,0.000000,1.812500,0.000000,0.062500
20.050138,80,0.062500,0.250000,0.000000,0.250000,0.000000,0.000000,1.625000,0.000000,1.625000,0.000000,0.062500,1.625000
20.898703,46,0.062479,1.624450,0.062479,1.874366,0.000000,0.249915,0.250158,0.062479,1.874608,0.000000,1.624450,0.250158
22.199629,46,0.000000,0.196777,0.000000,0.071779,0.499993,0.000000,0.000000,0.000000,0.071779,2.624965,0.071779,0.000000
22.948641,57,0.250285,1.689427,0.250285,1.626855,0.364669,1.626855,0.000000,1.626855,0.250285,2.084389,0.707821,0.062571
26.500080,95,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28.648935,78,0.000000,1.275750,1.184625,0.000000,1.184625,0.000000,1.184625,0.000000,0.182250,0.182250,0.000000,0.182250
29.800018,64,0.000000,1.625072,1.625050,1.625072,1.625050,0.062503,0.120652,0.062503,0.312513,0.250008,0.250011,0.250008
31.749071,80,0.062500,1.625000,0.250000,0.250000,0.250000,0.062500,1.625000,1.625000,1.625000,1.625000,0.062500,0.062500
32.648518,52,1.624450,1.874608,1.624450,0.000000,1.624450,0.062479,0.250158,0.500073,0.500073,0.416687,0.000000,0.249915
33.851467,71,0.338609,1.687498,0.088616,0.062498,0.338609,1.687452,0.249993,0.000000,0.250000,1.687450,0.000000,1.624952
35.448612,69,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,1.625001,0.000000,0.000000,0.000000,0.062500,0.000000
37.349319,73,0.062500,1.625000,1.625000,0.250000,1.750000,0.062500,0.062500,0.000000,1.750000,1.750000,0.000000,0.250000
38.098518,66,0.062452,1.998478,0.518153,0.301282,0.360310,0.312262,3.247526,1.623763,2.130937,0.360310,1.686215,0.113925
38.649014,71,1.634393,0.774286,1.634393,0.150001,0.121011,0.087140,2.457237,0.774286,0.668131,0.309595,0.585702,1.634393
40.449215,60,0.000000,0.000000,0.250000,0.062500,0.000000,0.000000,0.250000,1.625000,0.000000,0.000000,0.000000,1.625000
40.998764,63,0.000000,1.618738,1.618738,1.618738,0.000000,0.062259,0.312259,0.532975,0.249037,0.249037,0.249037,1.625000
41.749691,57,0.062571,0.405136,0.592850,1.751998,0.250285,0.000000,0.057192,1.685005,1.626855,1.626855,0.307379,0.405723
42.298775,81,0.062861,0.378807,0.151714,0.924803,1.760116,0.000000,1.760116,0.523283,2.046110,2.157676,0.150075,1.824727
43.352222,60,1.625163,0.250025,0.000000,0.250025,0.184395,0.000000,1.625163,0.250025,1.686107,0.182833,0.062506,0.182833
43.999466,63,0.423663,0.070611,0.062661,1.629175,1.629175,0.250642,0.423663,0.133271,0.486324,0.000000,1.754496,0.250642
47.250717,76,0.000000,0.000000,0.159533,0.000000,0.159533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
51.648949,75,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
55.748672,65,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
58.649654,74,0.225142,0.000000,0.225142,0.000000,0.000000,0.225142,0.000000,0.000000,0.225142,0.000000,0.225142,0.000000
59.849636,69,0.250005,0.375007,0.000000,0.000000,0.500010,1.625032,1.625032,0.000000,0.000000,2.625052,0.062501,0.000000
