Second,Note Count
2,1
3,1
4,1
5,2
7,1
8,1
9,1
10,1
12,2
13,1
14,2
15,1
16,1
19,2
20,1
21,1
23,2
24,1
25,1
28,2
29,1
30,2
31,2
32,1
33,2
34,1
35,2
36,1
37,2
38,2
39,1
40,1
41,1
42,2
43,1
44,1
45,2
46,1
47,2
48,1
50,1
51,2
52,1
56,1
