Duration (s),Frequency
0.13333333333333375,1
0.06406250000000036,1
0.16770833333333357,2
0.17604166666666643,3
0.48802083333333357,1
0.49062499999999964,1
0.09843750000000018,1
0.07239583333333321,1
0.12291666666666679,1
0.8505208333333334,2
1.5947916666666675,1
1.3041666666666671,1
0.125,1
0.04270833333333357,3
0.07760416666666714,2
0.0635416666666675,1
0.07499999999999929,1
0.11458333333333393,2
0.13854166666666679,1
0.1015625,5
0.4052083333333325,1
0.03489583333333357,1
0.08541666666666714,5
1.0317708333333329,1
0.05885416666666643,6
0.11979166666666607,1
0.02656250000000071,10
0.16822916666666643,1
0.1171875,4
1.0291666666666668,1
1.0453124999999996,1
0.02708333333333357,1
0.1864583333333325,1
0.14427083333333357,4
0.36249999999999893,1
0.04010416666666572,8
0.3734375000000014,2
0.32760416666666714,1
0.04531250000000142,9
0.13645833333333357,1
0.10624999999999929,1
0.11197916666666785,3
0.12291666666666501,2
0.19479166666666714,2
0.05833333333333357,4
0.13906250000000142,2
0.06666666666666643,4
0.247916666666665,1
0.38645833333333357,2
0.04791666666666572,11
0.06145833333333428,1
0.17083333333333428,2
0.15729166666666572,2
0.07708333333333428,4
0.06927083333333428,4
0.03437500000000071,4
0.08802083333333499,7
0.03177083333333286,11
0.08020833333333499,1
0.06093750000000142,1
0.09062499999999929,3
0.2562500000000014,2
0.24270833333333286,2
0.5812500000000007,2
0.23489583333333286,1
0.06406249999999858,3
0.11979166666666785,3
0.02968750000000142,7
0.14114583333333286,1
0.130729166666665,3
0.16510416666666572,2
0.02395833333333286,6
0.12031250000000071,1
0.08229166666666643,2
0.3921874999999986,1
0.6640625,1
0.138541666666665,1
0.10416666666666785,1
0.05312500000000142,1
0.13333333333333286,2
0.16302083333333428,2
0.197395833333335,1
0.07447916666666643,3
0.20260416666666714,2
0.05624999999999858,6
0.33072916666666785,1
0.5145833333333343,1
0.8562499999999993,2
0.03750000000000142,11
0.5947916666666657,2
0.17864583333333428,3
0.03958333333333286,4
0.05364583333333428,4
0.09322916666666714,14
0.109375,6
0.08281249999999929,2
0.10104166666666714,2
0.07187499999999858,3
0.09843749999999929,2
0.09895833333333215,2
0.04218750000000071,2
0.10677083333333215,2
0.1359375000000007,2
0.11458333333333215,4
0.12552083333333286,3
0.39479166666666643,2
0.05625000000000213,1
0.2749999999999986,1
0.05572916666666572,1
0.05885416666666998,2
0.026562499999997158,3
0.03489583333333002,7
0.1067708333333357,3
0.05052083333333002,3
0.08802083333333144,3
0.4453125,2
0.15208333333333002,3
0.16770833333333002,2
0.2057291666666643,1
0.2317708333333357,1
0.027083333333330017,3
0.234375,1
0.6828124999999972,1
0.07447916666666998,1
0.4557291666666643,1
0.8666666666666671,1
0.84010416666667,2
0.42916666666666714,2
0.2135416666666643,1
0.02916666666666856,7
0.2265625,1
0.17604166666666998,1
0.14895833333333286,3
0.19218750000000284,2
0.14687500000000142,1
0.03697916666666856,1
0.04270833333333002,2
0.1119791666666643,2
0.15989583333333002,1
0.1041666666666643,3
0.07968749999999858,1
0.12291666666666856,1
0.12812499999999716,2
0.5385416666666671,1
0.16822916666666998,1
1.4401041666666643,1
0.2588541666666657,1
0.7651041666666671,2
0.5625,1
0.09062500000000284,1
1.26145833333333,2
0.14374999999999716,2
0.018229166666664298,2
0.06666666666666998,2
0.03229166666666572,2
0.08020833333333144,2
0.08281250000000284,2
0.5437500000000028,2
0.73072916666667,2
0.1145833333333357,2
2.354687499999997,1
