Duration (s),Frequency
0.10156249999999978,1
0.07447916666666687,3
0.05312500000000009,2
0.042708333333333126,1
0.09062500000000018,5
0.21354166666666652,2
0.06927083333333339,7
0.03750000000000009,1
0.05364583333333339,1
0.11197916666666652,1
0.06406249999999991,2
0.052604166666666785,2
0.03281249999999991,1
0.10625000000000018,1
0.20833333333333348,2
0.09583333333333321,2
0.08020833333333321,8
0.036979166666666785,3
0.0854166666666667,1
0.1015625,14
0.058333333333333126,2
0.03229166666666661,4
0.09583333333333366,1
0.28281250000000036,1
0.04270833333333357,23
0.08541666666666625,5
0.05833333333333357,7
0.048437500000000355,2
0.08489583333333339,1
0.07447916666666643,11
0.05885416666666643,13
0.23489583333333375,1
0.1171875,6
0.06406250000000036,6
0.11197916666666696,3
0.03177083333333375,1
0.07968750000000036,3
0.053124999999999645,7
0.20833333333333304,1
0.04791666666666661,2
0.2822916666666666,1
0.11249999999999982,1
0.17604166666666643,2
0.12291666666666679,1
0.053645833333332504,4
0.12239583333333393,2
0.047916666666667496,8
0.10677083333333393,2
0.08541666666666714,11
0.0635416666666675,3
0.10104166666666714,5
0.03177083333333286,5
0.0692708333333325,4
0.13333333333333286,5
0.2880208333333325,2
0.1437500000000007,2
0.14427083333333357,2
0.15416666666666679,1
0.45364583333333286,1
0.13854166666666679,1
0.09062499999999929,7
0.0848958333333325,4
0.07499999999999929,5
0.02656250000000071,1
0.032291666666667496,2
0.4421874999999993,1
0.06458333333333321,1
0.11197916666666607,2
0.28749999999999964,1
0.2453125000000007,3
0.037499999999999645,2
0.0859375,2
0.2020833333333325,1
0.02708333333333357,2
0.09635416666666607,2
0.09114583333333393,2
0.1281250000000007,1
0.08541666666666536,1
0.09583333333333499,9
0.2666666666666657,4
0.06406249999999858,16
0.06927083333333428,15
0.03750000000000142,10
0.03645833333333215,2
0.07552083333333215,2
0.05312500000000142,7
0.11197916666666785,5
0.04843749999999858,3
0.11666666666666714,2
0.03229166666666572,7
0.06979166666666714,3
0.05364583333333428,3
0.12239583333333215,2
0.13906250000000142,1
0.04791666666666572,9
0.12291666666666501,4
0.03697916666666501,5
0.2984374999999986,2
0.02135416666666501,1
0.154166666666665,2
0.16562499999999858,2
0.07968749999999858,3
0.09635416666666785,1
0.19687499999999858,2
0.17552083333333357,2
0.06458333333333499,1
0.10624999999999929,1
0.26145833333333357,4
0.15468750000000142,4
0.15989583333333357,2
0.14947916666666572,2
0.19166666666666643,2
0.31510416666666785,1
0.25052083333333286,2
0.30416666666666714,3
0.2880208333333343,3
0.22395833333333215,1
0.08020833333333499,2
0.224479166666665,1
0.3359375,2
0.6666666666666679,2
0.5067708333333343,2
0.29322916666666643,2
0.298958333333335,2
0.2822916666666657,2
0.7359374999999986,2
0.6182291666666657,1
0.9494791666666664,1
0.3734375000000014,1
0.05885416666666998,2
0.03697916666666856,2
0.19166666666666998,2
0.29375000000000284,2
0.05833333333333002,1
0.5015624999999986,1
0.8052083333333329,2
0.42656250000000284,1
0.24531249999999716,1
0.09062500000000284,2
0.29895833333333144,1
0.4052083333333343,1
0.234375,3
0.14427083333333002,1
0.29322916666667,1
0.020833333333335702,1
0.07500000000000284,1
0.09583333333333144,3
0.30937500000000284,1
0.25572916666666856,1
0.08020833333333144,2
0.1223958333333357,2
0.24010416666666856,2
0.21875,1
0.1067708333333357,1
0.14374999999999716,1
0.12812499999999716,1
0.2135416666666643,1
0.1119791666666643,2
0.18124999999999858,2
0.2828124999999986,2
0.46927083333333286,1
0.39479166666667,1
0.49583333333333,1
0.04270833333333002,2
0.5651041666666643,1
2.5494791666666643,1
