Feature,Values
Pitch,52,52,64,52,52,53,53,53,53,55,55,53,51,64,54,60,59,60,72,49,49,61,74,64,70,45,73,49,61,71,70,49,67,66,64,49,68,71,49,69,68,71,49,68,70,49,68,68,49,45,70,67,64,49,62,59,63,61,55,72,70,68,64,71,71,68,66,64,49,49,48,49,49,61,60,60,72,71,68,71,71,67,68,68,62,61,71,68,56,55,66,66,66,66,54,54,54,61,57,57,60,61,58,55,60,58,56,56,57,56,65,67,67,68,56,65,65,65,54,74,55,55,55,62,63,62
Intensity,69,45,52,52,16,10,13,17,15,74,8,67,81,67,84,4,78,84,77,9,88,79,77,81,84,81,84,90,87,76,48,83,85,73,89,79,83,79,82,74,78,66,40,56,40,38,57,54,84,74,69,77,70,47,69,43,63,85,83,80,77,70,52,77,66,66,43,68,47,10,87,90,65,38,24,83,83,74,84,56,74,73,63,70,65,72,78,75,85,83,71,68,67,67,52,47,25,65,42,41,49,74,53,55,63,57,51,57,59,28,84,76,78,65,62,65,62,62,61,67,50,61,65,62,58,52
Duration,3.740104166666667,0.01875,0.01875,0.024479166666666666,0.021354166666666667,0.109375,0.0078125,0.48020833333333335,0.03177083333333333,0.49322916666666666,0.03229166666666666,0.546875,0.41875,0.090625,0.37864583333333335,0.06927083333333334,0.08802083333333333,0.7411458333333333,0.053125,0.06145833333333333,0.04791666666666666,0.06927083333333334,0.05625,0.06927083333333334,0.06666666666666667,0.058333333333333334,0.01614583333333333,0.03697916666666667,0.02395833333333333,0.058333333333333334,0.01875,0.042708333333333334,0.05625,0.021354166666666667,0.6770833333333334,0.03958333333333333,0.03177083333333333,0.029166666666666667,0.03697916666666667,0.0109375,0.01614583333333333,0.027083333333333334,0.01614583333333333,0.01614583333333333,0.01614583333333333,0.013541666666666667,0.0296875,0.0109375,0.69375,0.034895833333333334,0.015625,0.021354166666666667,0.021354166666666667,0.02395833333333333,0.0484375,0.01614583333333333,0.010416666666666666,0.0640625,0.04791666666666666,0.027083333333333334,0.008333333333333333,0.029166666666666667,0.01875,0.04791666666666666,0.013020833333333334,0.03177083333333333,0.0453125,0.0109375,0.0296875,0.6427083333333333,0.042708333333333334,0.03229166666666666,0.01614583333333333,0.013020833333333334,0.013541666666666667,0.050520833333333334,0.021354166666666667,0.01875,0.08802083333333333,0.02395833333333333,0.05572916666666666,0.0265625,0.04010416666666666,0.03229166666666666,0.04791666666666666,0.053125,0.0828125,0.029166666666666667,1.215625,0.0296875,0.0078125,0.021354166666666667,0.0265625,0.0265625,0.071875,0.013020833333333334,0.0796875,0.0828125,0.042708333333333334,0.021354166666666667,0.010416666666666666,0.6453125,0.029166666666666667,0.01614583333333333,0.0375,0.013541666666666667,0.013020833333333334,0.010416666666666666,0.01614583333333333,0.2557291666666667,0.61875,0.0828125,0.029166666666666667,0.02395833333333333,0.01875,0.290625,0.0640625,0.03229166666666666,0.06666666666666667,0.0375,0.042708333333333334,0.11770833333333333,0.013541666666666667,0.5760416666666667,0.03177083333333333,0.0265625
Pitch Entropy,4.431785159814103
Intensity Entropy,5.534393269450983
Duration Entropy,5.524306411936703
