Second,Note Count
4,3
6,1
7,1
9,1
12,2
13,1
16,1
17,1
20,1
27,3
28,2
29,3
30,1
31,3
32,3
33,3
34,4
35,4
36,4
38,2
39,3
40,1
44,1
45,3
46,2
47,2
48,1
49,3
50,4
51,3
52,2
53,1
55,1
56,1
57,2
