File Name,Note Density (notes/second)
impro07-01-audioinfluencer.csv,1.106407592761255
impro07-02-audioinfluencer.csv,0.5209368908584934
impro07-03-audioinfluencer.csv,1.9517733668235155
impro07-04-audioinfluencer.csv,1.4796975708186837
impro07-05-audioinfluencer.csv,2.837330501492046
impro07-06-audioinfluencer.csv,2.1132443702536
impro07-07-audioinfluencer.csv,0.8101376575781036
impro07-08-audioinfluencer.csv,1.0256646490876813
impro07-09-audioinfluencer.csv,0.8921088717219019
impro07-10-audioinfluencer.csv,0.6649697434504104
impro07-11-audioinfluencer.csv,1.4000033600080641
impro07-12-audioinfluencer.csv,1.381965913263178
impro07-13-audioinfluencer.csv,1.7124877652262995
impro07-14-audioinfluencer.csv,2.375124341643834
impro07-15-audioinfluencer.csv,0.5564906190605693
impro07-16-audioinfluencer.csv,1.4016648137843317
impro07-17-audioinfluencer.csv,0.383012515666669
impro07-18-audioinfluencer.csv,1.6246057038581339
