File Name,Average Note Distance (seconds)
impro07-01-audioinfluencer.csv,0.917948328125
impro07-02-audioinfluencer.csv,1.9907152962962964
impro07-03-audioinfluencer.csv,0.518759
impro07-04-audioinfluencer.csv,0.6868926885245902
impro07-05-audioinfluencer.csv,0.355933504950495
impro07-06-audioinfluencer.csv,0.47702221774193554
impro07-07-audioinfluencer.csv,1.2606210638297872
impro07-08-audioinfluencer.csv,0.9966437111111112
impro07-09-audioinfluencer.csv,1.1476284523809526
impro07-10-audioinfluencer.csv,1.5434022368421052
impro07-11-audioinfluencer.csv,0.7246359420289855
impro07-12-audioinfluencer.csv,0.7375223653846152
impro07-13-audioinfluencer.csv,0.5912451000000001
impro07-14-audioinfluencer.csv,0.4250025754716982
impro07-15-audioinfluencer.csv,1.8531309687500002
impro07-16-audioinfluencer.csv,0.7242469848484848
impro07-17-audioinfluencer.csv,2.7295571363636366
impro07-18-audioinfluencer.csv,0.621568617647059
