Duration (s),Frequency
0.06927083333333339,1
0.3729166666666668,1
1.0187499999999998,1
1.2374999999999998,1
0.7197916666666666,1
1.216145833333333,1
0.8161458333333336,2
0.05833333333333357,5
0.032291666666667496,1
0.02656250000000071,6
0.13333333333333286,2
0.04270833333333357,4
0.5812500000000007,1
0.1281250000000007,3
0.4479166666666661,1
0.3145833333333332,1
0.053645833333332504,1
0.9708333333333332,1
0.03177083333333286,13
0.6932291666666668,1
0.4052083333333325,1
0.0692708333333325,1
0.14427083333333357,2
0.07447916666666643,4
0.3739583333333325,1
0.04218750000000071,2
0.13906249999999964,1
0.1171875,3
0.3468750000000007,2
0.09062499999999929,5
0.02708333333333357,4
0.0635416666666675,1
0.047916666666667496,1
0.4854166666666675,1
0.8640624999999993,1
0.08020833333333321,1
0.37916666666666643,1
0.7468749999999993,1
0.9546874999999986,1
0.4854166666666657,1
0.8802083333333321,1
0.20260416666666714,7
0.05312500000000142,5
0.14947916666666572,4
0.06406249999999858,7
0.5651041666666679,2
0.08541666666666714,4
0.10104166666666714,1
0.07499999999999929,3
0.14895833333333286,5
0.03229166666666572,2
0.9703124999999986,2
0.32552083333333215,2
0.46927083333333286,2
0.06927083333333428,4
0.06354166666666572,3
0.06979166666666714,1
0.10677083333333215,1
0.138541666666665,2
0.18645833333333428,5
0.05885416666666643,3
0.27708333333333357,1
0.11250000000000071,1
0.23958333333333215,2
0.2510416666666657,1
0.04791666666666572,2
0.10624999999999929,2
0.28854166666666714,2
0.15989583333333357,2
0.29322916666666643,1
0.15468750000000142,6
0.9869791666666679,1
0.16041666666666643,2
0.15520833333333428,1
0.07968749999999858,2
0.12239583333333215,3
0.12291666666666501,1
0.09635416666666785,2
0.3838541666666657,2
0.04843749999999858,3
0.6401041666666671,1
0.3682291666666657,2
0.31979166666666714,1
0.27760416666666643,2
0.255729166666665,1
0.20833333333333215,1
0.197395833333335,1
0.03697916666666501,1
0.224479166666665,1
0.2078124999999993,1
0.09114583333333215,1
0.09583333333333499,1
0.21354166666666785,2
0.30416666666666714,3
0.9385416666666657,1
0.2083333333333357,2
0.18124999999999858,2
0.24531249999999716,6
0.19218750000000284,1
0.03697916666666856,1
0.12812499999999716,1
0.026562499999997158,1
0.14374999999999716,1
0.027083333333330017,1
0.17031250000000142,2
0.14427083333333002,1
0.19739583333333144,4
0.2135416666666643,2
0.16510416666666572,2
0.3999999999999986,2
0.04270833333333002,1
1.0562499999999986,1
2.0796874999999986,2
0.0963541666666643,2
1.03489583333333,2
1.3968750000000014,2
0.9442708333333343,2
0.96510416666667,1
0.5546875,1
0.6880208333333329,2
0.09062500000000284,5
0.1223958333333357,2
0.1119791666666643,2
0.27760416666667,2
0.5177083333333314,2
0.37864583333333,2
0.24010416666666856,2
0.2291666666666643,3
0.3307291666666643,2
0.5171874999999986,2
1.3656250000000014,2
1.3812500000000014,1
0.6453125000000028,1
1.1572916666666657,2
0.18697916666666714,2
1.1307291666666686,1
0.47968749999999716,1
0.5229166666666671,1
0.15989583333333002,1
0.671875,1
0.421875,1
0.17604166666666998,1
3.5625,1
