time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,stopped
1.949202,49,0.266144,0.218563,0.312004,0.272565,0.188097,0.181747,0.390917,0.760217,0.766870,0.523104,0.386910,0.338581,
2.098158,49,0.261409,0.231014,0.320615,0.331217,0.265346,0.291672,0.446348,0.706255,0.833937,0.525422,0.298172,0.290215,
2.248476,49,0.202540,0.308525,0.406894,0.520084,0.376512,0.348786,0.434771,0.584323,0.802928,0.535909,0.253656,0.204665,
2.401008,49,0.138555,0.212730,0.295906,0.537058,0.525306,0.313873,0.330974,0.419218,0.576201,0.366134,0.211313,0.175786,
2.598493,49,0.091482,0.130765,0.296671,0.466591,0.517317,0.615712,0.324121,0.274532,0.423340,0.322839,0.123815,0.104837,
2.798804,49,0.078828,0.087231,0.187210,0.692763,0.365933,0.776235,0.440052,0.200054,0.259834,0.245860,0.082177,0.062841,
2.948654,49,0.072479,0.068247,0.134503,0.804288,0.286021,0.783769,0.465654,0.165757,0.180291,0.185244,0.059912,0.045080,
3.098449,49,0.066888,0.050686,0.120718,0.878244,0.236645,0.722560,0.412124,0.141843,0.121538,0.131921,0.039875,0.033024,
3.248535,49,0.057600,0.037440,0.350251,0.850080,0.255131,0.680278,0.352363,0.132617,0.083935,0.091635,0.026127,0.025568,
3.449515,49,0.052242,0.031067,0.576729,0.622356,0.429347,0.733391,0.311810,0.125188,0.094404,0.065135,0.024319,0.031934,
3.598985,49,0.043560,0.046181,0.413718,0.623934,0.589457,0.573818,0.224998,0.108938,0.099136,0.062367,0.065099,0.056086,
3.749650,49,0.035077,0.042370,0.356546,0.628011,0.534861,0.449990,0.160207,0.097803,0.159098,0.339844,0.294259,0.064207,
3.898633,49,0.022883,0.027525,0.232084,0.473209,0.419024,0.325675,0.124703,0.141047,0.407101,0.520150,0.229921,0.044082,
4.150630,49,0.057785,0.015463,0.113185,0.392834,0.453735,0.348317,0.218547,0.482028,0.574069,0.331911,0.118742,0.084272,
4.298608,49,0.061031,0.015163,0.073088,0.508902,0.581237,0.410714,0.387379,0.509420,0.522804,0.329031,0.169379,0.138050,
4.598542,49,0.040721,0.041514,0.118555,0.478472,0.652845,0.393694,0.240111,0.340741,0.484960,0.629961,0.206940,0.056000,
4.802509,49,0.099197,0.084730,0.174585,0.659818,0.583403,0.309676,0.193893,0.467543,0.728212,0.568542,0.130591,0.090921,
4.998844,49,0.114765,0.089484,0.211568,0.714973,0.501510,0.297833,0.293398,0.671411,0.724733,0.399572,0.133549,0.180859,
5.198302,49,0.097253,0.084062,0.238226,0.567227,0.360670,0.285059,0.444781,0.827452,0.608564,0.249538,0.107740,0.206008,
5.348895,49,0.098007,0.129986,0.342326,0.569374,0.348285,0.297179,0.520288,0.892654,0.585960,0.243683,0.106900,0.193290,
5.602255,49,0.078852,0.201491,0.343589,0.484227,0.307870,0.357664,0.766878,0.860345,0.373334,0.176252,0.135788,0.145770,
5.749783,49,0.069378,0.246048,0.326383,0.420413,0.328377,0.417760,0.854375,0.821834,0.312284,0.170955,0.149946,0.135265,
5.948987,49,0.073888,0.340442,0.450518,0.368314,0.371366,0.477617,0.920893,0.836152,0.273679,0.131404,0.206674,0.162361,
6.098457,49,0.165363,0.335570,0.447706,0.518285,0.508070,0.519031,0.809272,0.746737,0.277515,0.122589,0.190246,0.199914,
6.248931,49,0.158547,0.275257,0.394999,0.409779,0.557007,0.682497,0.750928,0.620122,0.238808,0.115055,0.180569,0.173498,
6.448257,49,0.292945,0.221120,0.297376,0.461322,0.483509,0.683894,0.853120,0.619622,0.195963,0.169381,0.154454,0.318881,
6.598722,49,0.453715,0.250916,0.359190,0.418480,0.666040,0.565916,0.875055,0.550504,0.198232,0.163648,0.153337,0.282019,
6.700754,49,0.589562,0.289408,0.502714,0.425480,0.719611,0.469998,0.794887,0.463111,0.184546,0.199452,0.189281,0.286296,
6.850329,49,0.634395,0.252074,0.642522,0.383984,0.726411,0.352999,0.611698,0.401880,0.183806,0.165751,0.147957,0.228686,
7.049088,49,0.669768,0.395634,0.787206,0.436825,0.817755,0.267412,0.409254,0.333001,0.202445,0.117796,0.116577,0.150037,
7.248659,49,0.503538,0.661608,0.591139,0.654601,0.631150,0.355753,0.273578,0.277456,0.340553,0.161145,0.082781,0.104825,
7.398941,49,0.510580,0.764623,0.504794,0.620635,0.648131,0.475173,0.200709,0.307322,0.437091,0.137768,0.073441,0.083380,
7.549305,49,0.530643,0.564918,0.437477,0.562295,0.753948,0.397648,0.246111,0.501701,0.350619,0.146064,0.102042,0.144905,
7.749151,49,0.331185,0.338446,0.346608,0.450157,0.557496,0.595985,0.414266,0.348336,0.328207,0.216410,0.315191,0.249866,
7.898344,49,0.234473,0.309533,0.283387,0.410254,0.662467,0.664018,0.333528,0.329151,0.263486,0.340089,0.370641,0.195156,
8.048741,49,0.357133,0.309375,0.235457,0.546552,0.745205,0.544971,0.356319,0.262856,0.429803,0.292887,0.332301,0.228504,
8.198745,49,0.351448,0.257340,0.262179,0.613274,0.681541,0.479704,0.332757,0.369247,0.600856,0.300265,0.305971,0.282020,
8.348229,49,0.359073,0.295295,0.304770,0.592512,0.602118,0.475682,0.342128,0.530913,0.545645,0.324329,0.316379,0.456948,
8.548375,49,0.491434,0.486055,0.292491,0.563937,0.491440,0.436856,0.276349,0.614295,0.519625,0.397894,0.341757,0.722437,
8.698779,49,0.535099,0.615504,0.339150,0.561482,0.410805,0.403711,0.272863,0.658224,0.485396,0.443106,0.322538,0.827135,
8.848289,49,0.634004,0.652185,0.309994,0.583453,0.443762,0.369501,0.252663,0.569957,0.533767,0.433608,0.358341,0.815959,
8.998511,49,0.725049,0.607942,0.249425,0.652509,0.571194,0.328566,0.274010,0.439150,0.587209,0.490643,0.381560,0.750326,
9.149342,49,0.800938,0.675770,0.305204,0.680440,0.521983,0.286094,0.241922,0.393214,0.552428,0.391014,0.414759,0.651575,
9.298380,49,0.813077,0.686027,0.335978,0.712021,0.541210,0.250315,0.280934,0.342303,0.554260,0.320877,0.413566,0.497110,
9.448538,49,0.830502,0.717930,0.333721,0.690957,0.486183,0.222919,0.274045,0.285715,0.651256,0.242586,0.396258,0.482068,
9.601772,49,0.835302,0.728739,0.325476,0.677541,0.464687,0.208085,0.260657,0.238067,0.738363,0.185031,0.360692,0.446716,
12.448975,49,0.075456,0.372018,0.080237,0.149069,0.217271,0.188955,0.794329,0.630946,0.466022,0.173615,0.257397,0.070159,
12.648564,49,0.323885,0.504391,0.224110,0.250841,0.224911,0.428549,0.682970,0.651063,0.476447,0.325179,0.355152,0.212231,
12.848252,49,0.497843,0.592056,0.437731,0.338675,0.247316,0.683559,0.552259,0.523812,0.452260,0.423592,0.465088,0.424105,
12.998486,49,0.571431,0.616802,0.448680,0.454453,0.324602,0.780780,0.539921,0.623546,0.498168,0.374561,0.450512,0.454989,
13.249372,49,0.452042,0.475915,0.329108,0.346944,0.309345,0.545490,0.384036,0.516841,0.755498,0.268972,0.316792,0.364040,
13.448551,49,0.490471,0.482692,0.466475,0.323112,0.405850,0.428278,0.347616,0.524348,0.860388,0.362513,0.348903,0.373256,
