time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
1.999675,58,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.349053,107,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.245123,0.000000,0.000000,0.000000,0.000000,1.470736
2.448223,98,0.075000,0.000000,1.527778,0.300000,0.000000,0.000000,0.223049,0.000000,1.527778,0.300000,0.000000,1.338294
2.598493,68,0.116896,0.000000,1.360125,0.467583,0.000000,0.000000,0.146343,0.000000,2.778026,0.209250,0.000000,0.878055
2.798804,89,0.258333,0.000000,0.803140,0.298385,0.000000,1.547068,0.086414,0.000000,1.849790,0.064583,0.000000,0.518483
2.998476,66,0.174825,0.258333,0.437766,0.176193,0.000000,1.134062,1.598094,0.000000,0.909880,0.000000,0.064583,0.306159
3.148990,108,1.722222,0.194250,0.287218,0.067731,0.000000,0.744058,1.260069,0.287037,0.596972,0.000000,0.000000,0.200871
3.349513,108,1.535320,0.114703,0.113066,0.258333,0.000000,0.405494,0.744058,0.245123,1.547068,0.000000,0.000000,0.079075
3.548894,108,1.567167,0.132314,0.066765,0.253252,0.258333,0.239440,0.405494,0.250642,1.646135,1.547068,0.000000,0.000000
4.698703,93,0.161090,0.062500,0.000000,0.312503,0.249999,0.000000,0.250011,0.000000,1.625001,1.624990,0.000000,1.625072
4.849520,87,0.115310,0.050625,0.000000,1.916367,0.202499,0.000000,0.202504,0.071759,1.316250,1.316247,0.287037,1.316276
5.049361,92,0.066615,0.000000,0.000000,1.737197,0.119574,0.000000,0.119577,0.061281,2.449441,0.777230,0.245123,0.777248
5.198302,96,1.547068,0.064583,0.000000,1.360974,0.322917,0.000000,0.078454,0.258333,2.116851,1.547068,0.184620,0.470725
5.348895,100,1.593298,0.000000,0.000000,0.930447,1.865741,0.000000,0.051474,0.245123,1.632695,1.260069,0.121129,0.595880
5.602255,86,1.056918,0.000000,1.731996,0.494478,1.136362,0.000000,0.066615,1.894599,0.867681,0.678032,0.064373,0.405572
5.798795,74,0.576092,0.000000,2.120526,0.291984,0.671011,0.000000,0.064583,1.315307,0.448095,0.445917,0.000000,0.167845
6.098457,97,0.183695,1.672554,1.634393,0.072724,0.197503,0.064329,0.062861,0.538323,0.440735,0.251445,0.000000,0.000000
6.401643,74,0.152190,0.846744,1.624450,0.257316,0.094465,0.000000,0.062479,0.257478,1.861308,0.249915,0.000000,0.000000
6.649227,74,0.062661,0.415379,3.060686,0.250642,0.050203,0.000000,0.122452,0.091223,1.629175,0.489807,0.000000,0.000000
7.800902,76,0.000000,0.000000,1.721556,0.000000,1.625072,0.000000,0.062500,0.000000,0.161092,0.250000,0.000000,0.250011
7.898344,80,0.071759,0.000000,1.386639,0.287037,1.316211,0.000000,0.050625,0.000000,1.937613,0.202500,0.000000,0.202494
8.048741,43,0.053958,0.000000,1.150629,0.215833,0.863566,0.000000,0.000000,1.865741,1.402917,0.132860,0.000000,0.204616
8.248541,81,0.000000,0.064583,0.715839,0.127447,0.729035,0.000000,0.000000,1.593298,0.828408,1.547068,0.000000,0.139731
8.401384,84,1.547068,0.061281,0.493457,0.083618,0.618534,0.000000,0.000000,1.458366,0.501710,1.593298,0.000000,0.051471
8.652113,84,1.610910,0.000000,0.262243,1.731996,0.388684,0.000000,0.000000,0.836521,0.266629,1.056918,0.266461,0.000000
8.751908,84,1.629175,0.000000,0.151292,1.668298,0.260962,0.000000,0.300000,0.679797,0.194373,0.770493,0.245123,1.527778
