time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
4.447553,96,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.597228,72,1.624952,0.062498,0.000000,0.000000,1.812446,0.000000,0.000000,0.249993,0.062498,1.624952,0.000000,0.249993
6.996271,71,1.750007,1.625006,1.625006,0.312501,0.114836,1.625006,1.875007,0.250001,1.750007,0.364837,0.062500,1.625006
8.300730,60,0.064611,0.314611,0.064611,1.625014,0.000000,0.064611,1.625000,0.062501,0.064611,0.000000,0.312502,0.064611
9.197237,69,0.000000,0.312394,0.000000,0.250156,0.249915,0.000000,1.791222,0.000000,0.000000,1.624450,0.062479,0.000000
9.996463,69,0.000000,0.051465,0.000000,0.000000,0.051465,0.000000,0.308790,0.000000,0.000000,0.308790,0.000000,0.000000
13.447194,83,0.052335,0.000000,0.000000,0.000000,0.052335,0.000000,0.000000,0.000000,0.052335,0.000000,0.000000,0.052335
15.246666,74,0.062500,0.000000,1.625000,0.250000,0.000000,0.000000,0.062500,0.000000,1.625000,0.250000,0.000000,0.000000
24.597555,74,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26.096006,77,0.249999,0.000000,1.624996,0.000000,0.000000,1.624996,0.062500,1.624996,0.000000,0.312499,0.000000,0.062500
26.998945,66,0.000000,1.750395,0.225142,0.000000,0.000000,0.225142,2.625592,0.225142,0.250056,0.000000,0.125028,0.000000
27.846596,66,0.062479,1.750000,0.000000,0.249915,0.000000,0.062500,2.625000,0.000000,1.874450,0.000000,0.125000,0.000000
28.597412,63,0.000000,0.360309,0.062452,1.623763,1.623763,0.249810,0.514728,0.062452,0.371359,0.000000,1.748668,0.249810
29.699278,63,0.249983,1.624891,0.062500,1.625000,1.625000,1.937387,0.000000,0.062500,0.249983,0.062496,1.750000,0.250000
30.446648,55,0.051471,1.623763,0.249810,1.807695,0.308837,0.371280,0.000000,1.623763,0.301281,0.000000,0.404228,0.113925
36.196293,55,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37.546478,67,1.624990,0.000000,0.249999,0.000000,0.062500,0.000000,0.000000,1.624990,0.000000,0.000000,0.000000,0.062500
38.646057,67,2.625072,0.000000,1.750067,0.000000,0.125003,0.000000,0.062503,1.625000,0.000000,0.250011,0.000000,0.062500
39.395943,67,2.625000,0.000000,3.251713,0.000000,0.125000,0.000000,0.125071,1.625000,0.000000,0.500285,0.000000,0.062500
44.997917,54,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
45.747086,80,1.686215,0.000000,0.000000,0.249810,1.623763,0.000000,0.000000,0.249810,1.623763,0.000000,0.000000,0.249810
46.550903,79,0.278094,0.312659,0.250127,1.688356,0.528221,0.000000,1.875952,1.625825,0.278094,1.625825,0.312659,3.314181
47.350544,69,0.250127,1.688356,0.000000,0.277859,0.250127,1.625825,1.778620,0.277859,0.250127,1.903684,0.062532,0.555718
49.946751,54,0.549169,1.019884,0.000000,0.941432,0.156905,0.549169,0.549169,0.078453,0.156905,0.941432,0.549169,0.470716
55.246468,80,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
58.696724,86,0.052335,0.000000,0.052335,0.052335,0.000000,0.000000,0.000000,0.000000,0.052335,0.000000,0.000000,0.000000
