Duration (s),Frequency
1.7703124999999993,1
4.234895833333333,1
1.4187500000000028,1
4.373437500000001,1
0.05833333333333002,1
0.03750000000000142,1
0.7786458333333357,1
0.14947916666666572,2
0.35729166666666856,1
0.07447916666666998,1
0.45364583333333286,1
0.15468750000000142,1
0.8848958333333314,1
9.4296875,1
0.03697916666666856,2
0.07500000000000284,1
2.8213541666666657,1
0.08541666666666714,1
0.12812499999999716,1
0.14427083333333002,1
0.5223958333333343,1
0.03229166666666572,2
0.05312500000000142,2
2.5494791666666643,1
0.09062500000000284,2
0.07968749999999858,1
0.0911458333333357,1
0.17552083333333002,1
0.34166666666666856,1
0.04791666666666572,1
0.27760416666667,1
0.03177083333333286,1
0.11770833333333286,1
1.0343749999999972,1
0.9385416666666657,1
0.04270833333333002,1
1.2479166666666615,1
0.1119791666666714,1
0.05885416666666288,1
0.04218749999999716,1
0.6026041666666657,1
0.05364583333333428,1
0.053124999999994316,1
0.2776041666666629,1
