Time (s),Frequency
1.9583333333333333,1
5.1875,2
5.318229166666667,2
5.7421875,2
5.8703125,2
6.355729166666666,2
6.5453125,2
8.718229166666667,2
8.808854166666666,2
8.846354166666666,2
9.248958333333333,2
9.40625,2
13.241145833333334,1
16.489062500000003,1
18.390625000000004,1
18.49166666666667,1
18.966145833333336,1
19.051562500000003,1
19.598437500000003,2
20.05416666666667,1
20.081250000000004,1
20.560937500000005,1
20.635937500000004,1
20.998437500000005,1
21.04895833333334,1
21.105208333333337,1
21.217187500000005,1
21.326562500000005,2
23.139583333333338,1
23.219791666666673,1
24.598437500000006,1
24.665104166666673,1
25.06770833333334,1
25.12083333333334,1
25.555729166666673,1
25.59583333333334,1
27.193229166666672,1
28.032812500000006,1
28.219791666666673,1
28.345312500000006,1
28.38489583333334,1
28.472916666666674,1
28.56614583333334,1
28.617187500000007,1
28.715625000000006,1
28.77708333333334,1
29.110416666666673,1
29.16614583333334,1
29.577083333333338,1
29.648958333333336,1
29.920833333333338,1
30.008854166666673,1
30.326562500000005,2
30.715625000000006,1
30.742187500000007,1
30.811979166666674,2
31.051562500000006,1
31.147916666666674,1
32.27864583333334,1
32.931770833333346,1
32.97708333333335,2
33.26510416666668,1
33.33177083333335,1
33.518229166666686,2
33.67552083333335,1
33.72395833333335,1
33.953125000000014,1
33.97708333333335,1
35.150520833333346,1
35.193229166666676,1
35.51302083333334,1
35.53177083333334,1
36.17187500000001,1
36.28125000000001,1
39.07291666666667,1
39.90260416666667,1
40.134375000000006,2
40.529166666666676,2
42.64895833333334,1
43.310416666666676,1
45.67291666666667,1
46.1609375,1
48.83020833333334,1
49.54531250000001,1
50.72656250000001,1
50.78750000000001,1
51.27031250000001,2
51.55312500000001,2
51.77968750000001,1
51.811979166666674,1
52.081250000000004,1
52.11822916666667,1
54.34791666666667,1
55.65729166666667,1
56.25989583333334,1
56.32916666666667,1
56.62239583333334,2
56.90781250000001,2
57.20104166666668,1
57.23593750000001,1
57.52656250000001,2
57.843750000000014,1
57.87031250000001,1
58.14791666666668,2
58.44114583333335,2
58.793229166666684,1
58.82760416666668,1
58.87864583333335,1
58.93437500000002,1
59.59843750000002,2
61.90781250000002,1
62.65989583333335,1
63.61718750000002,1
63.65156250000002,1
64.74531250000001,1
