time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,stopped
2.599037,58,0.131045,0.198267,0.251188,0.440589,0.341075,0.419189,0.335663,0.454521,0.360684,0.357181,0.272562,0.183325,
3.249162,77,0.079376,0.034497,0.053925,0.074835,0.095345,0.926563,0.128921,0.082136,0.062458,0.065918,0.051200,0.044382,
4.398789,77,0.246370,0.234137,0.292587,0.380246,0.321179,0.886661,0.390235,0.326511,0.371640,0.460880,0.345063,0.277787,
5.048918,77,0.140211,0.076968,0.111506,0.100657,0.122386,0.978115,0.168532,0.132686,0.108597,0.120195,0.117301,0.082589,
6.049504,72,0.498155,0.275349,0.550962,0.402996,0.198784,0.435415,0.335465,0.575163,0.592120,0.498316,0.388592,0.425941,
6.249677,77,0.413323,0.144973,0.290163,0.213099,0.142648,0.703525,0.180926,0.303420,0.311982,0.266791,0.204952,0.230587,
6.649125,72,0.800895,0.190153,0.125863,0.094375,0.071651,0.309158,0.099429,0.171267,0.145366,0.120412,0.092826,0.148963,
6.899789,76,0.603910,0.098467,0.075931,0.056476,0.325455,0.646607,0.063811,0.091107,0.084855,0.074182,0.054588,0.155473,
7.348829,77,0.392305,0.136083,0.183921,0.166081,0.415501,0.722941,0.274419,0.241423,0.215707,0.233570,0.152659,0.286441,
7.749039,72,0.831087,0.092985,0.054225,0.050665,0.122242,0.202033,0.101573,0.153144,0.061361,0.066541,0.044142,0.191444,
8.149927,72,0.891933,0.059544,0.017460,0.017935,0.070334,0.204731,0.032729,0.070517,0.018532,0.020514,0.014930,0.099519,
8.999013,72,0.408330,0.131015,0.159109,0.228043,0.193209,0.290535,0.263758,0.351071,0.426345,0.653797,0.252808,0.208070,
9.149272,77,0.425048,0.081957,0.100143,0.144337,0.176266,0.558627,0.166148,0.219360,0.267963,0.417894,0.157427,0.163024,
9.299782,77,0.319376,0.051059,0.062301,0.089811,0.264207,0.712549,0.104321,0.136468,0.167687,0.261091,0.097938,0.124583,
9.848874,72,0.774456,0.152837,0.094482,0.023309,0.064191,0.163749,0.027506,0.044429,0.044286,0.143835,0.023464,0.038864,
9.999648,73,0.466896,0.128202,0.411927,0.014896,0.038603,0.103465,0.052110,0.026721,0.042137,0.475547,0.015039,0.023956,
10.198822,74,0.254042,0.252519,0.600744,0.020860,0.027930,0.070624,0.034013,0.014721,0.066762,0.482750,0.009606,0.013351,
10.599159,72,0.644770,0.093643,0.177514,0.009457,0.017252,0.224000,0.013774,0.020295,0.020522,0.142016,0.004984,0.043886,
10.999757,72,0.898667,0.042983,0.050698,0.003804,0.013836,0.063912,0.005204,0.042490,0.006045,0.040568,0.001743,0.100014,
11.348753,77,0.418967,0.021837,0.017414,0.001520,0.044058,0.652192,0.009316,0.014452,0.002124,0.015063,0.000999,0.041670,
