Duration (s),Frequency
5.479687500000001,2
1.5333333333333332,1
0.02395833333333286,4
1.216145833333334,2
2.421354166666667,1
1.4078125000000004,1
0.11770833333333286,7
0.0635416666666675,1
0.10677083333333393,1
0.02656250000000071,3
0.09635416666666607,1
0.036979166666666785,1
0.09062499999999929,1
0.048437500000000355,1
0.247916666666665,1
0.01614583333333286,1
0.23177083333333215,2
0.5093749999999986,2
2.3546875000000007,2
1.0401041666666657,2
1.6078125000000014,2
2.242708333333333,1
0.970833333333335,1
0.10104166666666714,5
0.05052083333333357,1
0.11197916666666785,1
0.03750000000000142,5
0.09895833333333215,1
0.05572916666666572,1
0.03489583333333357,1
0.03437500000000071,2
0.08020833333333499,1
0.04791666666666572,4
0.01875000000000071,1
0.10885416666666714,6
0.7494791666666671,2
0.65625,2
0.40260416666666643,1
1.2984374999999986,2
0.03229166666666572,4
1.3625000000000007,1
0.4776041666666657,2
0.8374999999999986,1
1.1921874999999993,2
1.28541666666667,1
0.9890625000000028,1
0.13333333333333286,3
0.06406249999999858,7
0.1015625,3
0.03958333333333286,1
0.03489583333333002,2
0.09062500000000284,11
0.04270833333333002,8
0.06927083333333428,7
0.03697916666666856,1
0.04843749999999858,3
0.05833333333333002,3
0.0963541666666643,4
0.15989583333333002,2
0.6026041666666657,2
0.2718750000000014,1
0.4130208333333343,1
0.5708333333333329,1
2.2718750000000014,2
0.19218750000000284,2
0.17083333333333428,2
0.1171875,6
0.08802083333333144,12
0.07500000000000284,4
0.03437499999999716,4
0.09375,6
0.10625000000000284,8
0.07708333333333428,8
0.09583333333333144,4
0.08229166666666998,8
0.12291666666666856,4
0.06145833333333428,4
0.06093750000000142,4
0.10364583333333144,4
0.05885416666666998,8
0.15729166666666572,2
0.04583333333333428,2
0.06666666666666998,2
0.08020833333333144,5
0.08281250000000284,8
0.08541666666666714,8
0.11510416666666856,2
0.04531250000000142,10
0.109375,12
0.0989583333333357,2
0.07447916666666998,6
0.026562499999997158,5
0.09322916666666714,6
0.1119791666666643,4
0.05312500000000142,2
0.1145833333333357,2
0.12031249999999716,2
0.12812499999999716,3
0.07968749999999858,8
0.1067708333333357,8
0.13593749999999716,2
0.05364583333333428,5
0.1223958333333357,2
0.07239583333333144,2
0.09843750000000284,4
0.1041666666666643,3
0.08489583333333428,3
0.16041666666666998,2
0.027083333333330017,2
0.18958333333333144,2
0.018749999999997158,3
0.24791666666666856,2
0.4375,2
0.2958333333333343,1
0.04010416666666572,4
0.47187499999999716,2
0.6828124999999972,2
0.17343749999999858,3
0.2265625,1
0.9067708333333329,1
0.1197916666666643,1
0.14374999999999716,1
0.02135416666666856,2
0.18645833333333428,2
0.7708333333333357,2
0.19739583333333144,2
0.17864583333333428,2
0.125,2
0.18124999999999858,2
0.14427083333333002,2
0.14166666666666572,2
0.15468750000000142,2
0.12552083333333286,2
0.5786458333333329,1
0.7171875000000014,1
0.2666666666666657,2
0.6239583333333343,2
0.15208333333333002,2
0.69895833333333,1
