all_features
File Name;Lowest MIDI;Lowest Note;Highest MIDI;Highest Note;Note Difference;Average MIDI Pitch;Average Note Pitch;Pitch Std Dev;Lowest Velocity;Highest Velocity;Velocity Range;Average Velocity;Velocity Std Dev;Pitch Entropy;Intensity Entropy;Duration Entropy;Note Density;Average Note Distance;Note Time Std Dev;Average Duration;Corpus;Output
impro10-01-audioinfluencer.mid;63;D#4;81;A5;18;73.6;D5;5.184998604273273;40;81;41;62.75;9.054658585792353;3.1393538721672005;3.6464393446710153;3.8464393446710154;0.4895930030501399;2.1500135263157896;1.800027035317448;2.04251285;RO;PT
impro10-02-audioinfluencer.mid;54;F#3;83;B5;29;68.01219512195122;G#4;8.033101122260925;1;81;80;61.69512195121951;15.023182928180908;4.200429640330014;4.876355517954655;5.419822090110999;2.397721603059352;0.42221151851851857;0.19311713729721322;0.41706259756097563;RV;DK
impro10-03-audioinfluencer.mid;44;G#2;86;D6;42;74.46153846153847;D5;9.202432624810571;1;90;89;38.51923076923077;23.3855078171775;2.8432097056743864;5.325251737288654;4.8088141801295485;0.9629527806289309;1.058834725490196;0.6293176293145599;1.038472519230769;O;DK
impro10-04-audioinfluencer.mid;39;D#2;89;F6;50;67.75396825396825;G#4;5.636656503710408;14;89;75;55.317460317460316;14.313034648703702;3.192819193868714;5.584834237285452;4.876018133184154;6.857297916042673;0.14641103187250998;0.11685505409553575;0.1458300357142857;RO;PT
impro10-05-audioinfluencer.mid;37;C#2;87;D#6;50;64.75555555555556;F4;13.101276057828654;11;88;77;53.82222222222222;14.334143740303318;3.758963778179422;4.605757474531291;4.880524762900187;0.9384780505416729;1.0897721818181818;0.72666887488672;1.0655550222222223;O;PT
impro10-06-audioinfluencer.mid;46;A#2;89;F6;43;70.21186440677967;A#4;8.886609243390035;12;89;77;67.95762711864407;14.308203413412887;4.500269143713616;5.205629731995126;5.882530604714847;3.66462677391228;0.2752113846153846;0.1961920863408515;0.27287908474576267;O;DK
impro10-07-audioinfluencer.mid;42;F#2;74;D5;32;61.916666666666664;D4;11.213022966977773;16;70;54;52.708333333333336;12.719308043342973;2.7295739585136225;4.136842188131012;4.001629167387823;0.7692111691384786;1.3565563043478261;0.3933274867236176;1.3000331250000001;RV;PT
impro10-08-audioinfluencer.mid;42;F#2;86;D6;44;66.08928571428571;F#4;7.529447464951154;2;90;88;58.24404761904762;15.614555248692975;4.3313647071333055;5.516353346311757;5.834124820762526;3.911573753014153;0.2571824251497006;0.2555623631095936;0.25565157738095234;O;DK
impro10-09-audioinfluencer.mid;42;F#2;79;G5;37;63.73809523809524;E4;11.229446316540916;1;74;73;43.857142857142854;21.173581593374543;3.607687580797578;4.784941827437644;5.201841232302572;0.7173311632585438;1.4280576341463413;1.1580996198563702;1.3940562619047618;RO;DK
impro10-10-audioinfluencer.mid;30;F#1;79;G5;49;67.60526315789474;G#4;11.414877616950491;14;71;57;49.473684210526315;12.969271046020642;3.3720271840976834;4.5766176449086675;4.491219947597179;0.9987148642255028;1.0283485945945945;0.3365471850085482;1.001286789473684;RO;DK
impro10-11-audioinfluencer.mid;43;G2;86;D6;43;66.8546511627907;G4;7.063358328143421;4;91;87;70.50581395348837;12.970275100232477;4.298294407405202;5.056949861502009;5.368328390046257;3.628565748841353;0.2772026257309942;0.22374515428966724;0.2755909825581396;RO;PT
impro10-12-audioinfluencer.mid;42;F#2;87;D#6;45;66.13812154696133;F#4;5.220444298527966;19;99;80;78.09944751381215;11.339755519790486;3.6711976683585346;5.105868400248475;5.316980635918689;4.243915403525428;0.2369405277777778;0.16604887801180876;0.2356314640883978;RV;PT
impro10-13-audioinfluencer.mid;60;C4;82;A#5;22;76.0;E5;6.0332412515993425;35;79;44;53.45454545454545;12.524884321730372;2.9139770731827523;3.027169118440619;3.0957952550009344;0.19130151323670821;5.7500852;0.7448794018837509;5.227350181818182;RV;PT
impro10-14-audioinfluencer.mid;57;A3;76;E5;19;65.66292134831461;F#4;5.065354291262985;4;91;87;73.40449438202248;14.088776239781337;3.462289769857374;4.780116965566571;5.559453936341293;1.790700509967361;0.5647865909090909;0.3398844856209659;0.5584406741573034;RV;DK
impro10-15-audioinfluencer.mid;36;C2;89;F6;53;68.15957446808511;G#4;12.595700914891781;3;93;90;61.755319148936174;17.115475089271033;4.4514753497755555;5.3705439054420205;5.459185799435849;2.2434814096299673;0.4505286666666667;0.515771398349261;0.4457358085106383;O;PT
impro10-16-audioinfluencer.mid;36;C2;69;A4;33;63.026634382566584;D#4;3.9722053196475544;5;79;74;46.590799031477;14.907306236016217;2.533050119954106;5.744915570303161;5.09025981186645;6.941236666859161;0.14441622330097087;0.1484599377659706;0.1440665472154964;RO;DK
impro10-17-audioinfluencer.mid;29;F1;71;B4;42;49.60424028268551;D3;15.343082960155085;7;62;55;43.95053003533569;9.657119414806113;3.3081240690900673;4.940075383425692;5.168860307667195;4.760219501626885;0.21081929078014183;0.3006553314839875;0.21007434628975263;O;PT
impro10-18-audioinfluencer.mid;48;C3;82;A#5;34;62.17142857142857;D4;9.128126263129266;7;85;78;57.05714285714286;18.265916278111852;4.204582217613528;4.422000516883152;4.900711588373536;0.7291687478358011;1.4117606764705881;0.583305095573792;1.371424657142857;RV;DK
