all_features
File Name;Lowest MIDI;Lowest Note;Highest MIDI;Highest Note;Note Difference;Average MIDI Pitch;Average Note Pitch;Pitch Std Dev;Lowest Velocity;Highest Velocity;Velocity Range;Average Velocity;Velocity Std Dev;Pitch Entropy;Intensity Entropy;Duration Entropy;Note Density;Average Note Distance;Note Time Std Dev;Average Duration;Corpus;Output
impro07-01-audioinfluencer.mid;49;C#3;93;A6;44;70.64912280701755;B4;10.232111966169084;3;100;97;61.24561403508772;23.72707969339974;4.552298462240336;5.152979707109239;5.609120057986432;0.9702343505752544;1.0490838035714287;1.0205320072670863;1.0306788245614036;O;DK
impro07-02-audioinfluencer.mid;53;F3;71;B4;18;61.73529411764706;D4;5.2875429565095775;31;88;57;67.3529411764706;14.698757632392912;2.8480815033851155;4.454822399946606;4.429682606644448;0.6325662246138848;1.6287670606060607;0.6050262185626626;1.5808621470588236;O;DK
impro07-03-audioinfluencer.mid;51;D#3;84;C6;33;65.92307692307692;F#4;8.754619160383657;2;99;97;72.23076923076923;23.19422402176947;4.63556828432301;5.1125311489216845;5.570345327697925;1.8794854643485706;0.5389703896103896;0.6823453598315998;0.5320605128205127;RV;PT
impro07-04-audioinfluencer.mid;52;E3;76;E5;24;62.258823529411764;D4;4.667906998034228;17;90;73;65.15294117647059;14.048814457991465;3.8106397244955708;5.01504380796098;4.574754898291338;2.0286176374127116;0.4988149285714286;0.33661659446786146;0.4929465176470589;O;PT
impro07-05-audioinfluencer.mid;50;D3;97;C#7;47;70.86746987951807;B4;10.787041779361543;4;105;101;61.57831325301205;28.195796470105304;4.075754815024526;5.360113757159849;5.2017372869462735;2.3088081531749003;0.43840590243902444;0.6887179194721667;0.4331239036144579;RV;DK
impro07-06-audioinfluencer.mid;48;C3;85;C#6;37;71.78378378378379;C5;6.79901336571202;1;88;87;45.87837837837838;20.550607565396295;3.9047075776599143;5.190749609071465;5.476147115541244;1.2510406671901313;0.8102843150684932;0.5955653345576223;0.7993345270270271;O;PT
impro07-07-audioinfluencer.mid;44;G#2;84;C6;40;63.014925373134325;D#4;8.514679903436347;17;84;67;53.134328358208954;16.524449766100094;4.482311071973373;5.304603369433086;4.9315218407413015;1.130817147036103;0.8977149999999999;0.4655938533128559;0.8843162686567164;O;DK
impro07-08-audioinfluencer.mid;49;C#3;68;G#4;19;58.3125;A#3;3.750366858365598;4;93;89;69.15;19.43193248238579;2.9419845884579736;5.059620464673157;5.952819184034955;3.567529214218022;0.28206897484276733;0.5566677653121866;0.28030604375;RO;PT
impro07-09-audioinfluencer.mid;53;F3;79;G5;26;66.14492753623189;F#4;5.306143393771037;8;86;78;58.405797101449274;16.24746029074708;3.803576437859594;5.1552717392300895;5.568173550761581;1.4315235383444471;0.7088293382352941;0.4336566334159503;0.6985564492753623;RV;PT
impro07-10-audioinfluencer.mid;51;D#3;68;G#4;17;59.255319148936174;B3;4.331221763099539;28;75;47;54.191489361702125;12.340527608113986;3.3512276309008073;4.783000287709758;4.2994033525352755;0.8013737933889561;1.2749844565217392;0.6927417206648868;1.2478571276595745;RO;PT
impro07-11-audioinfluencer.mid;52;E3;105;A7;53;66.0625;F#4;8.670100052515826;8;90;82;65.765625;17.787763037799017;4.536738429816492;4.960479296672175;4.846117633875558;1.280003072007373;0.7936488888888888;0.7486844528332044;0.781248125;RO;PT
impro07-12-audioinfluencer.mid;50;D3;79;G5;29;65.6864406779661;F#4;6.727541495477667;9;90;81;57.95762711864407;22.84185469582628;4.32913886788309;5.689337965035782;5.713885396834422;3.0768297691519813;0.32778771794871797;0.36755421308606206;0.3250098559322034;RO;DK
impro07-13-audioinfluencer.mid;54;F#3;71;B4;17;60.84385382059801;C#4;3.711990090489694;21;89;68;53.730897009966775;11.04916326512364;3.379995861853411;5.230549567901012;4.015904137985932;6.363689102877977;0.15766536;0.1741970594129123;0.15714155481727574;RV;DK
impro07-14-audioinfluencer.mid;55;G3;75;D#5;20;64.62790697674419;F4;4.178506661554656;13;94;81;67.84883720930233;14.320300228417382;3.275991997901875;5.010883656877778;4.93141311203898;1.9089784428165395;0.5300032117647059;0.43449349965980794;0.5238403837209303;RO;DK
impro07-15-audioinfluencer.mid;56;G#3;79;G5;23;70.0;A#4;12.288205727444508;54;82;28;70.33333333333333;14.571661996262929;1.584962500721156;1.584962500721156;1.584962500721156;0.05059005627823357;29.650095500000003;4.031682737235293;19.766730333333335;O;PT
impro07-16-audioinfluencer.mid;49;C#3;84;C6;35;64.36936936936937;E4;7.618063705636093;7;98;91;63.77927927927928;16.61490699100781;4.697066643302227;5.659926488510341;4.2827526386956825;4.644322218807786;0.21629095475113122;0.21307742710674707;0.21531667117117115;RV;DK
impro07-17-audioinfluencer.mid;54;F#3;98;D7;44;72.14285714285714;C5;15.758444448249689;1;99;98;58.38095238095238;31.453896722784904;3.880179922675737;4.297079327540665;4.39231742277876;0.34970707952174124;3.00251285;2.171176162620036;2.8595360476190477;RV;PT
impro07-18-audioinfluencer.mid;46;A#2;80;G#5;34;65.23893805309734;F4;5.68080485108805;7;96;89;59.97787610619469;17.25918620207556;3.9823885023651693;5.758368981197937;5.507589619323428;3.564668825941148;0.28177777333333337;0.258845138593374;0.2805309690265487;RO;DK
