all_features
File Name;Lowest MIDI;Lowest Note;Highest MIDI;Highest Note;Note Difference;Average MIDI Pitch;Average Note Pitch;Pitch Std Dev;Lowest Velocity;Highest Velocity;Velocity Range;Average Velocity;Velocity Std Dev;Pitch Entropy;Intensity Entropy;Duration Entropy;Note Density;Average Note Distance;Note Time Std Dev;Average Duration;Corpus;Output
impro06-01-audioinfluencer.mid;50;D3;88;E6;38;70.15;A#4;11.844180654845458;1;80;79;46.75;18.73670468796748;3.9841837197791876;4.653055907333275;4.593942707918267;0.652524236993214;1.5718052564102563;1.8019148068350086;1.532510125;RO;PT
impro06-02-audioinfluencer.mid;50;D3;82;A#5;32;65.88461538461539;F#4;8.654834131637292;3;47;44;26.53846153846154;13.075873261027791;3.4846843152781375;4.23890125660263;4.546593564294937;0.42940070278031167;2.4219802000000006;2.2013643292147793;2.3288271153846156;RO;DK
impro06-03-audioinfluencer.mid;46;A#2;93;A6;47;65.08571428571429;F4;10.308539251538692;31;84;53;67.38571428571429;9.31741288874561;4.998041386997039;4.8682202541280395;5.882715117694818;2.8028100412911976;0.35935158992805755;0.30343558848710256;0.3567847928571429;RO;DK
impro06-04-audioinfluencer.mid;51;D#3;88;E6;37;73.28985507246377;C#5;6.884026680403478;18;82;64;57.81159420289855;8.952878038775712;2.7482907913736425;4.766028737937212;5.2147262420448435;3.3906518941041432;0.297081299270073;0.2783166608908596;0.29492853623188403;RV;PT
impro06-05-audioinfluencer.mid;50;D3;70;A#4;20;59.55813953488372;C4;5.712568955846795;8;73;65;38.0;15.710172621888145;3.345242813879678;4.6004560336712395;4.340891860212397;0.7184521879926724;1.425021095238095;0.5176898507667851;1.3918810697674417;O;DK
impro06-06-audioinfluencer.mid;48;C3;87;D#6;39;62.98421052631579;D#4;11.562334542005964;6;90;84;66.78421052631579;14.13617683127866;4.519904373675842;4.862111910482657;6.121193408933248;3.0944253975322806;0.3248716243386243;0.1998309886236822;0.3231617736842105;O;PT
impro06-07-audioinfluencer.mid;49;C#3;89;F6;40;68.0;G#4;11.100778023511358;5;72;67;51.80898876404494;14.276392150309468;4.802227190946565;5.0683358920205395;4.813425252761434;1.447169766834934;0.69885625;0.5734730358118706;0.6910039325842696;RO;DK
impro06-08-audioinfluencer.mid;50;D3;85;C#6;35;61.89928057553957;D4;8.556965942747732;8;73;65;46.9568345323741;13.785032054652046;3.3389809454367994;5.436181476462536;5.390996764682002;2.371982646097152;0.42464323188405795;0.3808409814688457;0.42158824460431654;O;DK
impro06-09-audioinfluencer.mid;46;A#2;66;F#4;20;59.65714285714286;C4;7.642539065084622;9;40;31;30.02857142857143;10.216727098491083;1.6619092638844601;3.974815246757345;4.479143374026008;0.7882903655399273;1.3058789117647058;5.974891727546186;1.2685680857142856;RV;DK
impro06-10-audioinfluencer.mid;50;D3;87;D#6;37;61.1764705882353;C#4;14.78696763250349;19;51;32;38.23529411764706;11.200052520885258;2.3242764617775697;3.6168746059562227;4.08746284125034;0.3811682268031668;2.7874831249999996;1.3353246344810599;2.623513529411764;O;PT
impro06-11-audioinfluencer.mid;48;C3;89;F6;41;63.75;E4;14.73236414128735;5;60;55;41.479166666666664;14.248537936691376;3.8809947935998883;4.746115365169274;5.459962500721159;0.8428327757087307;1.2117191276595745;0.7184150687958468;1.1864749791666667;RV;PT
impro06-12-audioinfluencer.mid;44;G#2;75;D#5;31;58.732283464566926;B3;5.016558010051959;1;77;76;34.09448818897638;16.298034291281265;2.9807065716232035;5.512785549499996;5.017376568587515;2.2800508138946585;0.4420675634920635;0.6044532364717171;0.4385867165354331;RV;PT
impro06-13-audioinfluencer.mid;47;B2;95;B6;48;66.375;F#4;11.804176492969146;2;83;81;52.6484375;20.245186010370173;4.583034916338317;5.532401269176306;6.093444531114784;2.151292900141824;0.46849688188976374;0.3901182154353982;0.46483674999999997;O;PT
impro06-14-audioinfluencer.mid;45;A2;82;A#5;37;60.65243902439025;C#4;6.2362432770846175;4;83;79;58.13414634146341;14.386225684690388;2.4113929635596874;5.269924448820048;4.408868446080817;3.141773285808265;0.32024429447852765;0.8787880299385656;0.31829158536585367;RV;DK
impro06-15-audioinfluencer.mid;49;C#3;84;C6;35;66.140625;F#4;10.085141022536297;1;68;67;43.28125;13.60143403970728;4.44752739943295;4.97227441389348;4.9003040561311915;1.0847538156300212;0.9365009841269841;1.2789087841250912;0.92186815625;RO;PT
impro06-16-audioinfluencer.mid;54;F#3;86;D6;32;70.28571428571429;A#4;7.887603293414656;16;69;53;50.476190476190474;14.274519423150636;3.7849418274376427;4.106603137064474;3.9394709940012866;0.4713865766566719;2.22747115;1.015434016180325;2.1214010952380953;RO;PT
impro06-17-audioinfluencer.mid;49;C#3;77;F5;28;62.42;D4;5.6631032354208015;11;59;48;38.026666666666664;9.764300589162836;3.344070582982777;5.0127532151161995;4.531302189802225;2.884611667904197;0.34899373825503355;0.5442317595351309;0.34666711333333333;O;DK
impro06-18-audioinfluencer.mid;47;B2;89;F6;42;73.50602409638554;D5;8.24084635420165;40;86;46;72.44578313253012;7.532455001036438;3.9822570437883837;4.15431925116859;5.216738642341894;2.0170067202289688;0.5018303170731707;1.5300550491475107;0.4957841686746988;RV;DK
