all_features
File Name;Lowest MIDI;Lowest Note;Highest MIDI;Highest Note;Note Difference;Average MIDI Pitch;Average Note Pitch;Pitch Std Dev;Lowest Velocity;Highest Velocity;Velocity Range;Average Velocity;Velocity Std Dev;Pitch Entropy;Intensity Entropy;Duration Entropy;Note Density;Average Note Distance;Note Time Std Dev;Average Duration;Corpus;Output
impro09-01-audioinfluencer.mid;50;D3;69;A4;19;57.61797752808989;A#3;5.888173080571087;43;104;61;84.69662921348315;12.042919925286563;3.89972697839083;4.968374128512228;5.598889610547215;1.5291868681129246;0.6613734772727272;0.5603466561120537;0.6539423146067416;RV;PT
impro09-02-audioinfluencer.mid;49;C#3;63;D#4;14;57.8;A#3;4.881939505292269;72;98;26;85.76;8.07919137867976;3.219470570797252;3.8136606896881857;4.453660689688184;0.6887333337208607;1.5124382916666665;6.13533170584096;1.45194076;O;DK
impro09-03-audioinfluencer.mid;62;D4;79;G5;17;69.87341772151899;A#4;3.324746390817024;53;100;47;70.96835443037975;10.085254978209019;3.5452839384621555;5.0572291105129485;5.4219758453109375;2.9124852380317043;0.34553631847133753;0.49546408902876554;0.34334937974683544;RV;DK
impro09-04-audioinfluencer.mid;44;G#2;71;B4;27;54.11764705882353;F#3;4.456963947490882;47;95;48;77.76470588235294;11.045522398799823;3.433379577793648;4.477024973539649;4.910992253015044;0.6273044212415609;1.6424290909090908;1.545385384461128;1.5941223529411763;O;PT
impro09-05-audioinfluencer.mid;44;G#2;57;A3;13;51.91489361702128;E3;5.702134563073127;19;81;62;60.38297872340426;15.740494980738944;1.82273041649468;4.791305809530251;5.384376085720192;0.8647451710053815;1.1815493913043478;2.696930585231044;1.1564100425531914;O;PT
impro09-06-audioinfluencer.mid;34;A#1;60;C4;26;48.94827586206897;C#3;7.760499201236322;41;96;55;71.94827586206897;13.980465586947675;3.9141005057447438;5.060314400188082;5.500138107159235;1.051663990816435;0.967556052631579;0.9858898811829908;0.9508740517241379;RV;DK
impro09-07-audioinfluencer.mid;56;G#3;61;C#4;5;56.94871794871795;A3;1.7160038944367222;43;92;49;65.35897435897436;13.249602137993229;1.4875634285560984;4.650661513678569;4.2299853096640385;0.6842040443827375;1.5000142105263157;1.5512380252452889;1.4615523076923076;O;DK
impro09-08-audioinfluencer.mid;29;F1;70;A#4;41;42.34920634920635;F#2;11.459829884115308;18;96;78;59.857142857142854;12.643826930443355;3.701131567093581;4.779122090875091;5.659819606039601;0.9150367598589001;1.1104789193548388;1.6380725806079024;1.09285226984127;RV;DK
impro09-09-audioinfluencer.mid;32;G#1;66;F#4;34;56.657534246575345;A3;4.882563016838002;11;90;79;67.10958904109589;14.238603282621447;3.67730610463802;5.093398531245663;5.621197504026227;1.1615023329410799;0.872911625;0.6410003220689837;0.8609539315068493;RO;DK
impro09-10-audioinfluencer.mid;50;D3;63;D#4;13;53.646341463414636;F#3;2.3220465176458918;9;99;90;56.829268292682926;19.093535120783994;2.325039779026502;5.433473498388603;6.055663132640482;1.433571972367236;0.706170111111111;1.0216367596946434;0.6975582804878049;O;DK
impro09-11-audioinfluencer.mid;45;A2;62;D4;17;55.113207547169814;G3;4.003173632153958;39;95;56;72.88679245283019;15.075018021877849;3.434870675298015;4.801139030435581;5.199618567770745;0.9347452242543741;1.0903835;0.9735770251683507;1.0698102264150942;RO;PT
impro09-12-audioinfluencer.mid;33;A1;79;G5;46;57.583333333333336;A#3;19.014677778350407;60;96;36;76.91666666666667;10.312156889329454;3.7720552088742005;3.886842188131012;4.501629167387823;0.4145014005829617;2.51743;0.7333585779186494;2.412537083333333;O;PT
impro09-13-audioinfluencer.mid;37;C#2;68;G#4;31;46.08571428571429;A#2;9.550389410291015;21;102;81;55.0;27.057641102449885;2.780836961758872;5.077158152777186;5.736286231168872;1.1935087582059694;0.8500086376811594;0.9364047376349706;0.8378656571428571;RV;PT
impro09-14-audioinfluencer.mid;32;G#1;79;G5;47;61.38636363636363;C#4;7.1122879229143;9;90;81;67.9090909090909;13.044253910576664;3.6394121071141465;5.030763727581712;5.565918090420361;1.6176781634440986;0.6252753333333333;0.819005095558075;0.6181699318181818;RO;DK
impro09-15-audioinfluencer.mid;37;C#2;65;F4;28;56.589285714285715;A3;7.248264458636816;24;88;64;65.69642857142857;13.469048212114313;3.861038520991694;4.874057377298849;5.180222502793968;0.998220618271826;1.0199967818181819;1.165110263233038;1.0017825535714286;RO;PT
impro09-16-audioinfluencer.mid;41;F2;76;E5;35;56.58;A3;7.832663164269095;13;89;76;64.78;16.842960135393334;4.1288840705376355;5.028758439731455;5.348758439731458;0.8826258854436687;1.1561049591836734;0.8108307615665119;1.1329828599999998;RO;DK
impro09-17-audioinfluencer.mid;41;F2;75;D#5;34;60.72093023255814;C#4;9.165997156663806;7;87;80;51.48837209302326;19.056772440742694;4.283952766823871;4.766624569199765;4.746746593100386;0.724525327231864;1.413076238095238;0.6598189624178606;1.380214;RV;PT
impro09-18-audioinfluencer.mid;29;F1;72;C5;43;60.682432432432435;C#4;6.473427802363317;37;89;52;64.17567567567568;8.27068934620598;4.19982878201477;4.682470492971841;5.55516166127852;2.666702030498999;0.3775460136054422;0.8265858991361125;0.37499502702702703;RO;PT
