File Name,Note Distribution (per second)
impro08-01-audioinfluencer.csv,"{3: 1, 4: 0, 5: 1, 6: 0, 7: 0, 8: 1, 9: 1, 10: 1, 11: 0, 12: 0, 13: 1, 14: 0, 15: 1, 16: 0, 17: 2, 18: 1, 19: 2, 20: 1, 21: 0, 22: 0, 23: 1, 24: 2, 25: 0, 26: 0, 27: 1, 28: 0, 29: 1, 30: 1, 31: 1, 32: 1, 33: 2, 34: 1, 35: 1, 36: 1, 37: 0, 38: 0, 39: 0, 40: 0, 41: 0, 42: 0, 43: 0, 44: 0, 45: 0, 46: 4}"
impro08-02-audioinfluencer.csv,"{2: 1, 3: 0, 4: 2, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 1, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 2, 21: 2, 22: 0, 23: 1, 24: 0, 25: 1, 26: 0, 27: 0, 28: 0, 29: 0, 30: 0, 31: 1, 32: 0, 33: 1, 34: 1, 35: 1, 36: 0, 37: 1, 38: 0, 39: 1, 40: 1, 41: 0, 42: 0, 43: 1}"
impro08-03-audioinfluencer.csv,"{2: 1, 3: 6, 4: 5, 5: 6, 6: 6, 7: 5, 8: 4, 9: 5, 10: 4, 11: 5, 12: 5, 13: 5, 14: 5, 15: 4, 16: 5, 17: 5, 18: 3, 19: 4, 20: 5, 21: 4, 22: 4, 23: 3, 24: 3, 25: 5, 26: 4, 27: 4, 28: 4, 29: 4, 30: 4, 31: 2, 32: 3, 33: 5, 34: 3, 35: 5, 36: 4, 37: 4, 38: 5, 39: 5, 40: 4, 41: 0, 42: 5, 43: 3, 44: 4, 45: 5, 46: 4, 47: 4, 48: 5, 49: 5, 50: 4, 51: 4, 52: 3, 53: 5, 54: 3, 55: 5, 56: 4, 57: 4}"
impro08-04-audioinfluencer.csv,"{1: 2, 2: 1, 3: 2, 4: 2, 5: 1, 6: 2, 7: 2, 8: 2, 9: 1, 10: 2, 11: 2, 12: 1, 13: 2, 14: 1, 15: 1, 16: 0, 17: 0, 18: 0, 19: 1, 20: 0, 21: 0, 22: 0, 23: 1, 24: 1, 25: 2, 26: 1, 27: 2, 28: 1, 29: 1, 30: 2, 31: 2, 32: 1, 33: 0, 34: 0, 35: 1, 36: 1, 37: 2, 38: 1, 39: 2, 40: 2, 41: 0, 42: 2, 43: 2, 44: 1, 45: 1}"
impro08-05-audioinfluencer.csv,"{2: 1, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 2, 10: 0, 11: 0, 12: 1, 13: 0, 14: 1, 15: 0, 16: 1, 17: 0, 18: 0, 19: 2, 20: 1, 21: 0, 22: 1, 23: 1, 24: 1, 25: 2, 26: 1, 27: 1, 28: 0, 29: 1, 30: 0, 31: 1, 32: 1, 33: 0, 34: 0, 35: 1, 36: 1, 37: 1, 38: 1}"
impro08-06-audioinfluencer.csv,"{2: 1, 3: 2, 4: 2, 5: 1, 6: 2, 7: 2, 8: 2, 9: 2, 10: 1, 11: 2, 12: 1, 13: 2, 14: 2, 15: 1, 16: 2, 17: 2, 18: 2, 19: 0, 20: 1, 21: 1, 22: 2, 23: 2, 24: 2, 25: 1, 26: 1, 27: 2, 28: 1, 29: 2, 30: 1, 31: 1, 32: 2, 33: 1, 34: 2, 35: 1, 36: 2, 37: 1, 38: 2, 39: 2, 40: 2, 41: 2, 42: 1, 43: 2, 44: 2, 45: 1, 46: 2, 47: 1, 48: 2, 49: 2, 50: 1, 51: 1, 52: 0, 53: 1}"
impro08-07-audioinfluencer.csv,"{2: 1, 3: 1, 4: 1, 5: 2, 6: 0, 7: 1, 8: 1, 9: 1, 10: 1, 11: 0, 12: 2, 13: 1, 14: 2, 15: 1, 16: 1, 17: 0, 18: 0, 19: 2, 20: 1, 21: 1, 22: 0, 23: 2, 24: 1, 25: 1, 26: 0, 27: 0, 28: 2, 29: 1, 30: 2, 31: 2, 32: 1, 33: 2, 34: 1, 35: 2, 36: 1, 37: 2, 38: 2, 39: 1, 40: 1, 41: 1, 42: 2, 43: 1, 44: 1, 45: 2, 46: 1, 47: 2, 48: 1, 49: 0, 50: 1, 51: 2, 52: 1, 53: 0, 54: 0, 55: 0, 56: 1}"
impro08-08-audioinfluencer.csv,"{2: 5, 3: 4, 4: 4, 5: 4, 6: 4, 7: 5, 8: 4, 9: 4, 10: 3, 11: 4, 12: 6, 13: 2, 14: 4, 15: 6, 16: 4, 17: 5, 18: 5, 19: 5, 20: 4, 21: 5, 22: 4, 23: 4, 24: 3, 25: 3, 26: 5, 27: 1, 28: 3, 29: 3, 30: 1, 31: 1, 32: 1, 33: 4, 34: 2, 35: 1, 36: 3, 37: 2, 38: 4, 39: 2, 40: 4, 41: 5, 42: 2, 43: 5, 44: 2, 45: 2}"
impro08-09-audioinfluencer.csv,"{2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1, 11: 0, 12: 0, 13: 1, 14: 0, 15: 0, 16: 0, 17: 3, 18: 2, 19: 1, 20: 1, 21: 2, 22: 3, 23: 0, 24: 0, 25: 1, 26: 0, 27: 0, 28: 1, 29: 0, 30: 1, 31: 1, 32: 2, 33: 3, 34: 2, 35: 0, 36: 1, 37: 0, 38: 2, 39: 2, 40: 0, 41: 0, 42: 0, 43: 1, 44: 3, 45: 4, 46: 6, 47: 5, 48: 4, 49: 1, 50: 1, 51: 0, 52: 0, 53: 0, 54: 0, 55: 0, 56: 0, 57: 0, 58: 0, 59: 0, 60: 2}"
impro08-10-audioinfluencer.csv,"{5: 2, 6: 2, 7: 2, 8: 1, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1, 15: 3, 16: 2, 17: 1, 18: 1, 19: 1, 20: 0, 21: 0, 22: 1, 23: 4, 24: 3, 25: 1, 26: 1, 27: 0, 28: 0, 29: 0, 30: 0, 31: 1, 32: 3, 33: 4, 34: 1, 35: 0, 36: 3, 37: 2, 38: 2, 39: 0, 40: 0, 41: 1, 42: 3, 43: 2, 44: 2, 45: 2, 46: 2, 47: 0, 48: 0, 49: 0, 50: 0, 51: 3, 52: 0, 53: 1, 54: 0, 55: 4, 56: 0, 57: 0, 58: 1, 59: 0, 60: 1}"
