File Name,Pitch Standard Deviation
impro08-01-audioinfluencer.csv,18.384776310850235
impro08-02-audioinfluencer.csv,7.7781745930520225
impro08-03-audioinfluencer.csv,27.577164466275352
impro08-04-audioinfluencer.csv,17.67766952966369
impro08-05-audioinfluencer.csv,14.849242404917497
impro08-06-audioinfluencer.csv,21.213203435596427
impro08-07-audioinfluencer.csv,21.213203435596427
impro08-08-audioinfluencer.csv,19.091883092036785
impro08-09-audioinfluencer.csv,17.67766952966369
impro08-10-audioinfluencer.csv,12.020815280171307
impro08-11-audioinfluencer.csv,11.313708498984761
impro08-12-audioinfluencer.csv,17.67766952966369
impro08-13-audioinfluencer.csv,21.920310216782973
impro08-14-audioinfluencer.csv,21.213203435596427
impro08-15-audioinfluencer.csv,16.97056274847714
impro08-16-audioinfluencer.csv,24.748737341529164
impro08-17-audioinfluencer.csv,21.213203435596427
impro08-18-audioinfluencer.csv,26.870057685088806
