File Name,Pitch Standard Deviation
impro05-01-audioinfluencer.csv,19.091883092036785
impro05-02-audioinfluencer.csv,26.16295090390226
impro05-03-audioinfluencer.csv,27.577164466275352
impro05-04-audioinfluencer.csv,27.577164466275352
impro05-05-audioinfluencer.csv,18.384776310850235
impro05-06-audioinfluencer.csv,23.33452377915607
impro05-07-audioinfluencer.csv,20.506096654409877
impro05-08-audioinfluencer.csv,16.97056274847714
impro05-09-audioinfluencer.csv,16.263455967290593
impro05-10-audioinfluencer.csv,16.97056274847714
impro05-11-audioinfluencer.csv,13.435028842544403
impro05-12-audioinfluencer.csv,18.384776310850235
impro05-13-audioinfluencer.csv,17.67766952966369
impro05-14-audioinfluencer.csv,20.506096654409877
impro05-15-audioinfluencer.csv,20.506096654409877
impro05-16-audioinfluencer.csv,29.698484809834994
impro05-17-audioinfluencer.csv,30.405591591021544
impro05-18-audioinfluencer.csv,17.67766952966369
