File Name,Average Note Distance (seconds)
impro06-01-audioinfluencer.csv,2.113807068965517
impro06-02-audioinfluencer.csv,1.3162935869565218
impro06-03-audioinfluencer.csv,0.703519309859155
impro06-04-audioinfluencer.csv,0.3083343787878787
impro06-05-audioinfluencer.csv,0.31172336458333333
impro06-06-audioinfluencer.csv,0.682230411111111
impro06-07-audioinfluencer.csv,1.1603650943396226
impro06-08-audioinfluencer.csv,0.8371538
impro06-09-audioinfluencer.csv,1.9304296956521738
impro06-10-audioinfluencer.csv,1.6518418518518518
impro06-11-audioinfluencer.csv,1.2655733111111112
impro06-12-audioinfluencer.csv,0.6258484606741573
impro06-13-audioinfluencer.csv,0.4219794609929078
impro06-14-audioinfluencer.csv,0.7352087323943661
impro06-15-audioinfluencer.csv,1.3408991363636364
impro06-16-audioinfluencer.csv,0.8249893148148147
impro06-17-audioinfluencer.csv,0.5714293076923076
impro06-18-audioinfluencer.csv,0.4623605168539326
