time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
2.749008,41,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.549480,73,0.000000,1.873573,1.873573,1.686215,0.000000,0.062452,1.686215,1.686215,0.249810,0.249810,0.312262,1.686215
5.798876,92,0.147622,0.959546,0.147622,0.147622,0.147622,0.959546,0.959546,0.959546,0.959546,0.959546,0.000000,0.000000
7.948596,70,0.182250,1.184625,0.000000,1.184625,1.275750,1.458000,0.000000,0.000000,1.184625,1.913625,2.278125,0.182250
8.199106,102,0.096855,2.256679,0.000000,0.581131,2.113720,0.834795,1.555641,0.000000,0.820946,2.404285,1.162262,0.336670
8.799570,100,0.000000,0.508715,3.258350,0.000000,2.065217,0.098477,0.561363,0.000000,0.171151,0.937326,0.196954,0.323316
11.799283,61,0.000000,0.182365,0.000000,0.182365,0.000000,0.000000,0.000000,0.000000,0.182365,0.000000,0.182365,0.000000
12.299371,44,1.697255,0.000000,0.502890,0.251445,0.062861,0.000000,0.000000,2.640174,1.634393,0.000000,0.000000,0.125723
12.798725,75,0.582624,1.610910,0.442040,1.708014,0.247832,0.061958,0.000000,2.643908,0.830456,1.610910,0.247832,0.061958
13.553526,59,0.071974,0.341829,0.056972,0.341829,0.307257,0.000000,0.250285,0.485778,0.128946,1.626855,0.056972,1.626855
14.048969,59,0.062861,0.134012,0.000000,1.822615,0.249997,0.000000,0.249997,0.134374,1.634393,1.624979,0.251445,1.624979
14.604151,97,1.885838,1.634393,0.314306,0.611755,0.150030,3.457371,0.087169,1.885838,0.775806,0.585876,1.721787,0.585876
15.398827,58,0.589540,0.276882,0.312659,0.308426,0.000000,2.304652,0.000000,1.902707,1.625825,0.120681,1.902707,0.120681
15.998940,63,0.140729,1.618738,0.078470,1.867774,0.000000,0.549292,1.618738,0.533081,2.057137,0.000000,0.719859,0.000000
16.649963,50,1.629175,0.422919,1.629175,0.493405,0.313303,0.071806,0.485579,1.754496,0.565211,1.879817,0.142292,0.062661
17.199621,52,0.523615,0.079630,2.630813,0.079630,1.634393,0.000000,0.204992,0.610884,0.142491,1.025065,0.000000,0.251445
17.849859,52,0.079858,0.000000,2.625020,0.000000,2.627601,0.000000,0.125001,0.079858,0.125162,0.579862,0.000000,0.500647
18.549852,88,3.253711,0.000000,2.198772,0.000000,2.260950,0.000000,0.062571,0.500571,0.062571,0.364669,0.000000,0.364571
19.149336,66,0.941910,1.743256,2.147842,0.000000,2.147743,0.062259,1.618738,0.156985,0.249037,0.327529,0.062259,0.327529
19.748598,70,0.159614,1.625032,0.861012,0.000000,0.642117,0.249037,0.469910,1.618738,0.250005,1.618738,1.618738,0.140577
20.399248,52,0.062661,0.423648,1.629175,0.250642,1.629175,0.070486,1.691835,0.422919,1.699783,0.673561,0.422919,0.250642
20.998552,66,0.000000,1.743256,0.471253,0.078542,0.471253,0.062259,2.089991,0.071667,0.720290,0.150209,0.133926,0.078542
21.550369,63,0.125723,1.769732,0.088731,1.885838,0.088731,0.062861,2.030793,0.062861,3.143064,0.000000,0.314306,0.000000
23.049484,52,0.062500,0.062500,1.624996,0.249999,1.624996,0.000000,0.062500,0.000000,1.687496,1.749995,0.000000,0.249999
26.048918,49,0.182365,0.182365,0.000000,0.000000,0.000000,0.182365,0.000000,0.000000,0.000000,0.182365,0.000000,0.000000
26.548439,52,0.000000,0.000000,1.634393,0.000000,1.634393,0.000000,0.062861,0.000000,0.062861,0.251445,0.000000,0.251445
27.199167,52,0.000000,0.000000,1.625032,0.000000,1.625032,0.250642,0.062501,0.000000,0.062501,0.250005,1.629175,0.250005
27.849434,85,0.250642,1.629175,2.052823,0.000000,1.911607,1.691835,1.629175,1.629175,0.313303,0.321250,0.486789,0.383911
28.502129,57,0.070688,2.053303,0.488739,1.629175,0.598006,0.424128,0.424128,1.645230,0.321330,1.699863,0.315327,0.070688
29.150042,71,1.622217,1.875975,1.622217,0.443020,0.190515,0.127078,1.871789,0.630199,0.313011,0.630199,0.125831,1.622217
31.649439,65,0.096855,0.000000,0.000000,0.000000,0.096855,0.581131,0.096855,0.000000,0.000000,0.581131,0.000000,0.581131
