time,pitch,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,stopped
3.549129,54,0.288577,0.324768,0.202992,0.437404,0.533915,0.574757,0.475582,0.344866,0.250323,0.335063,0.372883,0.268181,
4.199439,66,0.310243,0.438841,0.226088,0.385298,0.377524,0.277119,0.740814,0.319245,0.266864,0.426018,0.257953,0.225182,
4.999214,53,0.063573,0.048999,0.028556,0.051895,0.152357,0.940436,0.286826,0.034378,0.029472,0.063179,0.029788,0.025118,
5.650244,54,0.036388,0.174490,0.126245,0.085939,0.077759,0.279971,0.823837,0.214104,0.062114,0.033888,0.064084,0.019526,
6.249989,65,0.074883,0.068432,0.093882,0.067858,0.131447,0.872120,0.237462,0.066260,0.101567,0.093893,0.037312,0.038693,
6.598554,53,0.152011,0.139392,0.121484,0.127744,0.266579,0.954955,0.251692,0.076228,0.094113,0.116020,0.084919,0.068419,
6.999767,54,0.060877,0.114541,0.035485,0.038118,0.129850,0.549365,0.649733,0.104024,0.082100,0.035861,0.092945,0.030402,
7.398848,66,0.018911,0.101405,0.017463,0.021620,0.047357,0.209878,0.903414,0.063583,0.026289,0.011139,0.054287,0.009077,
7.649085,53,0.041446,0.067633,0.035312,0.068560,0.166939,0.507412,0.640469,0.070825,0.059639,0.072244,0.029978,0.010188,
8.249099,54,0.023466,0.204765,0.019814,0.031148,0.084167,0.272697,0.864852,0.146802,0.128841,0.023776,0.141779,0.009556,
8.799089,66,0.008706,0.095506,0.010300,0.025420,0.036614,0.121505,0.976815,0.058366,0.024660,0.007646,0.041732,0.003587,
9.049196,53,0.026066,0.051461,0.015446,0.029837,0.133654,0.492574,0.660834,0.063150,0.027942,0.031075,0.026799,0.010689,
9.549187,65,0.075733,0.011945,0.007892,0.014493,0.115654,0.896871,0.160230,0.014547,0.007649,0.051671,0.005508,0.002698,
9.998970,53,0.050357,0.009394,0.007997,0.016713,0.181547,0.975996,0.181876,0.010002,0.009501,0.041030,0.008529,0.006793,
10.699314,54,0.016633,0.198223,0.011210,0.008630,0.048871,0.253254,0.871809,0.161002,0.083675,0.007388,0.113137,0.009224,
11.148817,66,0.011581,0.128776,0.026755,0.072272,0.054119,0.166079,0.947670,0.083407,0.025593,0.013061,0.059621,0.009687,
11.398532,53,0.089180,0.117556,0.068493,0.131180,0.244675,0.563948,0.594454,0.085083,0.063496,0.117867,0.039067,0.017192,
12.448792,65,0.301561,0.335856,0.280705,0.583108,0.225577,0.454984,0.230695,0.166013,0.457875,0.169496,0.320770,0.416296,
12.798972,65,0.284797,0.169332,0.203445,0.272554,0.284714,0.731819,0.105499,0.070854,0.183964,0.128643,0.115885,0.191013,
13.198888,54,0.159101,0.188463,0.081056,0.133326,0.193774,0.577900,0.563936,0.123915,0.156531,0.089618,0.112409,0.072549,
13.499880,66,0.069182,0.147738,0.057194,0.104027,0.121210,0.313297,0.831229,0.122008,0.066904,0.038762,0.073351,0.031178,
13.899402,53,0.055052,0.048465,0.021500,0.078281,0.143507,0.708463,0.501626,0.063392,0.033222,0.050522,0.024741,0.011787,
14.348648,65,0.159338,0.015792,0.021033,0.046020,0.222663,0.858212,0.151902,0.022395,0.022783,0.085153,0.008703,0.036410,
15.049992,53,0.600430,0.201735,0.128365,0.210158,0.321283,0.749640,0.254114,0.189409,0.058035,0.417550,0.091547,0.162039,
15.198446,53,0.582316,0.211205,0.122656,0.204071,0.329778,0.737106,0.258020,0.187682,0.075792,0.404174,0.080570,0.157153,
15.550134,66,0.214661,0.131657,0.062050,0.102691,0.174034,0.443428,0.640591,0.070296,0.029436,0.166335,0.105822,0.058018,
15.749410,53,0.154069,0.095915,0.054199,0.108323,0.226286,0.602528,0.536158,0.070554,0.027151,0.135068,0.064264,0.036515,
15.999099,65,0.210462,0.052731,0.044689,0.092173,0.317580,0.814351,0.270924,0.038023,0.025497,0.129676,0.031678,0.023826,
16.399113,54,0.123514,0.179232,0.034008,0.056880,0.213402,0.667609,0.524552,0.075798,0.086082,0.063462,0.093194,0.029603,
17.651062,66,0.618808,0.471631,0.480964,0.333406,0.360077,0.395316,0.418086,0.340574,0.398097,0.584071,0.408169,0.373686,
17.849192,53,0.580536,0.333828,0.331213,0.312176,0.346073,0.575938,0.287698,0.219876,0.241030,0.543187,0.272600,0.281882,
18.198799,54,0.344356,0.343339,0.158070,0.216276,0.248046,0.466318,0.600398,0.162341,0.204651,0.243165,0.242380,0.119046,
