time,playingmode,timeout,timeoutenable,continuity,outputprobability,cut,timestretch,regionmaskenable,regionmasklow,regionmaskhigh
0.000003,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.049273,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.098448,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.149329,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.199588,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.249411,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.298710,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.348567,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.399662,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.449252,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.499553,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.549593,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.599104,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.648630,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.699087,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.748729,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.800471,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.849178,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.899463,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
0.948856,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.000506,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.049739,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.098932,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.148370,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.202681,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.249365,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.298549,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.350088,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.399135,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.448766,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.499592,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.548466,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.598998,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.649423,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.698559,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.749360,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.799067,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.848714,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.899414,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.948675,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
1.999662,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
2.049468,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
2.098885,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
2.150498,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
2.198706,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
2.249605,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
2.299396,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
2.349647,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
2.398447,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
2.449004,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
2.500245,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
2.548897,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
2.599525,1,2.000000,1,1.500000,1.000000,0,1.000000,0,0.929933,1.000000
