Feature,Values
Pitch,68,71,65,49,74,68,70,72,73,64,49,49,53,49,71,56,68,72
Intensity,34,19,77,92,94,55,89,87,77,73,26,55,61,51,58,50,75,16
Duration,5.209895833333333,0.3854166666666667,0.03177083333333333,0.6239583333333333,0.053125,0.309375,0.528125,1.2375,0.20260416666666667,0.4270833333333333,0.5010416666666666,0.0265625,0.16510416666666666,1.3223958333333332,0.18645833333333334,0.0640625,0.0375,0.7203125
Pitch Entropy,3.239097917988786
Intensity Entropy,3.94770277922009
Duration Entropy,4.169925001442312
