File Name,Note Density (notes/second)
impro06-01-audioinfluencer.csv,0.48939317774491053
impro06-02-audioinfluencer.csv,0.7762243473336403
impro06-03-audioinfluencer.csv,1.441445164092616
impro06-04-audioinfluencer.csv,3.267802187796022
impro06-05-audioinfluencer.csv,3.2246807507578086
impro06-06-audioinfluencer.csv,1.4820669009233556
impro06-07-audioinfluencer.csv,0.8780580607762521
impro06-08-audioinfluencer.csv,1.2115882580784012
impro06-09-audioinfluencer.csv,0.5405419649416644
impro06-10-audioinfluencer.csv,0.6278064912052159
impro06-11-audioinfluencer.csv,0.8077147433875336
impro06-12-audioinfluencer.csv,1.6157840413426712
impro06-13-audioinfluencer.csv,2.3865905610948364
impro06-14-audioinfluencer.csv,1.3793151010865554
impro06-15-audioinfluencer.csv,0.7627175266148586
impro06-16-audioinfluencer.csv,1.2345838912436644
impro06-17-audioinfluencer.csv,1.7692284896479076
impro06-18-audioinfluencer.csv,2.187115720730207
