File Name,Average Note Distance (seconds)
impro02-01-audioinfluencer.csv,1.178308358490566
impro02-02-audioinfluencer.csv,1.5425
impro02-03-audioinfluencer.csv,0.6244706875
impro02-04-audioinfluencer.csv,1.1324088148148148
impro02-05-audioinfluencer.csv,0.5225730973451328
impro02-06-audioinfluencer.csv,1.9374834375
impro02-07-audioinfluencer.csv,1.79375346875
impro02-08-audioinfluencer.csv,1.0963682727272728
impro02-09-audioinfluencer.csv,0.3637728263473054
impro02-10-audioinfluencer.csv,0.7655802727272727
impro02-11-audioinfluencer.csv,2.032766
impro02-12-audioinfluencer.csv,0.44480036805555556
impro02-13-audioinfluencer.csv,1.4404414047619047
impro02-14-audioinfluencer.csv,0.4423901304347826
impro02-15-audioinfluencer.csv,1.9348602121212122
impro02-16-audioinfluencer.csv,1.3544548888888888
impro02-17-audioinfluencer.csv,1.697287
impro02-18-audioinfluencer.csv,1.3670372045454546
